AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI
"Motta, EVS; Raymann, K; Moran, NA",Glyphosate perturbs the gut microbiota of honey bees,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,"Glyphosate, the primary herbicide used globally for weed control, targets the 5-enolpyruvylshikimate-3-phosphate synthase (EPSPS) enzyme in the shikimate pathway found in plants and some microorganisms. Thus, glyphosate may affect bacterial symbionts of animals living near agricultural sites, including pollinators such as bees. The honey bee gut microbiota is dominated by eight bacterial species that promote weight gain and reduce pathogen susceptibility. The gene encoding EPSPS is present in almost all sequenced genomes of bee gut bacteria, indicating that they are potentially susceptible to glyphosate. We demonstrated that the relative and absolute abundances of dominant gut microbiota species are decreased in bees exposed to glyphosate at concentrations documented in the environment. Glyphosate exposure of young workers increased mortality of bees subsequently exposed to the opportunistic pathogen Serratia marcescens. Members of the bee gut microbiota varied in susceptibility to glyphosate, largely corresponding to whether they possessed an EPSPS of class I (sensitive to glyphosate) or class II (insensitive to glyphosate). This basis for differences in sensitivity was confirmed using in vitro experiments in which the EPSPS gene from bee gut bacteria was cloned into Escherichia coli. All strains of the core bee gut species, Snodgrassella alvi, encode a sensitive class I EPSPS, and reduction in S. alvi levels was a consistent experimental result. However, some S. alvi strains appear to possess an alternative mechanism of glyphosate resistance. Thus, exposure of bees to glyphosate can perturb their beneficial gut microbiota, potentially affecting bee health and their effectiveness as pollinators.",2018,115,10305,10310,10.1073/pnas.1803880115
"Muangphra, P; Kwankua, W; Gooneratne, R",Genotoxic effects of glyphosate or paraquat on earthworm coelomocytes,ENVIRONMENTAL TOXICOLOGY,"The potential genotoxicity (nuclear anomalies, damage to single-strand DNA) and pinocytic adherence activity of two (glyphosate-based and paraquat-based) commercial herbicides to earthworm coelomocytes (immune cells in the coelomic cavity) were assessed. Coelomocytes were extracted from earthworms (Pheretima peguana) exposed to concentrations",2014,29,612,620,10.1002/tox.21787
"Naraine, AS; Aker, R; Sweeney, I; Kalvey, M; Surtel, A; Shanbhag, V; Dawson-Scully, K",Roundup and glyphosate's impact on GABA to elicit extended proconvulsant behavior in Caenorhabditiselegans,SCIENTIFIC REPORTS,"As 3 billion pounds of herbicides are sprayed over farmlands every year, it is essential to advance our understanding how pesticides may influence neurological health and physiology of both humans and other animals. Studies are often one-dimensional as the majority examine glyphosate by itself. Farmers and the public use commercial products, like Roundup, containing a myriad of chemicals in addition to glyphosate. Currently, there are no neurological targets proposed for glyphosate and little comparison to Roundup. To investigate this, we compared how glyphosate and Roundup affect convulsant behavior in C.elegans and found that glyphosate and Roundup increased seizure-like behavior. Key to our initial hypothesis, we found that treatment with an antiepileptic drug rescued the prolonged convulsions. We also discovered over a third of nematodes exposed to Roundup did not recover from their convulsions, but drug treatment resulted in full recovery. Notably, these effects were found at concentrations that are 1,000-fold dilutions of previous findings of neurotoxicity, using over 300-fold less herbicide than the lowest concentration recommended for consumer use. Exploring mechanisms behind our observations, we found significant evidence that glyphosate targets GABA-A receptors. Pharmacological experiments which paired subeffective dosages of glyphosate and a GABA-A antagonist yielded a 24% increase in non-recovery compared to the antagonist alone. GABA mutant strain experiments showed no effect in a GABA-A depleted strain, but a significant, increased effect in a glutamic acid decarboxylase depleted strain. Our findings characterize glyphosate's exacerbation of convulsions and propose the GABA-A receptor as a neurological target for the observed physiological changes. It also highlights glyphosate's potential to dysregulate inhibitory neurological circuits.",2022,12,,,10.1038/s41598-022-17537-w
"Newman, MM; Hoilett, N; Lorenz, N; Dick, RP; Liles, MR; Ramsier, C; Kloepper, JW",Glyphosate effects on soil rhizosphere-associated bacterial communities,SCIENCE OF THE TOTAL ENVIRONMENT,"Glyphosate is one of the most widely used herbicides in agriculture with predictions that 135 million metric tons will be used annually by 2017. With the advent of glyphosate tolerant (GT) cropping more than 10 years ago, there is now concern for non-target effects on soil microbial communities that has potential to negatively affect soil functions, plant health, and crop productivity. Although extensive research has been done on short-term response to glyphosate, relatively little information is available on long-term effects. Therefore, the overall objective was to investigate shifts in the rhizosphere bacterial community following long-term glyphosate application on GT corn and soybean in the greenhouse. In this study, rhizosphere soil was sampled from rhizoboxes following 4 growth periods, and bacterial community composition was compared between glyphosate treated and untreated rhizospheres using next-generation barcoded sequencing. In the presence or absence of glyphosate, corn and soybean rhizospheres were dominated by members of the phyla Proteobacteria, Acidobacteria, and Actinobacteria. Proteobacteria (particularly gammaproteobacteria) increased in relative abundance for both crops following glyphosate exposure, and the relative abundance of Acidobocteria decreased in response to glyphosate exposure. Given that some members of the Acidobacteria are involved in biogeochemical processes, a decrease in their abundance could lead to significant changes in nutrient status of the rhizosphere. Our results also highlight the need for applying culture-independent approaches in studying the effects of pesticides on the soil and rhizosphere microbial community. (C) 2015 The Authors. Published by Elsevier B.V.",2016,543,155,160,10.1016/j.scitotenv.2015.11.008
"Nicolas, V; Oestreicher, N; Vélot, C",Multiple effects of a commercial RoundupA® formulation on the soil filamentous fungus Aspergillus nidulans at low doses: evidence of an unexpected impact on energetic metabolism,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,"Soil microorganisms are highly exposed to glyphosate-based herbicides (GBH), especially to RoundupA (R) which is widely used worldwide. However, studies on the effects of GBH formulations on specific non-rhizosphere soil microbial species are scarce. We evaluated the toxicity of a commercial formulation of RoundupA (R) (R450), containing 450 g/L of glyphosate (GLY), on the soil filamentous fungus Aspergillus nidulans, an experimental model microorganism. The median lethal dose (LD50) on solid media was between 90 and 112 mg/L GLY (among adjuvants, which are also included in the RoundupA (R) formulation), which corresponds to a dilution percentage about 100 times lower than that used in agriculture. The LOAEL and NOAEL (lowest- and no-observed-adverse-effect levels) associated to morphology and growth were 33.75 and 31.5 mg/L GLY among adjuvants, respectively. The formulation R450 proved to be much more active than technical GLY. At the LD50 and lower concentrations, R450 impaired growth, cellular polarity, endocytosis, and mitochondria (average number, total volume and metabolism). In contrast with the depletion of mitochondrial activities reported in animal studies, R450 caused a stimulation of mitochondrial enzyme activities, thus revealing a different mode of action of RoundupA (R) on energetic metabolism. These mitochondrial disruptions were also evident at a low dose corresponding to the NOAEL for macroscopic parameters, indicating that these mitochondrial biomarkers are more sensitive than those for growth and morphological ones. Altogether, our data indicate that GBH toxic effects on soil filamentous fungi, and thus potential impairment of soil ecosystems, may occur at doses far below recommended agricultural application rate.",2016,23,14393,14404,10.1007/s11356-016-6596-2
"Niedobová, J; Skalsky, M; Ourednícková, J; Michalko, R; Bartosková, A",Synergistic effects of glyphosate formulation herbicide and tank-mixing adjuvants on Pardosa spiders,ENVIRONMENTAL POLLUTION,"Glyphosate-based herbicides are the world's most consumed agrochemicals, and they are commonly used in various agroecosystems, including forests, as well as in urban zones and gardens. These herbicides are sold as formulations containing adjuvants. Other tank-mixing adjuvants (most often surfactants) are commonly added to these formulations prior to application. According to the manufacturers of agrochemicals, such tank mixes (as these are known in agronomic and horticultural practice) have modified properties and perform better than do the herbicides as used alone. The effects of these tank mixes on the environment and on beneficial arthropods are almost unknown. Therefore, we studied whether a herbicide formulation mixed with adjuvant has modified effects on one of the most common genera of ground-dwelling wolf spiders vis-a-vis the herbicide formulation and adjuvants themselves. Specifically, we studied the synergistic effect in the laboratory on the predatory activity (represented by the number of killed flies) of wolf spiders in the genus Pardosa after direct treatment using the glyphosate-based herbicide formulation Roundup klasik Pro (R), Roundup klasik Pro (R) in a mixture with the surfactant Wetcit (R), Roundup klasik Pro (R) in a mixture with the surfactant Agrovital (R), and the surfactants alone. We found that pure surfactants as well as herbicide-and-surfactants tank mixes significantly decrease the predatory activity of Pardosa spiders in the short term even as Roundup klasik Pro (R) did not itself have any such effect. Our results support the hypothesis that plant protection tank mixes may have modified effect on beneficial arthropods as compared to herbicide formulations alone. Therefore, testing of pesticide tank mixes is highly important, because it is these tank mixes that are actually applied to the environment. (C) 2019 Elsevier Ltd. All rights reserved.",2019,249,338,344,10.1016/j.envpol.2019.03.031
"Niemeyer, JC; de Santo, FB; Guerra, N; Ricardo, AM; Pech, TM",Do recommended doses of glyphosate-based herbicides affect soil invertebrates? Field and laboratory screening tests to risk assessment,CHEMOSPHERE,"Despite glyphosate-based herbicides are widely used in agriculture, forestry and gardens, little is known about its effects on non-target organisms. The present work evaluated the ecotoxicity of four formulated products (Roundup (R) Original, Trop (R), Zapp (R) Qi 620 and Crucial (R)) on soil invertebrates. Screening ecotoxicity tests were carried out with soil and oat straw collected in a field experiment, besides laboratory spiked soils. Screening tests included avoidance behaviour of earthworms (Eisenia andrei), collembolans (Folsomia candida) and isopods (Porcellio dilatatus) in single and multispecies tests; reproduction of collembolans (F. candida), and bait lamina in field. Non-avoidance behaviour was observed in standard tests (earthworms) in soil, neither in multispecies tests (earthworm + isopods) using oat straw, while for collembolans it occurred for the product Zapp (R) Qj 620 even at the recommended dose. Reproduction of E candida was not impaired even at high doses in laboratory-spiked soils. Feeding activity on bait lamina test was impaired in treatment corresponding to the red label product, Crucial (R). Results showed the relevance of bait lamina test on screening the impact of herbicides in the field. The findings highlight the importance of considering different formulations for the same active ingredient in risk assessment of pesticides. (C) 2018 Elsevier Ltd. All rights reserved.",2018,198,154,160,10.1016/j.chemosphere.2018.01.127
"Nivelle, E; Verzeaux, J; Chabot, A; Roger, D; Chesnais, Q; Ameline, A; Lacoux, J; Nava-Saucedo, JE; Tétu, T; Catterou, M",Effects of glyphosate application and nitrogen fertilization on the soil and the consequences on aboveground and belowground interactions,GEODERMA,"The application of nitrogen (N) and herbicides are commonly used to fertilize crops and protect them against weed development, but are also considered as soil and environment pollutants. Even so, the individual and combined non-target effects of N fertilizers and herbicides on multitrophic interactions within agrosystems are not well known. From soil samples collected in the field, we examined the effects of the direct application of glyphosate and/or N fertilization on microbial activities and soil nutrient status. In addition, we investigated the increase in biomass and, nutrient acquisition of the bean (Phaseolus vulgaris) and the consequences of the applications of N and glyphosate on the performance of the herbivore aphid (Aphis fabae). From soils that did (N +) or did not receive (NO) synthetic N fertilization over a 6-year period, we assessed the effects of glyphosate (CK, without glyphosate; FR, field rate of glyphosate) and N fertilization (N +, with N fertilization; NO, without N fertilization) applications in a mesocosm experiment for 75-days. Following the 75 day treatment, the biological and physiological consequences, both belowground and aboveground were determined. The growth of arbuscular mycorrhizal fungi (AMF) and dehydrogenase activity, were negatively affected following N + fertilization and the application of the FR of glyphosate, while in the absence of glyphosate, alkaline phosphatase (AIP) activity was reduced. Functional microbial responses were unaffected by both. N and glyphosate, even when applied in combination. Conversely, the N fertilization significantly increased the nitrate content (NO3-) in,the CK soils and the total N in the FR soils, compared to CK/NO and FR/NO soils. The combined effects of glyphosate and nitrogen fertilization (FR/N +) significantly decreased the soil C:N ratio, but significantly increased nitrification compared to CK/NO and FR/NO soils. The FR/N + treatments positively affected plant performance, improving the total chlorophyll, sucrose, ammonium, amino acid content, and pod biomass, compared to the CK/NO and FR/NO soils. Unlike glyphosate, which did not appear to exert an effect when applied alone or in combination, N fertilization significantly increased aphid nymph survival. The non-metric multidimensional scale allowed us to establish belowground and aboveground interactions with glyphosate and N fertilization. We conclude that glyphosate and N fertilization have negative effects on soil microflora and potential pests, but do not necessarily affect belowground and aboveground interactions, and may offer equal or superior benefits to crop productivity.",2018,311,45,57,10.1016/j.geoderma.2017.10.002
"Nourouzi, MM; Chuah, TG; Choong, TSY; Lim, CJ",Glyphosate Utilization as the Source of Carbon: Isolation and Identification of new Bacteria,E-JOURNAL OF CHEMISTRY,Mixed bacteria from oil palm plantation soil (OPS) were isolated to investigate their ability to utilize glyphosate as carbon source. Results showed that approximately all of the glyphosate was converted to aminomethyl-phosphonic acid (AMPA) (99.5%). It is worthy to note that mixed bacteria were able to degrade only 2% of AMPA to further metabolites. Two bacterial strains i.e. Stenotrophomonas maltophilia and Providencia alcalifaciens were obtained from enrichment culture. Bacterial isolates were cultured individually on glyphosate as a sole carbon source. It was observed that both isolates were able to convert glyphosate to AMPA.,2011,8,1582,1587,10.1155/2011/614109
"Nuutinen, V; Hagner, M; Jalli, H; Jauhiainen, L; Rämö, S; Sarikka, I; Uusi-Kämppä, J",Glyphosate spraying and earthworm Lumbricus terrestris L. activity: Evaluating short-term impact in a glasshouse experiment simulating cereal post-harvest,EUROPEAN JOURNAL OF SOIL BIOLOGY,"A glasshouse experiment was conducted to study if glyphosate spraying has immediate short-term effects on the growth, reproduction and residue incorporation of the earthworm species Lumbricus terrestris L. The experiment simulated post-harvest conditions in no-till cereal cultivation, where L. terrestris often abound, and glyphosate is widely used. Pairs of adult, field-collected L. terrestris (median total mass 11.2 g fresh weight) were kept in fine sand-filled cylinders, with chopped wheat straw on the soil surface as feed. The treatment cylinders were sprayed with glyphosate at normal field application rate [Rodeo (R) XL 3.0 1 ha(-1), resulting in 1080 g a.i. ha(-1) and Contact surfactant (0.51 ha(-1))]; the controls were sprayed with water (N = 12 for both). The treatment and control cylinders were maintained for two months at + 15 degrees C, approximate 60% air humidity and 12h:12h light:dark cycle. All individuals survived the experiment. There was no difference in L. terrestris mass change over the experiment, with an average weight change of + 0.96% in glyphosate treatment and -0.93% change in the control (p = 0.66). Glyphosate treatment and control did not differ in cocoon production rate (31 vs 28 cocoons cylinder(-1) respectively; p = 0.30). The straw incorporation was slightly but not significantly lower in glyphosate-treated soil (decline in surface straw mass 27.5% vs. 30.5%; p = 0.07). The glyphosate treatment applied represents a commonly used practice in spring cereal cultivation, and it did not affect negatively L. terrestris. The varying study results on the effects of glyphosate on earthworms - and on L. terrestris in particular - may partly arise from notable variation in application rates and the formulation-surfactant combinations used in different experiments which needs to be considered in the ecological risk assessment of glyphosate use.",2020,96,,,10.1016/j.ejsobi.2019.103148
"Ockleford, C; Adriaanse, P; Berny, P; Brock, T; Duquesne, S; Grilli, S; Hernandez-Jerez, AF; Bennekou, SH; Klein, M; Kuhl, T; Laskowski, R; Machera, K; Pelkonen, O; Pieper, S; Stemmer, M; Sundh, I; Teodorovic, I; Tiktak, A; Topping, CJ; Wolterink, G; Aldrich, A; Berg, C; Ortiz-Santaliestra, M; Weir, S; Streissl, F; Smith, RH",Scientific Opinion on the state of the science on pesticide risk assessment for amphibians and reptiles,EFSA JOURNAL,"Following a request from EFSA, the Panelon Plant Protection Products and their Residues developed an opinion on the science to support the potential development of a risk assessment scheme of plant protection products for amphibians and reptiles. The coverage of the risk to amphibians and reptiles by current risk assessments for other vertebrate groups was investigated. Available test methods and exposure models were reviewed with regard to their applicability to amphibians and reptiles. Proposals were made for specific protection goals aiming to protect important ecosystem services and taking into consideration the regulatory framework and existing protection goals for other vertebrates. Uncertainties, knowledge gaps and research needs were highlighted. (c) 2018 European Food Safety Authority. EFSA Journal published by John Wiley and Sons Ltd on behalf of European Food Safety Authority.",2018,16,,,10.2903/j.efsa.2018.5125
"Ogeleka, DF; Onwuemene, CJ; Okieimen, FE",Toxicity potential of Grassate® a non-selective herbicide on snails (Achachatina marginata) and earthworms (Aporrectodea longa),CHEMISTRY AND ECOLOGY,"The application of herbicides in agricultural practices may pose certain toxic effects on non-target species including molluscs (snails), earthworms and other soil-dwelling organisms, which would in turn put the lives of humans at great risk. This study considered the lethal and sublethal effects of Grassate (R), a non-selective glyphosate-based herbicide on snails (Archachatina marginata) and earthworms (Aporrectodea longa) with regards to ecotoxicological risk assessment. The lethal concentration LC50 for the test chemical averaged at 1.731 +/- 0.05 and 3.045 +/- 0.08mgkg(-1) for snails and earthworms, respectively. There was decrease in growth and biomass with increased concentration for the species. Growth inhibition of 11-38% in size and 7-43% in length was obtained for earthworms while 26-65% reduction in weight was reported for snails. Using the ecotoxicological risk assessment matrix, the herbicide was classified as D 4 (A; P; E) or 16 (A; P; E), which could be considered as high risk to animals, plant and the environment. Thus, if these herbicides are used uncontrollably and unregulated, further consequence could lead to harmful effects on humans who feed on snails, a rich source of protein and depend on earthworms for nutrient.",2017,33,447,463,10.1080/02757540.2017.1320393
"Owagboriaye, F; Mesnage, R; Dedeke, G; Adegboyega, T; Aladesida, A; Adeleke, M; Owa, S; Antoniou, MN","Impacts of a glyphosate-based herbicide on the gut microbiome of three earthworm species (Alma millsoni, Eudrilus eugeniae and Libyodrilus violaceus): A pilot study",TOXICOLOGY REPORTS,"While the impact of glyphosate-based herbicides (GBHs) on earthworms has been studied, little is known about their effects on the earthworm gut microbiome. This study investigated the impact of a GBH on the gut microbial communities of three earthworm species (Alma millsoni, Eudrilus eugeniae and Libyodrilus violaceus). Earthworm species accommodated in soil were sprayed with 115.49 mL/m(2) of Roundup (R) Alphe'e or water. Gut microbiome composition was analysed using 16S rRNA Bacterial Tag-Encoded FLX Amplicon Pyrosequencing (bTEFAP) at the 8th week post-herbicide application. A profound shift in bacterial populationswas observed in all exposed earthworms with Proteobacteria becoming the dominant phylum. Affected bacteria were mostly from the genus Enterobacter, Pantoea and Pseudomonas, which together represented approximately 80 % of the total abundance assigned at the genus level in exposed earthworms, while they were present at a minor abundance (similar to 1%) in unexposed earthworms. Although consistent results were observed between the three groups of worm species, it is not possible to generalize these outcomes due to a lack of biological replicates, which does not allow for inferential statistical analysis. Nevertheless, our study is the first to report the effects of a GBH on the earthworm gut microbiome and paves the way for future more comprehensive investigations.",2021,8,753,758,10.1016/j.toxrep.2021.03.021
"Owagboriaye, F; Dedeke, G; Bamidele, J; Bankole, A; Aladesida, A; Feyisola, R; Adeleke, M; Adekunle, O","Wormcasts produced by three earthworm species (Alma millsoni, Eudrilus eugeniae and Libyodrilus violaceus) exposed to a glyphosate-based herbicide reduce growth, fruit yield and quality of tomato (Lycopersicon esculentum)",CHEMOSPHERE,"It remains unknown if casts produced by earthworms exposed to a glyphosate-based herbicide (GBH) will retain their agricultural benefit. This study investigated the agricultural importance of surface casts produced by three earthworm species (Alma millsoni, Eudrilus eugeniae and Libyodrilus violaceus) exposed to a GBH on growth, fruit yield and quality of tomato (Lycopersicon esculentum). We sprayed 60 buckets (i.e 20 buckets/earthworm species) containing 20 adult earthworms of each species with 115.49 ml/m(2) of Roundup (R) Alphee (Exposed) while another 60 buckets with earthworm species were sprayed with water (Control). Surface casts produced by the earthworms were collected for 1st, 2nd, 4th, 6th and 8th week post herbicide application. Tomato planting experiment on soil treated with the casts, NPK fertilizer and normal soil were grouped into 32 treatments. Tomato growth performance, yield and quality were evaluated with standard methods. Only the tomatoes planted with the casts of the exposed earthworms were unable to set fruit. There was no significant difference (p < 0.05) in yields of tomatoes planted with the control casts of E. eugeniae and A. millsoni compared to those planted with fertilizer. Vitamin C and beta-carotene contents increased in fruits of tomatoes planted with control cast of A. millsoni while reductions were recorded in the fruits of tomatoes planted with the control casts of E. eugeniae and L. violaceus relative to those planted with fertilizer. Surface casts of earthworms exposed to GBH could not enhance tomato growth while casts produced by unexposed earthworms greatly improved the performance of tomato plant. (C) 2020 Elsevier Ltd. All rights reserved.",2020,250,,,10.1016/j.chemosphere.2020.126270
"Luaces, JP; Rossi, LF; Chirino, MG; Browne, M; Merani, MS; Mudry, MD","Genotoxic effects of Roundup Full II® on lymphocytes of Chaetophractus villosus (Xenarthra, Mammalia): In vitro studies",PLOS ONE,"In Argentina, Chaetophractus villosus has a wide distribution that overlaps with agricultural areas where soybean is the predominant crop. In such areas the pesticide Roundup Full II (R) (RU) is widely applied. The genotoxic effect of its active ingredient glyphosate (RU is 66.2% glyphosate) on the peripheral blood lymphocytes of C. villosus was tested over a range of concentrations (280, 420, 560, 1120 mu mol/L). Culture medium without glyphosate served as negative control, while medium containing mitomycin C served as positive control. Genetic damage was characterized in terms of the percentage of cells with chromosome aberrations (CA), the mean number of sister chromatid exchanges (SCE) per cell, and the modification of cell proliferation kinetics via the calculation of the replication index. Significant increases (p < 0.0001) were seen in the CA frequency and the mean number of SCEs per cell compared to negative controls at all the RU concentrations tested. Chromatid breaks, the only form of CA observed, under the 560 mu mol/L RU conditions and in presence of mitomycin C were four to five times more common than at lower concentrations, while no viable cells were seen in the 1120 mu mol/L treatment. The mean number of SCEs per cell was significantly higher under the 280 mu mol/L RU conditions than the 420 or 560 mu mol/L RU conditions; cells cultivated in the presence of MMC also showed significantly more SCEs. All the RU concentrations tested (except in the 1120 mu mol/L RU treatment [no viable cells]) induced a significant reduction in the replication index (p < 0.0001). The present results confirm the genotoxic effects of RU on C. villosus lymphocytes in vitro, strongly suggesting that exposure to RU could induce DNA damage in C. villosus wildlife.",2017,12,,,10.1371/journal.pone.0182911
"Panettieri, M; Lazaro, L; López-Garrido, R; Murillo, JM; Madejón, E",Glyphosate effect on soil biochemical properties under conservation tillage,SOIL & TILLAGE RESEARCH,"In conservation tillage (CT) the use of herbicides is often required. Glyphosate (C3H8NO5P, N-phosphonomethylglycine) is one of the most used herbicides. Since biochemical parameters are often used as soil quality indexes, the stimulation effects on these indexes induced by CT could be misinterpreted due to the required application of herbicide. The objective of this work was to establish the effect of glyphosate on soil biochemical parameters and how long did these effects last on a sandy clay loam Entisol in SW Spain under different tillages. To test the hypothesis that glyphosate could lead to an erroneous evaluation of biochemical parameters when different tillages are compared, two experiments were carried out in 2011: (i) the first one was conducted under incubation conditions; no-tillage (NT) and reduced tillage (RT) pots with and without herbicide addition were compared, after sunflower (Helianthus annus L.) sowing, during 101 days; (ii) in the second one, samples were directly collected from an experimental farm after wheat (Triticum aestivum L.) sowing; NT and RT soil samples where glyphosate was applied were compared for 60 days with plots under traditional tillage in the absence of glyphosate. Biochemical parameters such as water soluble carbon (WSC), microbial biomass carbon (MBC) and nitrogen (MBN), as well as dehydrogenase (DHA) and beta-glucosidase (beta-Glu) activities were analyzed in both experiments. Results showed that glyphosate acted as a source of organic carbon in both experiments, however, stimulation effects on MBC, MBN, DHA and beta-Glu were more evident and lasted longer for the incubated samples. In this experiment, the maximum values for MBC, MBN and DHA were registered between 18 and 37 days after application, while higher beta-Glu values under reduced tillage were still registered after 101 days. Those effects were less noticeable in the on-field experiment. Under our experimental conditions (Entisol, Mediterranean condition, rainfed agriculture, wheat-sunflower-fodder pea rotation), an interval of at least 30 days between glyphosate application and soil sampling should be adopted as a standard to avoid data misinterpretation. Differences in glyphosate metabolism are expected for different conditions and crops and should be evaluated case by case. (C) 2013 Elsevier B.V. All rights reserved.",2013,133,16,24,10.1016/j.still.2013.05.007
"Panizzi, S; Suciu, NA; Trevisan, M",Combined ecotoxicological risk assessment in the frame of European authorization of pesticides,SCIENCE OF THE TOTAL ENVIRONMENT,"Organisms are frequently exposed to mixtures of chemical contaminants in the environment, causing a potential cocktail effect, or combined effect The joint action of different molecules with similar or different modes of action could result in a potentially unlimited number of additives, synergistic or antagonistic combinations. Since the large number of contaminants makes it impossible to perform ecotoxicity tests for each potential mixture, a robust approach for prospective environmental risk assessment of chemical mixtures is needed. A number of recent publications by the European Commission and the authorities in charge prove the increasing interest that is spreading in the European community towards the topic of the assessment of chemical mixtures. The current EU regulation for Plant Protection Products authorization (Reg. 1107/2009 EC) explicitly requires the evaluation of the potential combined effects of active substances. We reviewed current methods and limitations of mixture assessment of pesticides (7 fungicides and 4 herbicides) through the analysis of the approaches adopted to investigate possible risks for different non-target organisms. The Concentration Addition (CA) approach was the most used approach to predict multiple toxicity to non-target organisms. The guidance for birds and mammals first introduced standard procedures to assess the multiple toxicity based on on CA concept The recent aquatic EFSA guidance introduced some requirements to evaluate potential mixture toxicity, while the current guidance requirements for terrestrial organisms still lack clear indications on how to conduct the assessment Moreover, new indications come from the draft guidance for the assessment of terrestrial plants and in-soil organisms. However, the approval and implementation of these new guidelines are still at a developmental stage. Some final considerations are drawn on the future possibilities to improve risk assessment procedures so as to identify harmful effects of pesticides mixtures on non-target organisms. (C) 2016 Elsevier B.V. All rights reserved.",2017,580,136,146,10.1016/j.scitotenv.2016.10.154
"Pankey, JH; Griffin, JL; Leonard, BR; Miller, DK; Downer, RG; Costello, RW",Glyphosate-insecticide combination effects on weed and insect control in cotton,WEED TECHNOLOGY,"Field studies were conducted to evaluate weed control with combinations of glyphosate at 750 g ae/ha and the insecticides acephate (370 g ai/ha), dicrotophos (370 g ai/ha), dimethoate (220 g ai/ha), fipronil (56 g ai/ha), imidacloprid (53 g ai/ha), lambda-cyhalothrin (37 g ai/ha), oxamyl (280 g ai/ha), or endosulfan (420 g ai/ha) and insect control with coapplication of the herbicide with insecticides acephate, dicrotophos, dimethoate, and imidacloprid. Applying lambda-cyhalothrin or fipronil with glyphosate reduced control of hemp sesbania by 19 and 9 percentage points, respectively, compared with glyphosate alone. Acephate, dicrotophos, dimethoate, imidacloprid, lambda-cyhalothrin, oxamyl, and endosulfan did not affect hemp sesbania, pitted morningglory, prickly sida, and redweed control by glyphosate. Lambda-cyhalothrin and fipronil did not affect glyphosate control of weeds other than hemp sesbania. Addition of glyphosate to dicrotophos improved cotton aphid control 4 d after treatment compared with dicrotophos alone. Thrips control was improved with addition of glyphosate to imidacloprid. Insect control was not reduced by glyphosate regardless of insecticide.",2004,18,698,703,10.1614/WT-03-153
"Panzacchi, S; Mandrioli, D; Manservisi, F; Bua, L; Falcioni, L; Spinaci, M; Galeati, G; Dinelli, G; Miglio, R; Mantovani, A; Lorenzetti, S; Hu, JZ; Chen, J; Perry, MJ; Landrigan, PJ; Belpoggi, F",The Ramazzini Institute 13-week study on glyphosate-based herbicides at human-equivalent dose in Sprague Dawley rats: study design and first in-life endpoints evaluation,ENVIRONMENTAL HEALTH,"Background: Glyphosate-based herbicides (GBHs) are the most widely used pesticides worldwide, and glyphosate is the active ingredient of such herbicides, including the formulation known as Roundup. The massive and increasing use of GBHs results in not only the global burden of occupational exposures, but also increased exposure to the general population. The current pilot study represents the first phase of a long-term investigation of GBHs that we are conducting over the next 5 years. In this paper, we present the study design, the first evaluation of in vivo parameters and the determination of glyphosate and its major metabolite aminomethylphosphonic acid (AMPA) in urine. Methods: We exposed Sprague-Dawley (SD) rats orally via drinking water to a dose of glyphosate equivalent to the United States Acceptable Daily Intake (US ADI) of 1.75 mg/kg bw/day, defined as the chronic Reference Dose (cRfD) determined by the US EPA, starting from prenatal life, i.e. gestational day (GD) 6 of their mothers. One cohort was continuously dosed until sexual maturity (6-week cohort) and another cohort was continuously dosed until adulthood (13-week cohort). Here we present data on general toxicity and urinary concentrations of glyphosate and its major metabolite AMPA. Results: Survival, body weight, food and water consumption of the animals were not affected by the treatment with either glyphosate or Roundup. The concentration of both glyphosate and AMPA detected in the urine of SD rats treated with glyphosate were comparable to that observed in animals treated with Roundup, with an increase in relation to the duration of treatment. The majority of glyphosate was excreted unchanged. Urinary levels of the parent compound, glyphosate, were around 100-fold higher than the level of its metabolite, AMPA. Conclusions: Glyphosate concentrations in urine showed that most part of the administered dose was excreted as unchanged parent compound upon glyphosate and Roundup exposure, with an increasing pattern of glyphosate excreted in urine in relation to the duration of treatment The adjuvants and the other substances present in Roundup did not seem to exert a major effect on the absorption and excretion of glyphosate. Our results demonstrate that urinary glyphosate is a more relevant marker of exposure than AMPA in the rodent model.",2018,17,,,10.1186/s12940-018-0393-y
"Paranjpe, DA; Medina, D; Nielsen, E; Cooper, RD; Paranjpe, SA; Sinervo, B",Does Thermal Ecology Influence Dynamics of Side-Blotched Lizards and Their Micro-Parasites?,INTEGRATIVE AND COMPARATIVE BIOLOGY,"Hosts and parasites form interacting populations that influence each other in multiple ways. Their dynamics can also be influenced by environmental and ecological factors. We studied host-parasite dynamics in a previously unexplored study system: side-blotched lizards and their micro-parasites. Compared with uninfected lizards, the infected lizards elected to bask at lower temperatures that were outside their range of preferred temperatures. Infected lizards also were not as precise as uninfected lizards in maintaining their body temperatures within a narrow range. At the ecological scale, areas with higher infection rates coincided with more thermally heterogeneous microhabitats as well as with the areas where lizards tended to live longer. Thermal heterogeneity of lizards' microhabitats may provide important clues to the spatial and temporal distribution of infections.",2014,54,108,117,10.1093/icb/icu069
