AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI
"Klátyik, S; Takács, E; Mörtl, M; Földi, A; Trábert, Z; Acs, É; Darvas, B; Székács, A",Dissipation of the herbicide active ingredient glyphosate in natural water samples in the presence of biofilms,INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY,"Dissipation of the herbicide active ingredient glyphosate was investigated in natural waters. To assess combined effects, glyphosate was applied in its pure form (glyphosate isopropylammonium salt) and in preparation Roundup Classic (R) formulated with polyethoxylated tallowamines (POEA). Standing and running surface water samples originated from Lake Balaton and River Danube between early May and mid-June of 2015. The kinetics of dissipation of glyphosate, measured by high-performance liquid chromatography combined with UV-VIS absorbance detection or tandem mass spectrometry, was investigated under laboratory conditions in aquaria with or without the presence of biofilms. The quantity and the biofilm structure of algal biomass were determined by in vivo fluorimetry and scanning electron microscopy. The presence of POEA affected the dissipation of glyphosate, and dissipation profiles differed in the investigated natural waters. Significantly higher initial concentrations of glyphosate were measured in River Danube for treatment with formulated glyphosate (101.4 +/- 6.2 mu g L-1), than with glyphosate alone (79.9 +/- 6.6 mu g L-1), and dissipation to a residual level (57.6 +/- 1.4 mu g L-1) consequently took longer (approximately by 1day). Degradation of glyphosate from the initial level (91.24 +/- 5.9 mu g L-1) in Lake Balaton was not detected. Phytotoxic effects of glyphosate, particularly if enhanced by a formulant on algal biomass, were observed. Thus, 5-18% and 11-33% of algal biomass reduction was determined in River Danube upon treatments with glyphosate and Roundup Classic (R), respectively. Corresponding biomass decreases in Lake Balaton were 1.3-13% and 9-14%, respectively, accompanied by an overall decay in the algal biofilms. In River Danube, treatments resulted in the occurrence of 1.4-5.8% of green algae in the algal biomass in 28days, while green algae were not detected in the untreated control. The results indicate that glyphosate is capable of modifying the structure of the algal community and to induce increased secretion of extracellular polymeric substances matrix in the biofilms assessed.",2017,97,901,921,10.1080/03067319.2017.1373770
"Knepper, TP; Berna, JL","Surfactants: properties, production, and environmental aspects",ANALYSIS AND FATE OF SURFACTANTS IN THE AQUATIC ENVIRONMENT,,2003,40,1,49,10.1016/S0166-526X(03)40004-4
"Lajmanovich, RC; Attademo, AM; Simoniello, MF; Poletta, GL; Junges, CM; Peltzer, PM; Grenón, P; Cabagna-Zenklusen, MC","Harmful Effects of the Dermal Intake of Commercial Formulations Containing Chlorpyrifos, 2,4-D, and Glyphosate on the Common Toad Rhinella arenarum (Anura: Bufonidae)",WATER AIR AND SOIL POLLUTION,"Amphibians have complex life cycles with aquatic and terrestrial life and uncovered skins; therefore, they are exposed to chemical contamination, where dermal exposure is a significant route for pesticide uptake in both habitats. In this study, measurements in blood samples such as levels of butyrylcholinesterase (BChE), carboxylesterase (CbE), glutathione S-transferases (GST), thiobarbituric acid reactive substances (TBARS), modified alkaline comet assay (ACA) for detection of oxidized bases (FPG and Endo III sites), as well as the ratio of heterophils and lymphocytes (H/L), were evaluated as non-destructive biomarkers to monitor dermal pesticide exposure in male toads of Rhinella arenarum. Toads were exposed to a solution containing a nominal concentration of commercial formulations of the insecticide chlorpyrifos (CPF, 10 mg/L), and herbicides 2,4-D and glyphosate (GLY) (20 mg/L, respectively). After 48 h of exposure, the levels of plasma B-sterases (BChE and CbE) were inhibited (55 and 43 %, respectively) in toads exposed to CPF. Also, the activity of GST was inducted for dermal exposure to 2,4-D, as well as the levels of TBARS due to CPF exposure. Besides this, CPF and 2,4-D exposure induced oxidative DNA damage, and the H/L ratio decreased for the both herbicide exposures. Our results showed that exposure via dermal uptake to CPF, 2,4-D, and GLY in the common toad R. arenarum induced neurotoxicity, oxidative stress, and immunological depression. Thus, some blood biomarkers employed in our study (B-esterases, GST, levels of TBARS, ACA, and H/L ratio) might be used as predictors in health and ecological risk assessment of amphibian populations exposed to OP insecticides and herbicides.",2015,226,,,10.1007/s11270-015-2695-9
"Lajmanovich, RC; Attademo, AM; Peltzer, PM; Junges, CM; Cabagna, MC",Toxicity of Four Herbicide Formulations with Glyphosate on Rhinella arenarum (Anura: Bufonidae) Tadpoles: B-esterases and Glutathione S-transferase Inhibitors,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"In this study, amphibian tadpoles Rhinella arenarum were exposed to different concentrations of Roundup Ultra-Max (ULT), Infosato (INF), Glifoglex, and C-K YUYOS FAV. Tadpoles were exposed to these commercial formulations with glyphosate (CF-GLY) at the following concentrations (acid equivalent [ae]): 0 (control), 1.85, 3.75, 7.5, 15, 30, 60, 120, and 240 mg ae/L for 6-48 h (short-term). Acetylcholinesterase (AChE), butyrylcholinesterase (BChE), carboxylesterase (CbE), and glutathione S-transferase (GST) activities were measured among tadpoles sampled from those treatments that displayed survival rates >85%. Forty-eight-hour LC50 for R. arenarum tadpoles exposed to CF-GLY in the static tests ranged from ULT = 2.42 to FAV = 77.52 mg ae/L. For all CF-GLY, the LC50 values stabilized at 24 h of exposure. Tadpoles exposed to all CF-GLY concentrations at 48 h showed decreases in the activities of AChE (control = 17.50 +/- 2.23 nmol/min/mg/protein; maximum inhibition INF 30 mg ae/L, 71.52%), BChE (control = 6.31 +/- 0.86 nmol/min/mg/protein; maximum inhibition INF 15 mg ae/L, 78.84%), CbE (control = 4.39 +/- 0.46 nmol/min/mg/protein; maximum inhibition INF 15 mg ae/L, 81.18%), and GST (control = 4.86 +/- 0.49 nmol/min/mg/protein; maximum inhibition INF 1.87 mg ae/L, 86.12%). These results indicate that CF-GLY produce a wide range of toxicities and that all enzymatic parameters tested may be good early indicators of herbicide contamination in R. arenarum tadpoles.",2011,60,681,689,10.1007/s00244-010-9578-2
"Lanzarin, G; Venancio, C; Felix, LM; Monteiro, S","Inflammatory, Oxidative Stress, and Apoptosis Effects in Zebrafish Larvae after Rapid Exposure to a Commercial Glyphosate Formulation",BIOMEDICINES,"Glyphosate-based herbicides (GBH) are the most used herbicides in the world, carrying potentially adverse consequences to the environment and non-target species due to their massive and inadequate use. This study aimed to evaluate the effects of acute exposure to a commercial formulation of glyphosate, Roundup(R) Flex (RF), at environmentally relevant and higher concentrations in zebrafish larvae through the assessment of the inflammatory, oxidative stress and cell death response. Transgenic Tg(mpxGFP)i114 and wild-type (WT) zebrafish larvae (72 h post-fertilisation) were exposed to 1, 5, and 10 mu g mL(-1) of RF (based on the active ingredient concentration) for 4 h 30 min. A concentration of 2.5 mu g mL(-1) CuSO4 was used as a positive control. Copper sulphate exposure showed effectiveness in enhancing the inflammatory profile by increasing the number of neutrophils, nitric oxide (NO) levels, reactive oxygen species (ROS), and cell death. None of the RF concentrations tested showed changes in the number of neutrophils and NO. However, the concentration of 10 mu g a.i. mL(-1) was able to induce an increase in ROS levels and cell death. The activity of antioxidant enzymes (superoxide dismutase (SOD), catalase (CAT), and glutathione peroxidase (GPx)), the biotransformation activity, the levels of reduced (GSH) and oxidised (GSSG) glutathione, lipid peroxidation (LPO), lactate dehydrogenase (LDH), and acetylcholinesterase (AChE) were similar among groups. Overall, the evidence may suggest toxicological effects are dependent on the concentration of RF, although at concentrations that are not routinely detected in the environment. Additional studies are needed to better understand the underlying molecular mechanisms of this formulation.",2021,9,,,10.3390/biomedicines9121784
"Lanzarin, GAB; Félix, LM; Fontaínhas-Fernandes, A; Monteiro, SM; Venâncio, C",Effects of Glyphosate or Glyphosate-Based Herbicide during the Zebrafish Life Cycle: A Review Addressing the Mechanisms of Toxicity,WATER,"Herbicides with glyphosate (GLY) as an active ingredient (a.i.) are increasingly used, and GLY is currently the most used herbicide in the world. Consequently, its residues have often been found in aquatic ecosystems. Investigating how this substance affects aquatic species is a priority in ecotoxicology research, especially in fish, as they can absorb and concentrate toxins. In this sense, a critical review was performed, synthesizing data from the peer-reviewed bibliography, reporting on the toxicity of exposure to pure GLY and glyphosate-based herbicides (GBHs), using zebrafish as an animal model. The concentrations of this herbicide that induced toxic effects are highly variable, with some exceeding the limits determined by regulatory agencies. Globally, relevant toxic effects have been reported in zebrafish, namely, teratogenic effects incompatible with life, which translates directly into an increase in reported zebrafish mortality. Neurotoxicity, genotoxicity, changes in energy metabolism and oxidative stress, and immune and hormonal system dysfunction with an impact on fish reproduction were also described. In conclusion, both GLY and GBHs may induce damage to zebrafish, compromising their survival, reproduction, and maintenance. These results may be valid and applied to other fish species and aquatic ecosystems.",2023,15,,,10.3390/w15122276
"Lares, BA; Vignatti, AM; Echaniz, SA; Gutiérrez, MF",Effects of glyphosate on cladocera: A synthetic review,AQUATIC TOXICOLOGY,"Glyphosate [N-(phosphonomethyl) glycine] is currently the most widely used herbicide worldwide. Its appli-cation in agricultural and urban areas can lead to the dispersion and arrival to aquatic systems causing envi-ronmental deterioration with detrimental effects on the inhabiting biota. This is triggered not only by the herbicide per se but also its metabolite aminomethyl-phosphonic acid (AMPA), which can be highly toxic to many aquatic organisms. Water fleas are some of the key components in aquatic food webs, being one of the most sensitive groups to pollutants. Although being often used in standardized toxicity tests, they are comparatively less studied in relation to glyphosate exposition. Here we examine the current scientific literature regarding the acute and sublethal toxicity of glyphosate in the Cladocera taxonomic group, with special comparisons between the active ingredient (A.I) and formulations. Our results document a high variation in the lethal concentrations reported for different cladoceran species, due to the high diversity of products used in the toxicity tests. Most articles accounting for sublethal effects were performed on the standard Daphnia magna species. Reproduction, including decreased fecundity and delayed age of first reproduction, is usually one of the most severely affected individual traits. Although still scarce, studies documenting metabolic and genetic alterations might provide accurate information on the mechanisms of action of the herbicide.",2022,249,,,10.1016/j.aquatox.2022.106232
"Le Du-Carrée, J; Cabon, J; Louboutin, L; Morin, T; Danion, M",Changes in defense capacity to infectious hematopoietic necrosis virus (IHNv) in rainbow trout intergenerationally exposed to glyphosate,FISH & SHELLFISH IMMUNOLOGY,"Glyphosate, the most widely used herbicide active substance worldwide, has raised many scientific, political and public debates in the context of its recent re-registration in the European Union, highlighting in particular a lack of data concerning its potential generational effects. In this study, we investigated the intergenerational toxicity of this active substance used alone or coformulated in glyphosate-based herbicides (GBHs) on the ability of rainbow trout (Oncorhynchus mykiss) to face a viral challenge. Juvenile trout from parents exposed for eight months to four different chemical exposure conditions (non-exposed control, pure glyphosate, Roundup Innovert (R), and Viaglif Jardin (R) were experimentally infected with the infectious hematopoietic necrosis virus (IHNv). Various enzymatic and hemato-immunological markers were assessed before and after the viral challenge. Chemical contamination with GBHs strongly modulated viral trout susceptibility. Pure glyphosate induced a cumulative mortality of 35.8%, comparable to the control (37.0%), which was significantly reduced with Roundup Innovert (R) (-9.9%) and increased (+14.8%) with Viaglif Jardin (R). No modification was observed for the biomarkers analysed for any conditions. These results demonstrate that the nature of the co-formulants associated to glyphosate in GHBs can modulate the susceptibility of fish to pathogens.",2022,122,67,70,10.1016/j.fsi.2021.12.021
"Le Du-Carrée, J; Cabon, J; Morin, T; Danion, M","Immunological and metabolic effects of acute sublethal exposure to glyphosate or glyphosate-based herbicides on juvenile rainbow trout, Oncorhynchus mykiss",SCIENCE OF THE TOTAL ENVIRONMENT,"Glyphosate is a commonly used agrochemical active substance co-formulated in glyphosate-based herbicides (GBHs) whose environmental safety is still a subject of debate in the European Union. We evaluated the effects of acute sublethal exposure to glyphosate on rainbow trout by measuring changes in their metabolic and hemato-immunologic functions and their ability to survive a viral challenge. Juvenile fish were exposed for 96 h to 500 mu g L-1 of glyphosate through the active substance alone or two GHBs, Roundup Innovert (R) and Viaglif Jardin (R), and fish were then infected with the infectious hematopoietic necrosis virus. Red and white blood cell counts (RBCC and WBCC), as well as several enzymatic activities (citrate synthase, CS; cytochrome-c oxidase, CCO; lactate dehydrogenase, LDH; glucose-6-phosphate dehydrogenase, G6PDH; acetylcholinesterase, AChE), were measured 96 h after chemical contamination (S1), and 96 h post-viral infection (S2). Mortality rates were monitored, and virus titers at the mortality peaks and seropositivity of the survivors were analyzed at 60 days post-viral infection (S3). Cumulative mortalities, viral titers, and seropositivity induced by virus infection were similar among conditions. Hematological analysis revealed significant increases of 30% for RBCC for Roundup at S1, and of 22% for WBCC at S2. No changes were observed in metabolic enzyme activities at S1. At S2, CCO and G6PDH activities were significantly higher than controls in all the chemically contaminated groups (+61 to 62% and +65 to 138%, respectively). LDH and AChE activities were increased for the Viaglif (p = 0.07; +55%) and for glyphosate and Roundup conditions (p < 0.05, +62 to 79%), respectively. Rainbow trout acutely exposed to glyphosate or GBHs presented no major physiological changes. Viral infection revealed disruptions. potentially modulated by co-formulants, of hematological and metabolic parameters, showing that it is essential to consider the stressful natural environment of fish in the chemical assessment. (C) 2021 Elsevier B.V. All rights reserved.",2021,784,,,10.1016/j.scitotenv.2021.147162
"Le Du-Carrée, J; Morin, T; Danion, M","Impact of chronic exposure of rainbow trout, Oncorhynchus mykiss, to low doses of glyphosate or glyphosate-based herbicides",AQUATIC TOXICOLOGY,"Glyphosate is an herbicidal active substance (AS) entering in the composition of a large diversity of pesticide products (glyphosate-based herbicides; GBH) used in modern intensive agriculture. This compound has a favorable environmental safety profile but was suspected to induce deleterious effects in aquatic organisms, with a potential effect of some associated co-formulants. This study aimed to assess the impact of direct and chronic exposure to glyphosate on the health status of rainbow trout, Oncorhynchus mykiss. A total of 36 genitors were exposed daily for 10 months to a dose of glyphosate representative of environmental concentrations (around 1 mu g L-1) using the AS alone or two GBHs formulations (i.e. Roundup Innovert (R) and Viaglif Larding) and findings were compared to an unexposed control group (n = 12). The effects of chemical exposure on the reproductive capacities, hemato-immunologic functions, energetic metabolism, oxidative stress and specific biomarkers of exposure were analyzed over a period of 4 months covering spawning. A limited mortality between 15% and 30% specific to the spawning occurred under all conditions. No differences were observed in reproduction parameters i.e. mean weights, relative fertility and fecundity. Red blood cell count, hematocrit index, mean corpuscular volume and white blood cell counts were similar for all the sampling dates. Significant changes were observed two months before spawning with a 70% decrease of the proportion of macrophages in trout exposed to Viaglif only and a reduction of 35% of the phagocytic activity in fish exposed to the two GBHs. Trends towards lower levels of expression of tumor necrosis factor-a (between 38% and 66%) were detected one month after the spawning for all contaminated conditions but without being statistically significant. Biomarkers of exposure, i.e. acetylcholine esterase and carbonic anhydrase activities, were not impacted and none of the chemical contaminants disturbed the oxidative stress or metabolism parameters measured. These results suggest that a 10 months exposure of rainbow trout to a concentration of 1 mu g L-1 of glyphosate administered using the pure active substance or two GBHs did not significantly modify their global health including during the spawning period. The immunological disturbances observed will need to be further explored because they could have a major impact in response to infectious stress.",2021,230,,,10.1016/j.aquatox.2020.105687
"Le, TH; Lim, ES; Lee, SK; Choi, YW; Kim, YH; Min, J","Effects of glyphosate and methidathion on the expression of the Dhb, Vtg, Arnt, CYP4 and CYP314 in Daphnia magna",CHEMOSPHERE,"In this study, the expression of five stress responsive genes was quantified and analyzed using a semi-quantitative RT-PCR to study the changes in their expression in Daphnia magna after exposure to known pesticides, glyphosate and methidathion. Hemoglobin (Dhb), which was used to show the effect of the oxygen level in the aquatic system, was significantly expressed in D. magna after exposure to glyphosate and methidathion. Additionally, aryl hydrocarbon receptor nuclear translocator (Arnt), a gene related to the metabolism of aryl hydrocarbons, had lower expression levels in D. magna than within the control. CYP4, which was used among cytochrome P450s (CYPs) to show the effects on the fatty acid and steroids metabolisms, was down-regulated in D. magna exposed to glyphosate. However, methidathion affected the expression of CYP314, which was used to show effects of ecdysis, not CYP4 in D. magna. Therefore. glyphosate and methidathion probably caused physiological effects with different patterns in D. magna, especially metabolisms related to CYPs. On the other hand, only vitellogenin (Vtg), which was responsive to the estrogenic potency, did not show any differences in D. magna after exposure to glyphosate or methidathion. Crown Copyright (C) 2009 Published by Elsevier Ltd. All rights reserved.",2010,79,67,71,10.1016/j.chemosphere.2009.12.067
"Lechinovski, L; Bados, M; Rosa, J; Moda, DB; Krawczyk, ACDB",Ecotoxicological effects of conventional herbicides and a natural herbicide on freshwater fish (Danio rerio),JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,"The contamination of aquatic environments has increased over time, affecting environmental integrity and human health. Herbicides represent a source of this contamination, and among the most commercialized are the triazines and glyphosate. In contrast, there are natural herbicides, which are less harmful to the environment. The aim of this study was to verify the ecotoxicological effects of the conventional herbicides (Atrazine and Glyphosate) and a natural herbicide on Zebrafish (Danio rerio). Fish were exposed for 72 h to different concentrations of conventional herbicides (1, 65, and 5,000 mu g L-1) and the natural herbicide (0.62, 1.25, and 2.5 mu g L-1) in aquaria (20 L). At end of the experiment, blood was collected from the fish, and slides were prepared to verify the frequency of nuclear abnormalities and micronuclei. A greater number of morphological nuclear alterations were recorded in the conventional herbicide treatments. In addition, significant differences were observed in the composition of abnormalities between treatments. Atrazine and Glyphosate can cause greater damage in D. rerio, demonstrating potential toxicity at all concentrations applied. The natural herbicide showed less mutagenic potential and was less harmful to fish. Thus, natural herbicides can be a better option for the preservation of the environment.",2022,57,812,820,10.1080/03601234.2022.2122664
"Lefrancq, M; Jadas-Hécart, A; La Jeunesse, I; Landry, D; Payraudeau, S",High frequency monitoring of pesticides in runoff water to improve understanding of their transport and environmental impacts,SCIENCE OF THE TOTAL ENVIRONMENT,"Rainfall-induced peaks in pesticide concentrations can occur rapidly. Low frequency sampling may therefore largely underestimate maximum pesticide concentrations and fluxes. Detailed storm-based sampling of pesticide concentrations in runoff water to better predict pesticide sources, transport pathways and toxicity within the headwater catchments is lacking. High frequency monitoring (2 min) of seven pesticides (Dimetomorph, Fluopicolide, Glyphosate, Iprovalicarb, Tebuconazole, Tetraconazole and Triadimenol) and one degradation product (AMPA) were assessed for 20 runoff events from 2009 to 2012 at the outlet of a vineyard catchment in the Layon catchment in France. The maximum pesticide concentrations were 387 mu g L-1. Samples from all of the runoff events exceeded the legal limit, of 0.1 mu g L-1 for at least one pesticide (European directive 2013/39/EC). High resolution sampling used to detect the peak pesticide levels revealed that Toxic Units (TU) for algae, invertebrates and fish often exceeded the European Uniform principles (25%). The point and average (time or discharge-weighted) concentrations indicated up to a 30- or 4-fold underestitnation of the TU obtained when measuring the maximum concentrations, respectively. This highlights the important role of sampling methods for assessing peak exposure. High resolution sampling combined with concentration-discharge hysteresis analyses revealed that clockwise responses were predominant (52%), indicating that Hortonian runoff is the prevailing surface runoff trigger mechanism in the study catchment. The hysteresis patterns for suspended solids and pesticides were highly dynamic and storm- and chemical-dependent Intense rainfall events induced stronger C-Qhysteresis (magnitude). This study provides new insights into the complexity of pesticide dynamics in runoff water and highlights the ability of hysteresis analysis to improve understanding of pesticide supply and transport. (C) 2017 Elsevier B.V. All rights reserved.",2017,587,75,86,10.1016/j.scitotenv.2017.02.022
"Meza-Joya, FL; Ramírez-Pinilla, MP; -Lorenzo, JLF","Toxic, cytotoxic, and genotoxic effects of a glyphosate formulation (Roundup®SL-Cosmoflux®411F) in the direct-developing frog Eleutherodactylus johnstonei",ENVIRONMENTAL AND MOLECULAR MUTAGENESIS,"The aerial spraying of glyphosate formulations in Colombia to eradicate illegal crops has generated great concern about its possible impact on nontarget organisms, particularly amphibians. This study evaluated the toxic, cytotoxic, and genotoxic effects of a glyphosate formulation (Roundup (R) SL-Cosmoflux (R) 411F) in the direct-developing frog Eleutherodactylus johnstonei by estimating the median lethal application rate (LC50), median hemolytic application rate (HD50), and extent of DNA damage using the in vitro and in vivo Comet assays. Toxicity results indicated that the application rate [37.4 mu g acid equivalent (a.e.)/cm2] equivalent to that used in aerial spraying (3.74 kg a.e./ha) is not lethal in male and female adult frogs, whereas neonates are highly sensitive. Glyphosate formulation at application rates above 5.4 mu g a.e./cm2 (in vivo) and concentrations above 95 mu g a.e./mL (in vitro) showed clear evidence of cytotoxicity. In vivo and in vitro exposure of E. johnstonei erythrocytes to the glyphosate formulation induced DNA breaks in a dose-dependent manner with statistically significant values (P<0.05) at all doses tested. DNA damage initially increased with the duration of exposure and then decreased, suggesting that DNA repair events were occurring during in vivo and in vitro exposures. These results are discussed from the perspective of possible ecotoxicological risks to anuran species from exposure to glyphosate formulation. Environ. Mol. Mutagen. 54:362-373, 2013. (c) 2013 Wiley Periodicals, Inc.",2013,54,362,373,10.1002/em.21775
"Martins, LKL; De Lima-Faria, JM; Guimaraes, LN; da Silva, VC; Moreira, PC; de Sabóia-Morais, SMT",Co-exposure of iron oxide nanoparticles and glyphosate-based herbicide promote liver toxicity in guppy (Poecilia reticulata): A histochemical and ultrastructural approach,ENVIRONMENTAL TOXICOLOGY,"Citrate functionalized iron oxide nanoparticles (IONPs) are employed for various purposes-including environmental remediation but the interaction of IONPs with aquatic contaminants is poorly understood. Among those, glyphosate-based herbicides are toxic and affect target organs such as the liver. Evaluations of livers of female Poecilia reticulata by exposures to IONPs at a concentration of 0.3 mg/L were performed with association to: (1) 0.65 mg of glyphosate per litter and (2) 1.3 mg of glyphosate per litter of Roundup Original, and (3) glyphosate P.A at 0.65 mg/L. These associations were carried out progressively, after 7, 14, and 21 days. We detected circulatory disturbances, inflammatory responses, activation of the immune system, regressive changes, and progressive responses with changes in the connective tissue and decreased glycogen reserve from days 14 to 21. Ultrastructural changes in the Disse space and microvilli of hepatocytes indicated decreased contact surface area. In general, the damage was time and concentration dependent, increasing from 7 to 14 days and tending to stabilize from 14 to 21 days. Therefore, herbicide-associated IONPs functioned as xenobiotics inducing intense cellular detoxification processes and activation of hepatic immune responses.",2022,37,2244,2258,10.1002/tox.23591
"Leveroni, FA; Caffetti, JD; Pastori, MC","Genotoxic response of blood, gill and liver cells of Piaractus mesopotamicus after an acute exposure to a glyphosate-based herbicide",CARYOLOGIA,"The use of pesticides may affect the aquatic ecosystem. Through soil, these contaminants are drained into rivers. In South America, glyphosate-base herbicides, such as Roundup, are widely used in agricultural activities. In this work, the genotoxic effects of Roundup Full II (R) were evaluated in blood, gill and liver cells of Piaractus mesopotamicus, species of great ecological and commercial value in South America. Previously, the lethal concentration 50 (LC50) for 96 h of exposure was determined, with a theoretical value of 8.92mgl(-1). Genotoxic analysis in cells of the three tissues was performed by the comet, micronuclei (MN) and nuclear abnormalities (NA) assays after 96 h exposing fish to a sub-lethal concentration of Roundup Full II (R) (2.75mgl(-1)). Comet assay results for the three tissues showed a significantly greater damage compared to the negative control and no statistical differences were observed between tissues responses. For MN and NA significantly higher frequencies were also demonstrated, indicating diverse kinds of damage like clastogenic events in the three tissues, with gills being the most sensitive one.",2017,70,21,28,10.1080/00087114.2016.1254454
"Levis, NA; Johnson, JR",Level of UV-B radiation influences the effects of glyphosate-based herbicide on the spotted salamander,ECOTOXICOLOGY,"Glyphosate-based herbicides are the number one pesticide in the United States and are used commonly around the world. Understanding the affects of glyphosate-based herbicides on non-target wildlife, for example amphibians, is critical for evaluation of regulations pertaining to the use of such herbicides. Additionally, it is important to understand how variation in biotic and abiotic environmental conditions, such as UV-B light regime, could potentially affect how glyphosate-based herbicides interact with non-target species. This study used artificial pond mesocosms to identify the effects of generic glyphosate-based herbicide (GLY-4 Plus) on mortality, cellular immune response, body size, and morphological plasticity of larvae of the spotted salamander (Ambystoma maculatum) under conditions that reflect moderate (UVM) and low (UVL) UV-B light regimes. Survival within a given UV-B level was unaffected by herbicide presence or absence. However, when herbicide was present, survival varied between UV-B levels with higher survival in UVM conditions. Herbicide presence in the UVM treatments also decreased body size and reduced cellular immune response. In the UVL treatments, the presence of herbicide increased body size and affected tail morphology. Finally, in the absence of herbicide, body size and cellular immune response were higher in UVM treatments compared to UVL treatments. Thus, the effects of herbicide on salamander fitness were dependent on UV-B level. As anthropogenic habitat modifications continue to alter landscapes that contain amphibian breeding ponds, salamanders may increasingly find themselves in locations with reduced canopy cover and increased levels of UV light. Our findings suggest that the probability of surviving exposure to the glyphosate-based herbicide used in this study may be elevated in more open canopy ponds, but the effects on other components of fitness may be varied and unexpected.",2015,24,1073,1086,10.1007/s10646-015-1448-2
"Lewis, KA; Tzilivakis, J; Warner, DJ; Green, A",An international database for pesticide risk assessments and management,HUMAN AND ECOLOGICAL RISK ASSESSMENT,"Despite a changing world in terms of data sharing, availability, and transparency, there are still major resource issues associated with collating datasets that will satisfy the requirements of comprehensive pesticide risk assessments, especially those undertaken at a regional or national scale. In 1996, a long-term project was initiated to begin collating and formatting pesticide data to eventually create a free-to-all repository of data that would provide a comprehensive transparent, harmonized, and managed extensive dataset for all types of pesticide risk assessments. Over the last 20years, this database has been keeping pace with improving risk assessments, their associated data requirements, and the needs and expectations of database end users. In 2007, the Pesticide Properties DataBase (PPDB) was launched as a free-to-access website. Currently, the PPDB holds data for almost 2300 pesticide active substances and over 700 metabolites. For each substance around 300 parameters are stored, covering human health, environmental quality, and biodiversity risk assessments. With the approach of the twentieth anniversary of the database, this article seeks to elucidate the current data model, data sources, its validation, and quality control processes and describes a number of existing risk assessment applications that depend upon it.",2016,22,1050,1064,10.1080/10807039.2015.1133242
"Lima, IS; Baumeier, NC; Rosa, RT; Campelo, PMS; Rosa, EAR",Influence of glyphosate in planktonic and biofilm growth of Pseudomonas aeruginosa,BRAZILIAN JOURNAL OF MICROBIOLOGY,"This study evaluated the impact of different concentrations of glyphosate (Rondup (R)) on planktonic and biofilm growth of P. aeruginosa. Aerobic and anaerobic cultures of P. aeruginosa ATCC (R) 15442 inoculated in MHB+ glyphosate (0.845 ppm, 1.690 ppm, 8.45 ppm, 16.90 ppm, 84.50 ppm, 169 ppm, 845 ppm, and 1690 ppm) and cultured in normoxia and anoxia, following their OD560nm every hour for 24 h. Biofilms of adapted cells were formed in the presence of glyphosate (0.845 to 1690 ppm) in normoxia and anoxia for 36 h. Glyphosate at concentrations higher than 84.5 ppm reduces the cell density of planktonic aerobic cultures (p < 0.05). However, these same concentrations favor the planktonic anaerobic growth (p < 0.05). On the other hand, the herbicide favors a slight growth of biofilms in a concentration-dependent manner up to 84.5 ppm (p > 0.05), and more pronounced over 169 ppm. Anaerobic biofilms have their growth more readily favored (p < 0.05), regardless of concentration. In a concentration-dependent manner, glyphosate interferes with the growth ability of P. aeruginosa ATCC (R) 15442.",2014,45,971,975,10.1590/S1517-83822014000300029
"Lipok, J; Studnik, H; Gruyaert, S",The toxicity of Roundup® 360 SL formulation and its main constituents: Glyphosate and isopropylamine towards non-target water photoautotrophs,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,"The toxicity of commercial formulation of Roundup (R) 360 SL, widely used, nonselective herbicide and its main constituents, glyphosate (PMG), equimolar (1:1) isopropylamine salt of glyphosate (GIPA) and isopropylamine (IPA) was examined towards eight aquatic microphotoautotrophs; seven cyanobacterial strains representing either saline or freshwater communities, and common eukaryotic algae Chlorella vulgaris Beijerinck. Autotrophs were cultured 21 days in their appropriate standard media supplemented with various amounts of Roundup (R), glyphosate, GIPA and IPA. The determination of the growth of examined photoautotrophs was performed by time-course measurements of total chlorophyll content in experimental cultures. The growth rates related to corresponding concentrations of chemicals, the EC50 values and generation doubling time were determined in order to present the toxicity Roundup (R) 360 SL formulation and its main constituents. Market available formulation of Roundup (R) was found to possess toxicity significantly higher than this, attributed to its main constituents; however both these compounds, isopropylamine and glyphosate, also inhibited the growth of examined strains in a dose-dependent manner. Notably, the interpretation of toxicity of the examined substances was found to be significantly dependent on the method of EC50 calculation. The choice of molar or weight concentration of substances tested separately and in specific formulation was found to be essential in this matter. Due to these findings the EC50 values were calculated based either on molar or on weight concentrations. Considering Roundup (R) 360 SL formulation, these values ranged from 10(-3) up to 10(-1) mM and they were one order of magnitude lower than those found for isopropylamine. Quite surprisingly the minimum EC50 values found for glyphosate did not reach micromolar concentrations, whereas most of the EC50 values revealed to IPA did not exceed this range. Notably, in all the cases except for Synechocystis aquatilis Sauvageau, isopropylamine alone was indicated as more toxic than glyphosate. (C) 2010 Elsevier Inc. All rights reserved.",2010,73,1681,1688,10.1016/j.ecoenv.2010.08.017
