AUTHORS,TITLE,YEAR,JOURNAL,VOLUME,LPAGES,UPAGES,DOI,ABSTRACT
Deadman M.L.,"Sources of pesticide residues in food: Toxicity, exposure, and risk associated with use at the farm level",2017,"Pesticide Residue in Foods: Sources, Management, and Control",,7,35,10.1007/978-3-319-52683-6_2,[No abstract available]
Vidal T.; Pereira J.L.; Abrantes N.; Soares A.M.V.M.; Gonçalves F.,Reproductive and developmental toxicity of the herbicide Betanal® Expert and corresponding active ingredients to Daphnia spp,2016,Environmental Science and Pollution Research,23,13276,13287,10.1007/s11356-016-6492-9,"The commercial herbicide formulation Betanal® Expert and its active ingredients (a.i.s) ethofumesate, phenmedipham and desmedipham were focused in this study. Following questions yielding from a previous study, an in-depth analysis of the reproductive toxicity of the pesticide was made. Long-term exposures of Daphnia magna and Daphnia longispina to Betanal® Expert, to each a.i. and to a customised mixture matching the a.i.s ratio within the commercial formulation were carried out, and deleterious effects in the offspring were recorded. This intended to clarify whether (1) the tested compounds induce reproductive injury; (2) there is interspecific variation in daphnids tolerance to the compounds; (3) there is an interaction between chemicals in combined treatments; and (4) the so-called inert ingredients added to the commercial formulation contribute to the toxicity of the herbicide. Generally, developmental impair was observed in both species (egg abortion and release of undeveloped embryos or dead offspring) at concentrations of any of the a.i.s below 1 mg L−1. Ethofumesate was invariably the least toxic pesticide, and D. magna tended to be of slightly higher sensitivity to the exposures compared to D. longispina. Joint exposures indicated that the a.i.s can interact, inducing more than and less than additive effects for Betanal® Expert and the customised a.i. mixture, respectively. This indicates that inert ingredients co-formulating the commercial pesticide (which are absent from the customised a.i. mixture) actually contribute to its overall toxicity. This study constitutes an add-on to the discussion on the ecotoxicological framework required for authorisation of pesticide trade and usage. The results support the need to consider test species, long-term hazardous potential and toxicity of commercial formulations rather than solely that of active ingredients, as relevant variables in pesticide regulation. © 2016, Springer-Verlag Berlin Heidelberg."
Kroon F.J.; Hook S.E.; Jones D.; Metcalfe S.; Henderson B.; Smith R.; Warne M.S.J.; Turner R.D.; McKeown A.; Westcott D.A.,Altered transcription levels of endocrine associated genes in two fisheries species collected from the Great Barrier Reef catchment and lagoon,2015,Marine Environmental Research,104,51,61,10.1016/j.marenvres.2015.01.002,"The Great Barrier Reef (GBR) is chronically exposed to agricultural run-off containing pesticides, many of which are known endocrine disrupting chemicals (EDCs). Here, we measure mRNA transcript abundance of two EDC biomarkers in wild populations of barramundi (. Lates calcarifer) and coral trout (. Plectropomus leopardus and Plectropomus maculatus). Transcription levels of liver vitellogenin (. vtg) differed significantly in both species amongst sites with different exposures to agricultural run-off; brain aromatase (. cyp19a1b) revealed some differences for barramundi only. Exposure to run-off from sugarcane that contains pesticides is a likely pathway given (i) significant associations between barramundi vtg transcription levels, catchment sugarcane land use, and river pesticide concentrations, and (ii) consistency between patterns of coral trout vtg transcription levels and pesticide distribution in the GBR lagoon. Given the potential consequences of such exposure for reproductive fitness and population dynamics, these results are cause for concern for the sustainability of fisheries resources downstream from agricultural land uses. © 2015."
Šefčíková Z.; Babeľová J.; Čikoš Š.; Kovaříková V.; Burkuš J.; Špirková A.; Koppel J.; Fabian D.,Fipronil causes toxicity in mouse preimplantation embryos,2018,Toxicology,410,214,221,10.1016/j.tox.2018.08.008,"In this study the possible toxicity of phenylpyrazole fipronil, the related commercial product FIPRON spot-on as well as FIPRON spot-on secondary ingredients on the developmental capacities and quality of mouse preimplantation embryos was evaluated. During in vitro tests, isolated two-cell stage embryos were cultured in media with addition of the listed chemicals until blastocyst formation. Stereomicroscopic evaluation of in vitro produced embryos showed that fipronil at 1 μM and higher concentration negatively affected embryonic development. Fluorescence staining revealed that the obtained blastocysts displayed lower numbers of blastomeres at 10 μM concentrations and elevated incidence of cell death from 1 μM concentration. The presence of FIPRON spot-on at a concentration equivalent to 10 μM of fipronil caused massive degeneration of all embryos. Secondary ingredients (butylhydroxyanisolum, butylhydroxytoluenum) at corresponding concentrations negatively impacted the development and quality of preimplantation embryos as well. During in vivo tests (daily oral administration of fipronil during the preimplantation period) in embryos collected from treated mouse females, significantly elevated incidence of cell death was observed even at the acute reference dose. Fipronil impaired the development and quality of mouse preimplantation embryos in both in vitro and in vivo tests. Embryotoxicity of the commercial product FIPRON spot-on was potentiated by the presence of secondary ingredients. © 2018 Elsevier B.V."
Baier F.; Gruber E.; Hein T.; Bondar-Kunze E.; Ivanković M.; Mentler A.; Brühl C.A.; Spangl B.; Zaller J.G.,"Non-target effects of a glyphosate-based herbicide on Common toad larvae (Bufo bufo, Amphibia) and associated algae are altered by temperature",2016,PeerJ,2016,,,10.7717/peerj.2641,"Background Glyphosate-based herbicides are the most widely used pesticides in agriculture, horticulture, municipalities and private gardens that can potentially contaminate nearby water bodies inhabited by amphibians and algae. Moreover, the development and diversity of these aquatic organisms could also be affected by human-induced climate change that might lead to more periods with extreme temperatures. However, to what extent non-target effects of these herbicides on amphibians or algae are altered by varying temperature is not well known. Methods We studied effects of five concentrations of the glyphosate-based herbicide formulation Roundup PowerFlex (0, 1.5, 3, 4 mg acid equivalent glyphosate L-1 as a one time addition and a pulse treatment of totally 4 mg a.e. glyphosate L-1) on larval development of Common toads (Bufo bufo, L.; Amphibia: Anura) and associated algae communities under two temperature regimes (15 vs. 20 °C). Results Herbicide contamination reduced tail growth (-8%), induced the occurrence of tail deformations (i.e. lacerated or crooked tails) and reduced algae diversity (-6%). Higher water temperature increased tadpole growth (tail and body length (tl/bl) +66%, length-to-width ratio +4%) and decreased algae diversity (-21%). No clear relation between herbicide concentrations and tadpole growth or algae density or diversity was observed. Interactive effects of herbicides and temperature affected growth parameters, tail deformation and tadpole mortality indicating that the herbicide effects are temperature-dependent. Remarkably, herbicide-temperature interactions resulted in deformed tails in 34% of all herbicide treated tadpoles at 15 °C whereas no tail deformations were observed for the herbicide-free control at 15 °C or any tadpole at 20 °C; herbicide-induced mortality was higher at 15 °C but lower at 20 °C. Discussion These herbicide- and temperature-induced changes may have decided effects on ecological interactions in freshwater ecosystems. Although no clear dose-response effect was seen, the presence of glyphosate was decisive for an effect, suggesting that the lowest observed effect concentration (LOEC) in our study was 1.5 mg a.e. glyphosate L-1 water. Overall, our findings also question the relevance of pesticide risk assessments conducted at standard temperatures. © 2016 Baier et al."
Mansano A.S.; Moreira R.A.; Dornfeld H.C.; Freitas E.C.; Vieira E.M.; Daam M.A.; Rocha O.; Seleghim M.H.R.,Individual and mixture toxicity of carbofuran and diuron to the protozoan Paramecium caudatum and the cladoceran Ceriodaphnia silvestrii,2020,Ecotoxicology and Environmental Safety,201,,,10.1016/j.ecoenv.2020.110829,"The toxicity of the insecticide carbofuran and herbicide diuron (individually and in mixture) to the invertebrates Paramecium caudatum and Ceriodaphnia silvestrii was evaluated. Acute and chronic toxicity tests were carried out with the diuron and carbofuran active ingredients and their commercial products, Diuron Nortox® 500 SC and Furadan® 350 SC, respectively. Individual toxicity tests showed that C. silvestrii was more sensitive to both carbofuran and diuron than P. caudatum. In single exposures, both pesticides caused adverse effects to C. silvestrii in environmentally relevant concentrations (48 h EC50 = 0.001 mg L−1 and 8 d LOEC = 0.00038 mg L−1 for formulated carbofuran; 8 d LOEC < 0.05 mg L−1 for formulated diuron). For P. caudatum, carbofuran and diuron in single exposures were only slightly toxic (24 h IC50 = 5.1 mg L−1 and 6.9 mg L−1 for formulated carbofuran and diuron, respectively). Acute and chronic exposures to diuron and carbofuran mixtures caused significant deviations of the toxicity predicted by the Concentration Addition and Independent Action reference models for both test species. For the protozoan P. caudatum, a dose-dependent deviation was verified for mortality, with synergism caused mainly by carbofuran and antagonism caused mainly by diuron. For protozoan population growth, however, an antagonistic deviation was observed when the active ingredient mixtures were tested. In the case of C. silvestrii, antagonism at low concentrations and synergism at high concentrations were revealed after acute exposure to active ingredient mixtures, whereas for reproduction an antagonistic deviation was found. Commercial formulation mixtures presented significantly higher toxicity than the active ingredient mixtures. Our results showed that carbofuran and diuron interact and cause different toxic responses than those predicted by the individually tested compounds. Their mixture toxicity should therefore be considered in risk assessments as these pesticides are likely to be present simultaneously in edge-of-field waterbodies. © 2020 Elsevier Inc."
Janssens L.; Stoks R.,Stronger effects of Roundup than its active ingredient glyphosate in damselfly larvae,2017,Aquatic Toxicology,193,210,216,10.1016/j.aquatox.2017.10.028,"Pesticides are causing strong decreases in aquatic biodiversity at concentrations assumed safe by legislation. One reason for the failing risk assessment may be strong differences in the toxicity of the active ingredient of pesticides and their commercial formulations. Sublethal effects, especially those on behaviour, have been largely ignored in this context, yet can be equally important as lethal effects at the population and ecosystem levels. Here, we compared the toxicity of the herbicide Roundup and its active ingredient glyphosate on survival, but also on ecologically relevant sublethal traits (life history, behaviour and physiology) in damselfly larvae. Roundup was more toxic than glyphosate with negative effects on survival, behaviour and most of the physiological traits being present at lower concentrations (food intake, escape swimming speed) or even only present (survival, sugar and total energy content and muscle mass) following Roundup exposure. This confirms the toxicity of the surfactant POEA. Notably, also glyphosate was not harmless: a realistic concentration of 2 mg/l resulted in reduced growth rate, escape swimming speed and fat content. Our results therefore indicate that the toxicity of Roundup cannot be fully attributed to its surfactant, thereby suggesting that also the new generation of glyphosate-based herbicides with other mixtures of surfactants likely will have adverse effects on non-target aquatic organisms. Ecotoxicological studies comparing the toxicity of active ingredients and their commercial formulations typically ignore behaviour while the here observed differential effects on behaviour likely will negatively impact damselfly populations. Our data highlight that risk assessment of pesticides ignoring sublethal effects may contribute to the negative effects of pesticides on aquatic biodiversity. © 2017 Elsevier B.V."
de Almeida L.L.; Teixeira Á.A.C.; Bezerra N.S.; Wanderley-Teixeira V.,Protective effect of melatonin on poisoning by herbicides; [Efeito protetor da melatonina sobre intoxicações por herbicidas],2016,Pesquisa Veterinaria Brasileira,36,174,180,10.1590/S0100-736X2016000300005,"The inadequate use of herbicides may cause serious and sometimes chronic poisoning due to long exposure to low levels of toxic agents. Herbicides may also be teratogenic, mutagenic, cancerigenous agents and endocrine disruptors, with the occurrence of neurodegenerative diseases and reproduction disorders. Several studies have shown that melatonin has antioxidant, anti-inflammatory and immune-modulating qualities, besides affecting the reproduction system. It is among the agents which are beneficent in poisoning by herbicides even though no reports are extant on the use of melatonin against poisoning by Glyphosate-Roundup® alone or associated with Paraquat. Solutions that prevent or minimize cell lesions caused by several biological systems have been focused upon in the treatment for poisoning with herbicides. Thus, melatonin, a known antioxidant, may be an alternative against the poisoning by single or associated herbicides."
Pansa M.G.; Blandino M.; Ingegno B.L.; Ferrari E.; Reyneri A.; Tavella L.,Toxicity and persistence of three pyrethroids for the control of cereal bugs on common wheat,2015,Journal of Pest Science,88,201,208,10.1007/s10340-014-0572-8,"Sunn pests are responsible for serious kernel damage on wheat (Triticum aestivum L., Poaceae), affecting bread-making quality from their feeding at the late milk-ripe stage. In this study the toxicity of three pyrethroids usually applied to this crop (λ-cyhalothrin, α-cypermethrin, τ-fluvalinate) was evaluated on two bug species, the wheat bug Eurygaster maura (L.) and the green stink bug Nezara viridula (L.) in both laboratory and semi-field conditions, to implement an effective and sustainable control strategy. Laboratory trials showed small differences between the insecticides, whereas field cage trials gave more information on toxicity and persistence of the three pyrethroids. The most toxic and with good persistence on plants was α-cypermethrin, followed by λ-cyhalothrin, which had an intermediate persistence. By contrast, τ-fluvalinate showed a high persistence on plants, but seemed unsuited for wheat bug control because of its low toxicity, as clearly demonstrated in both laboratory and semi-field trials. The results provide clear information on the application strategy of the tested pyrethroids. In this context, α-cypermethrin proved to be the most promising active ingredient for wheat bug control, particularly for early application of the insecticide in a mixture with a fungicide at the wheat heading stage, eliminating the need for a separate additional treatment by the farmer. © 2014, Springer-Verlag Berlin Heidelberg."
Fine J.D.; Mullin C.A.,Metabolism of N-Methyl-2-Pyrrolidone in Honey Bee Adults and Larvae: Exploring Age Related Differences in Toxic Effects,2017,Environmental Science and Technology,51,11412,11422,10.1021/acs.est.7b03291,"In chronic feeding assays, the common agrochemical inert formulant N-methyl-2-pyrrolidone (NMP) is at least 20 times more toxic to honey bee larvae than to adults, but the underlying cause of this difference is unknown. In other taxa, NMP is primarily detoxified via a cytochrome P450 mediated pathway. Using a LC-MS method, putative cytochrome P450 metabolites of NMP were identified and quantified in adults and larvae following chronic exposure to NMP. Major differences in the identities and quantities of the generated metabolites were observed between adults and larvae. One major difference was the higher percentage of the administered NMP recovered as the parent compound in larvae compared to adults. To further explore the apparent difference in metabolic capacity, a spectrofluorometric method was used to compare general cytochrome P450 enzyme activity by monitoring the transformation of a 7-ethoxycoumarin substrate. Higher microsomal levels of 7-ethoxycoumarin-O-deethylase activity in adult fat bodies suggests that the higher percentage of unmetabolized NMP in larvae relative to adults may be due to lower cytochrome P450 enzyme activity in fat bodies. Taken together, these results suggest that larvae may be less able to detoxify xenobiotics encountered in diet than adults, and these findings will help inform future risk assessment. © 2017 American Chemical Society."
Montassir L.; Berrebaan I.; Ennaji M.M.; Bessi H.,Acute and repro-toxicity assessment of technical grade and commercial formulation of malathion on Daphnia magna,2019,Research Journal of Chemistry and Environment,23,105,113,,"                             Acute and repro-toxicity of technical grade (98.7%) and commercial malathion formulation (50%) (Malyphos 50) were investigated on freshwater cladoceran Daphnia magna. 24 h and 48 h-EC50 values were 2.7 ± 0.365 µg L                             -1                              and 2.35 ± 0.493 µg L                             -1                              respectively for technical grade. For commercial malathion formulation, 24 h and 48 h-EC50 values were 0.3525 ± 0.017 µg L                             -1                              and 0.3075 ± 0.0125 µg L                             -1                              respectively. After 21 days of exposure, significant effects on survival were recorded at malathion concentration 0.456 and 0.123 µg L                             -1                              respectively for technical grade and commercial formulation. The NOEC for number of neonates was recorded at 0.058 and 0.025 µg L                             -1                              respectively for technical grade and commercial formulation. These values indicated high toxicity of commercial malathion formulation compared to technical grade.                          © 2019 World Research Association. All rights reserved."
Freydier L.; Lundgren J.G.,"Unintended effects of the herbicides 2,4-D and dicamba on lady beetles",2016,Ecotoxicology,25,1270,1277,10.1007/s10646-016-1680-4,"Weed resistance to glyphosate and development of new GM crops tolerant to 2,4-dichlorophenoxyacetic acid (2,4-D) and dicamba is expected to lead to increased use of these herbicides in cropland. The lady beetle, Coleomegilla maculata is an important beneficial insect in cropland that is commonly used as an indicator species in safety evaluations of pesticides. Here, we examined the lethal and non-lethal effects of 2,4-D and dicamba active ingredients and commercial formulations to this lady beetle species, and tested for synergistic effects of the herbicides. Second instars of lady beetles were exposed to an experimental treatment, and their mortality, development, weight, sex ratio, fecundity, and mobility was evaluated. Using similar methods, a dose–response study was conducted on 2,4-D with and without dicamba. The commercial formulation of 2,4-D was highly lethal to lady beetle larvae; the LC90 of this herbicide was 13 % of the label rate. In this case, the “inactive” ingredients were a key driver of the toxicity. Dicamba active ingredient significantly increased lady beetle mortality and reduced their body weight. The commercial formulations of both herbicides reduced the proportion of males in the lady beetle population. The herbicides when used together did not act synergistically in their toxicity toward lady beetles versus when the chemistries were used independently. Our work shows that herbicide formulations can cause both lethal and sublethal effects on non-target, beneficial insects, and these effects are sometimes driven by the “inactive” ingredients. The field-level implications of shifts in weed management practices on insect management programs should receive further attention. © 2016, Springer Science+Business Media New York."
Beloti V.H.; Alves G.R.; Moral R.A.; Demétrio C.G.B.; Yamamoto P.T.,Acute Toxicity of Fresh and Aged Residues of Pesticides to the Parasitoid Tamarixia radiata and to the HLB-Bacteria Vector Diaphorina citri,2018,Neotropical Entomology,47,403,411,10.1007/s13744-017-0575-2,"One method for controlling the Asian citrus psyllid (ACP) Diaphorina citri Kuwayama, the vector of the putative causal agent of Huanglongbing, uses the parasitoid Tamarixia radiata (Waterston). However, the general intensive use of insecticides has reduced the numbers of this parasitoid. This study evaluated the effect of the residual action of 24 insecticides on T. radiata and also determined the differential toxicity of insecticides to D. citri and T. radiata, using three bioassays. In the first, when adults of the parasitoid were exposed to residues of the 24 insecticides, ten were considered short-life (class 1), six slightly persistent (class 2), five moderately persistent (class 3), and three insecticides were considered persistent (class 4), under the IOBC/WPRS classification system. The second bioassay evaluated the sublethal concentrations of the persistent insecticides (formetanate, dimethoate, spinosad). Increasing the concentrations of the insecticides increased the number that were classified as persistent. In the third bioassay, evaluation of the differential toxicity of eight insecticides to the ACP and the parasitoid showed that chlorpyrifos and bifenthrin were more harmful to T. radiata. Therefore, these two insecticides are not recommended for application at the time of parasitoid release. Cypermethrin, imidacloprid, and dimethoate caused higher mortality of D. citri and are most often recommended in IPM programs. The choice of an insecticide for the control of citrus pests must be made with care, aiming to preserve the natural enemies in the ecosystem, and thereby contribute to the success of biological control. © 2017, Sociedade Entomológica do Brasil."
Slattery M.; Harper B.; Harper S.,Pesticide encapsulation at the nanoscale drives changes to the hydrophobic partitioning and toxicity of an active ingredient,2019,Nanomaterials,9,,,10.3390/nano9010081,"Given the costs associated with designing novel active ingredients, new formulations focus on the use of other ingredients to modify existing formulations. Nanosized encapsulated pesticides offer a variety of enhanced features including controlled release and improved efficacy. Despite the presence of nanosized capsules in current-use pesticide formulations, the analytical and toxicological implications of encapsulation are uncertain. To explore this issue quantitatively, we fractionated the capsules of a commercially available encapsulated insecticide formulation (γ-cyhalothrin active ingredient) into two size ranges: a large fraction (LF), with an average hydrodynamic diameter (HDD) of 758 nm, and a small fraction (SF), with an average HDD of 449 nm. We developed a novel extraction method demonstrating a time-dependent inhibition of γ-cyhalothrin from capsules for up to 48 h. An acute immobilization test with a freshwater macroinvertebrate (Ceriodaphnia dubia) revealed that the SF was significantly more toxic than both the LF and the free γ-cyhalothrin treatment (EC50 = 0.18 µg/L, 0.57 µg/L, and 0.65 µg/L, respectively). These findings highlight that encapsulation of γ-cyhalothrin mitigates hydrophobic partitioning in a time-dependent manner and influences toxicity in a size-dependent manner. Recognizing the analytical and toxicological nuances of various nanosized capsules can contribute to innovation in pesticide formulations and may lead to more comprehensive pesticide regulation. © 2019 by the authors. Licensee MDPI, Basel, Switzerland."
Nagy K.; Duca R.C.; Lovas S.; Creta M.; Scheepers P.T.J.; Godderis L.; Ádám B.,Systematic review of comparative studies assessing the toxicity of pesticide active ingredients and their product formulations,2020,Environmental Research,181,,,10.1016/j.envres.2019.108926,"Humans are exposed to complex chemical mixtures, such as pesticides. Although the need for the assessment of health and environmental hazards deriving from the interactions between various substances found in commercial pesticide formulations is becoming increasingly recognized, the approval of pesticide products is still mostly limited to determining the toxicity of the individual ingredients ignoring the possible combined effects in mixtures. The objective of this study was to systematically review the literature of in vitro and in vivo studies that simultaneously examine the toxicity of pesticide product formulations and their declared active ingredients to compare their toxicity to human health and to the environment. Two electronic databases were searched for studies that assessed the health effects of active pesticide ingredients and their product formulations. The literature search was performed with a combination of the following terms: “pesticide”, “formulation”, “commercial product”, “commercial pesticide” and “health”. After screening by predefined inclusion and exclusion criteria, quality and reliability assessment of eligible publications was conducted by use of the ToxRTool. Two investigators independently screened the identified publications and extracted results from eligible studies. Our search yielded 36 toxicity studies; 23 studies investigated herbicides, 15 examined insecticides and 4 focused on fungicides. Twenty-four studies reported increased toxicity of the product formulations versus their active ingredients, which, in most cases, were attributed to the presence of adjuvants in the formulations. A significant number (n = 10) of studies focused on the comparative testing of glyphosate and glyphosate-based herbicides, and six of them concluded that Roundup, the dominant product formulation of glyphosate, is more toxic than the active ingredient alone. We identified only 8 studies demonstrating reduced toxicity of product formulations in relation to the active ingredient that might be due to a potential antagonistic effect between the constituents. The results of this review demonstrate the inadequacy of current EU testing requirements for assessing the health hazards of pesticide product formulations based mainly on the evaluation of the individual ingredients and of at least one representative use and formulation. Ignoring the possible risks deriving from the interaction between the active and other ingredients of various commercial pesticide product formulations might result in the misinterpretation of its toxicological profile. At EU level efforts are currently made to address this issue. In this context, we recommend that all product formulations should be fully assessed during the authorization process. © 2019 Elsevier Inc."
Mullin C.A.; Chen J.; Fine J.D.; Frazier M.T.; Frazier J.L.,The formulation makes the honey bee poison,2015,Pesticide Biochemistry and Physiology,120,27,35,10.1016/j.pestbp.2014.12.026,"Dr. Fumio Matsumura's legacy embraced a passion for exploring environmental impacts of agrochemicals on non-target species such as bees. Why most formulations are more toxic to bees than respective active ingredients and how pesticides interact to cause pollinator decline cannot be answered without understanding the prevailing environmental chemical background to which bees are exposed. Modern pesticide formulations and seed treatments, particularly when multiple active ingredients are blended, require proprietary adjuvants and inert ingredients to achieve high efficacy for targeted pests. Although we have found over 130 different pesticides and metabolites in beehive samples, no individual pesticide or amount correlates with recent bee declines. Recently we have shown that honey bees are sensitive to organosilicone surfactants, nonylphenol polyethoxylates and the solvent N-methyl-2-pyrrolidone (NMP), widespread co-formulants used in agrochemicals and frequent pollutants within the beehive. Effects include learning impairment for adult bees and chronic toxicity in larval feeding bioassays. Multi-billion pounds of formulation ingredients like NMP are used and released into US environments. These synthetic organic chemicals are generally recognized as safe, have no mandated tolerances, and residues remain largely unmonitored. In contrast to finding about 70% of the pesticide active ingredients searched for in our pesticide analysis of beehive samples, we have found 100% of the other formulation ingredients targeted for analysis. These 'inerts' overwhelm the chemical burden from active pesticide, drug and personal care ingredients with which they are formulated. Honey bees serve as an optimal terrestrial bioindicator to determine if 'the formulation and not just the dose makes the poison'. © 2014 Elsevier Inc."
Allgeier S.; Frombold B.; Mingo V.; Brühl C.A.,European common frog Rana temporaria (Anura: Ranidae) larvae show subcellular responses under field-relevant Bacillus thuringiensis var. israelensis (Bti) exposure levels,2018,Environmental Research,162,271,279,10.1016/j.envres.2018.01.010,"Bacillus thuringiensis var. israelensis (Bti) is presumed to be an environmental friendly agent for the use in either health-related mosquito control or the reduction of nuisance associated with mosquitoes from seasonal wetlands. Amphibians inhabiting these valuable wetlands may be exposed to Bti products several times during their breeding season. Up until now, information regarding effects on the non-targeted group of amphibians has to be considered rather inconsistent. On this account, we evaluated how three repeated exposures to frequently used Bti formulations (VectoBac®12AS, VectoBac®WG) in field-relevant rates affect European common frog (Rana temporaria) larvae. In a laboratory approach, we assessed potential effects with regard to enzymatic biomarkers (glutathione-S-transferase (GST), glutathione reductase (GR), acetylcholine esterase (AChE)), development, body condition and survival until the end of metamorphosis. Although survival and time to metamorphosis were not significantly affected, larval development tended to be shortened in the Bti treated water phase. Furthermore, exposure to Bti induced significant increases of GST (37–550%), GR (5–140%) and AChE (38–137%) irrespectively of the applied formulation, indicating detoxification, antioxidant responses as well as an alteration of neuronal activity. GST activity increased twice as much after two repeatedly executed Bti applications within a time period of 6 days. The examination of several biochemical markers is needed to fully evaluate the ecotoxicological risk of Bti for amphibian populations, especially in the context of worldwide amphibian declines. Nevertheless, following the precautionary principle, it may be advisable to implement certain thresholds for application numbers and intervals in order to ensure environmentally friendly mosquito control programs, especially in areas designated for nature conservation. © 2018 Elsevier Inc."
Lundgren J.G.,Predicting both obvious and obscure effects of pesticides on bees,2017,Beekeeping - From Science to Practice,,39,59,10.1007/978-3-319-60637-8_3,"Pesticides are a necessary component of the monoculture-based food production system. The chemical management of pests can affect non-target organisms, including honey bees. Risk assessment is a way to evaluate the cost-benefit of pesticide use to honey bees and involves understanding the exposure routes and hazards posed by each particular pesticide. The effects of insecticides on bees are intuitively recognized, but other types of pesticides can affect honey bees too. Even ""inactive"" ingredients in a pesticide formulation can pose a risk to bees. Bees encounter pesticides as they forage in the environment through direct exposure to pesticide applications, and through contaminated resources such as pollen, nectar, water, comb, and propolis. Pesticides can affect bees in myriad ways. The toxicity of pesticides is highly context-specific, challenging risk assessments. Mortality is the most commonly measured effect of pesticides on bees but sublethal effects range from developmental problems, reduced reproductive fitness, diminished overwintering capacity, and numerous behavioral issues that may not kill the bee outright, but may kill the hives. The pervasiveness of pesticides in the environment means that bees cannot avoid exposure to numerous chemicals. Selecting for bees that are adapted to agrichemical-intensive landscapes may be a short-term solution, but the dynamic evolution of chemical use may prohibit long-term tolerances. Beekeepers and farmers need to work together to create and promote reduced chemical intensive food production systems. This is the only long-term answer for the survival of honey bees and biodiversity in general. Broad scale simplification of the landscape accompanied the rise of industrial-scale food production, and a variety of agrichemicals are used to support these monoculture-based systems. Biodiversity provides substantial resistance to the proliferation of pests in a variety of ways, but this diversity is removed from our food production systems in order to maximize short-term production goals. In the absence of biotic resistance to pest proliferation, land managers rely on pesticides to replace the pest management function provided by diverse biological communities. The downside is these pesticides do not solve the causative problem that produced the pest. Within this context, pests become resistant, and more and new pesticides are required to maintain pests at low densities in a system that is designed for them to excel (i.e., the pesticide treadmill). This is the environment into which honey bees and other pollinators have been inserted, and pesticides inherent in these systems affect pollinators in complex ways. Pesticides are not intended to hurt bees or any other beneficial organisms, but they often do; estimating this harm is called risk assessment. © Springer International Publishing AG 2017."
Blair A.; Ritz B.; Wesseling C.; Freeman L.B.,Pesticides and human health,2015,Occupational and Environmental Medicine,72,81,82,10.1136/oemed-2014-102454,[No abstract available]
Çayır A.; Coşkun M.; Coşkun M.,Genotoxicity of commercial fungicide Cabrio Plus on human cell,2016,Cytotechnology,68,1697,1704,10.1007/s10616-015-9919-0,"Cabrio Plus, a commercial fungicide, is used in agriculture as the control agent for a broad spectrum of diseases including black dot, early blight, late blight and powdery mildew. This study aimed to evaluate the genotoxicity of commercial formulation of Cabrio Plus which has been inadequately evaluated. The genotoxic potential of Cabrio Plus in isolated human peripheral blood lymphocytes was measured by means of an alkaline version of the comet assay (pH > 13) and in whole blood by use of the in vitro micronucleus test. Cabrio Plus induced a statistically significant increase in DNA damage assessed with the in vitro micronucleus assay and the comet assay. Cabrio Plus also induced cytotoxicity in a dose-dependent manner with the in vitro micronucleus assay. It can be concluded that a commercially available pesticide formulation, Cabrio Plus, has the ability to cause DNA damage and cytotoxicity. © 2015, Springer Science+Business Media Dordrecht."
de Santo F.B.; Ramos G.A.; Filho A.M.R.; Marchioro C.A.; Niemeyer J.C.,Ecotoxicity of the isoxaflutole herbicide to soil invertebrates; [Ecotoxicidade do herbicida isoxaflutole para invertebrados do solo],2020,Revista de Ciencias Agroveterinarias,19,217,223,10.5965/223811711922020217,"Isoxaflutole (IFT) is a pre-emergence herbicide used to control of a wide range of broadleaf and grass weeds, especially those resistant to other herbicide classes, such as glyphosate and atrazine. Although its herbicidal potential was identified in the early 90’s, IFT is still a new active ingredient in Brazil and little is known about its effects, mainly regarding to ecotoxicity of formulated products to soil macro and mesofauna groups. This study aimed to assess behavioral, acute, and chronical effects (avoidance, lethality, and reproduction) of the commercial product ProvenceTM 750 WG (750 g a.i. L-1 isoxaflutole) on the test organisms Eisenia andrei (earthworms) and Folsomia candida (collembolans) using standardized ISO guidelines. The results showed the avoidance of the earthworm species only at >300 times the predicted field doses, as well as a decrease in reproduction over >150 times the predicted field dose. Neither the avoidance, nor lethality or reproduction response were found for the collembolan species. The laboratory results showed that it is possible to assume that ProvenceTM is not toxic to earthworms and collembolans, even at the highest field dose applied, ensuring the safety of soil communities. © 2020 Universidade Federal de Santa Catarina. All rights reserved."
