AUTHORS,TITLE,YEAR,JOURNAL,VOLUME,LPAGES,UPAGES,DOI,ABSTRACT
Laber L.; Eichberg C.; Zimmerbeutel A.; Düring R.-A.; Donath T.W.,Effects of macrocyclic lactone anthelmintics on seed germination of temperate grassland species,2023,Plant Biology,25,1046,1057,10.1111/plb.13577,"Macrocyclic lactone anthelmintics are widely used to control invertebrate pests in livestock, such as sheep. While anthelmintic effects on non-target animals, such as dung-dwelling insects, are well studied, effects on seed germination are largely unknown. Seeds can come into contact with anthelmintics either during passage through the gastro-intestinal tract of grazing animals or when anthelmintics are excreted with their dung into the environment, which may result in changed germination patterns. We used four commonly applied macrocyclic lactones to assess their effects on germination: moxidectin, ivermectin, abamectin and doramectin as pure substances; moxidectin and ivermectin also in formulated form. We tested these pharmaceuticals on 17 different temperate grassland species from five plant families. Seeds were exposed to three concentrations of macrocyclic lactones (0.1, 1.0 and 10.0 mg·l−1) under controlled conditions, and germination was assessed over a 6-week period. From these data, we calculated germination percentage, mean germination time and germination synchrony. Most of the tested species were significantly affected in germination percentage and/or mean germination time by at least one of the tested pharmaceuticals, with formulated moxidectin having the largest impact. In general, the effects found were species- and pharmaceutical-specific. While formulated substances generally reduced germination percentage and increased mean germination time, pure substances increased germination percentage. Synchrony showed less clear patterns in all pharmaceuticals. Although effect size and sign varied between species, our study shows that non-target effects of macrocyclic lactones commonly occur in terrestrial plants. This may impede successful seed exchange between habitats via sheep, and even translate into profound changes to grazed ecosystems. © 2023 The Authors. Plant Biology published by John Wiley & Sons Ltd on behalf of German Society for Plant Sciences, Royal Botanical Society of the Netherlands."
Bordin E.R.; Yamamoto F.Y.; Mannes Y.; Munhoz R.C.; Muelbert J.R.E.; de Freitas A.M.; Cestari M.M.; Ramsdorf W.A.,Sublethal effects of the herbicides atrazine and glyphosate at environmentally relevant concentrations on South American catfish (Rhamdia quelen) embryos,2023,Environmental Toxicology and Pharmacology,98,,,10.1016/j.etap.2022.104057,"The objective of this work was to evaluate the effects following exposure (96 h) of South American catfish (R. quelen) embryos to active ingredients and commercial formulations from atrazine and glyphosate, isolated and in mixtures, at environmentally relevant concentrations. While the survival rates were not affected, sublethal effects were evidenced after exposure. The most frequent deformities were fin damage and axial and thoracic damage. The mixture of active ingredients caused an increase in SOD and GST, differing from the treatment with the mixture of commercial formulations. The activity of AChE was significantly reduced following the treatment with the active ingredient atrazine and in the mixture of active ingredients. In general, herbicide mixtures were responsible for causing more toxic effects to R. quelen embryos. Therefore, these responses showed to be suitable biomarkers of herbicides’ exposure, in addition to generating more environmentally relevant baseline data for re-stablishing safety levels of these substances in aquatic bodies. © 2022 Elsevier B.V."
Munaron D.; Mérigot B.; Derolez V.; Tapie N.; Budzinski H.; Fiandrino A.,Evaluating pesticide mixture risks in French Mediterranean coastal lagoons waters,2023,Science of the Total Environment,867,,,10.1016/j.scitotenv.2022.161303,"To assess the risk of pesticide mixtures in lagoon waters, this study adopted a multi-step approach using integrative passive samplers (POCIS) and concentration addition (CA) toxicological models. Two French Mediterranean lagoons (Thau and Or) were monitored for a range of 68 pesticides continuously over a period of a year (2015–16). The findings revealed mixtures of dissolved pesticides with varying composition and levels over the year. The Or site contained more pesticides than Thau site (37 vs 28 different substances), at higher concentrations (0.1–58.6 ng.L−1 at Or vs <0.1–9.9 at Thau) and with overall higher detection frequencies. All samples showed a potential chronic toxicity risk, depending on the composition and concentrations of co-occurring pesticides. In 74 % of the samples, this pesticide risk was driven by a few single substances (ametryn, atrazine, azoxystrobin, carbendazim, chlorotoluron, irgarol, diuron and metolachlor) and certain transformation products (e.g. DPMU and metolachlor OA/ESA). Individually, these were a threat for the three taxa studied (phytoplankton, crustaceans and fish). Yet even a drastic reduction of these drivers alone (up to 5 % of their current concentration) would not eliminate the toxicity risks in 56 % of the Or Lagoon samples, due to pesticide mixtures. The two CA-based approaches used to assess the combined effect of these mixtures, determined chronic potential negative impacts for both lagoons, while no acute risk was highlighted. This risk was seasonal, indicating the importance of monitoring in key periods (summer, winter and spring) to get a more realistic picture of the pesticide threat in lagoon waters. These findings suggest that it is crucial to review the current EU Water Framework Directive's risk-assessment method, as it may incorrectly determine pesticide risk in lagoons. © 2023 Elsevier B.V."
Chukwuka A.V.; Jerome F.C.; Hassan A.; Adeogun A.O.,"Urban intensity and runoff effects on oxidative stress and pathological severity in the testes and ovaries of blue crabs, Callinectes amnicola within a tropical lagoon system (Nigeria)",2025,Environmental Monitoring and Assessment,197,,,10.1007/s10661-025-13799-9,"S. The spread of impermeable surfaces in urban coastal areas increases runoff, carrying pollutants that degrade surface water quality and impact the stress responses of coastal fauna. This study investigated oxidative stress and gonad health in male and female Callinectes amnicola (blue crabs) from urban and suburban regions of Lagos Lagoon. Gonadal damage in the crabs was linked to estrogenic metals (Cu, Zn, Pb, Cd) and antioxidant responses (MDA, GSH, GPx, CAT, and SOD). Urban male crabs showed higher oxidative stress, with elevated MDA and lower GSH and CAT levels, alongside regressive gonadal changes due to increased Pb, Cd, and Zn exposure. Suburban crabs, however, displayed more intersex conditions (ovotestes) correlated with elevated Cu levels in lagoon sediment. These results highlight severe testicular disruption in urban males and ovarian dysgerminomas in suburban females, indicating a sex-specific impact of pollution on reproductive health. The study identifies two primary reproductive toxicity risks: (1) male testicular damage and regressive lesions in urban crabs, caused by increased lipid peroxidation and oxidative stress, and (2) female endocrine disruption, with ovotestes in suburban populations potentially leading to nonviable follicles. These findings emphasize that urban blue crabs face significant risks across both sexes, while suburban populations are more affected by female-specific risks. The study underscores the need for targeted environmental management to address the different stressors impacting these populations. © The Author(s), under exclusive licence to Springer Nature Switzerland AG 2025."
Maksimovich K.Y.; Dudko R.Y.; Shatalova E.I.; Tsakalof A.K.; Tsatsakis A.M.; Golokhvast K.S.; Novikov E.A.,"Species composition and ecological structure of ground beetles (Coleoptera, Carabidae) communities as biological indicators of the agro-environmental sustainability",2023,Environmental Research,234,,,10.1016/j.envres.2023.116030,"Intensification of crop cultivation can have detrimental environmental consequences that however can be prevented by monitoring of the specific biological indicators sensitive to changes in the ambient environment. In this study the impact of crop type (spring wheat and corn) and cultivation intensity on the community of ground beetles (Coleoptera: Carabidae) in the forest-steppe of Western Siberia was investigated. A total of 39 species from 15 genera were collected. Ground beetles' community was characterized by a high evenness of species distribution across the agroecosystems. The average Jaccard's similarity index for species presence/absence was 65%, and for abundance it was 54%. The significant difference in the distribution of predatory and mixophytophages ground beetles in wheat crops (U test, P < 0.05) can be justified by the constant suppression of the weed component and the use of insecticides that lead to the dominance of the predators. Fauna of wheat crops was more diverse than that in corn (Margalef index, U test, P < 0.05). No significant differences in biological diversity indexes, except for the Simpson dominance index (U test, P < 0.05, wheat), were found in ground beetle communities in crops at different levels of intensification. A certain differentiation of predatory species was caused by the selective occurrence of the litter-soil species, especially abundant in the row-crop. The specificity of the ground beetle community of corn crops may have been caused by repeated inter-row tillage, which influenced the increase in porosity and topsoil relief and contributed to the creation of favorable microclimatic conditions. In general, the applied level of agrotechnological intensification had no significant effect on the species composition and ecological structure of beetle communities in agrolandscapes. The use of bioindicators made it possible to assess the environmental sustainability of the agricultural environment and also creates the prerequisites for the development of ecologically directed correction of agrotechnological operations in agroecosystem management. © 2023"
Ouassil M.; Msairi S.; Ainane T.,Medicinal and aromatic plants (MAP) based metal nanoparticles and their potential as nanopesticides in Morocco: A review study,2024,Notulae Scientia Biologicae,16,,,10.55779/nsb16412043,"Overuse of chemical pesticides has been linked to mammalian toxicity, environmental contamination, and bioaccumulation. Nanopesticide research, introduced relatively recently, is an emerging field that can be defined as application of nanotechnology for crop protection. Nanopesticides have been proven to be more effective in reducing pest populations and plant infestation levels than bulk chemical pesticides.Some of the advantages that nanopesticide formulations present are increased solubility of water-insoluble active ingredients, increased formulation stability, elimination of toxic organic solvents when compared to conventional pesticides, the ability to release active ingredients gradually, enhanced stability to prevent early degradation, increased mobility and higher pesticidal activity due to smaller particle size, and a larger surface area that may lengthen their shelf life. Furthermore, the nanopesticides we're interested in are synthesized using plant-based substances, making them promising alternatives to traditional pest control chemicals. Beans (Phaseolus vulgaris) play an important role in human nutrition due to their high nutritional value. However, phytopathogenic fungi, bacteria, viruses, harmful insect species and mites can limit and reduce their production. In the current paper, we present the framework on which plant based nanopesticide technology is based, as well as the various techniques for determining nanoparticle properties. We highlight the potential for several medicinal and aromatic plants from the Khenifra region in Morocco to be used in the synthesis of metal-based nanoparticles. We also reviewed the use of metal nanoparticles in crop protection, emphasizing the control of green bean’s pests and disease, while compiling numerous research that demonstrate their effectiveness. After comparing plant-based nanopesticides to chemical pesticides used to treat green beans in Morocco, it is clear that they have enormous potential for treating pests and diseases with fewer negative effects on the environment and human health. © Articles by the authors;."
Jaffar S.; Ahmad S.; Lu Y.,Contribution of insect gut microbiota and their associated enzymes in insect physiology and biodegradation of pesticides,2022,Frontiers in Microbiology,13,,,10.3389/fmicb.2022.979383,"Synthetic pesticides are extensively and injudiciously applied to control agriculture and household pests worldwide. Due to their high use, their toxic residues have enormously increased in the agroecosystem in the past several years. They have caused many severe threats to non-target organisms, including humans. Therefore, the complete removal of toxic compounds is gaining wide attention to protect the ecosystem and the diversity of living organisms. Several methods, such as physical, chemical and biological, are applied to degrade compounds, but as compared to other methods, biological methods are considered more efficient, fast, eco-friendly and less expensive. In particular, employing microbial species and their purified enzymes makes the degradation of toxic pollutants more accessible and converts them into non-toxic products by several metabolic pathways. The digestive tract of insects is usually known as a superior organ that provides a nutrient-rich environment to hundreds of microbial species that perform a pivotal role in various physiological and ecological functions. There is a direct relationship between pesticides and insect pests: pesticides reduce the growth of insect species and alter the phyla located in the gut microbiome. In comparison, the insect gut microbiota tries to degrade toxic compounds by changing their toxicity, increasing the production and regulation of a diverse range of enzymes. These enzymes breakdown into their derivatives, and microbial species utilize them as a sole source of carbon, sulfur and energy. The resistance of pesticides (carbamates, pyrethroids, organophosphates, organochlorines, and neonicotinoids) in insect species is developed by metabolic mechanisms, regulation of enzymes and the expression of various microbial detoxifying genes in insect guts. This review summarizes the toxic effects of agrochemicals on humans, animals, birds and beneficial arthropods. It explores the preferential role of insect gut microbial species in the degradation process and the resistance mechanism of several pesticides in insect species. Additionally, various metabolic pathways have been systematically discussed to better understand the degradation of xenobiotics by insect gut microbial species. Copyright © 2022 Jaffar, Ahmad and Lu."
Eghbalinejad M.; Hofman J.; Kotouček J.; Grillo R.; Hochmanová Bílková Z.; Reiff N.; Höss S.,Nano-enabled pesticides: a comprehensive toxicity assessment of tebuconazole nanoformulations with nematodes at single species and community level,2024,Environmental Sciences Europe,36,,,10.1186/s12302-024-00879-9,"There is an increasing imperative to explore safer alternatives for pesticides due to their indiscriminate use and consequential health impacts on the environment and humans. Nanoformulations of pesticides are being developed as potential alternatives due to their beneficial properties, including enhanced solubility, targeted delivery to the site of action, improved stability and efficacy and reduced non-target effects. Nevertheless, a comprehensive assessment is necessary for these emerging nanopesticides compared to existing formulations, aiming to ascertain whether their ""nano"" characteristics exacerbate toxicity for non-target organisms. This study investigated the toxicity of tebuconazole (TBZ) in different formulations, including nanoformulations (poly-ε-caprolactone [PCL] and nanostructured lipid carrier [NLC] loaded with TBZ), as well as a commercial formulation, on the reproduction of the nematode Caenorhabditis elegans in both aqueous and soil matrices. Additionally, the impact of the correspondent nanocarriers without TBZ on C. elegans was examined. In water, TBZ in the form of nano and commercial formulations exhibited higher toxicity on the nematodes' reproduction than the TBZ (a.s.) attributable to higher freely dissolved concentrations of TBZ, which resulted in a toxicity order, ranging from the most to the least toxic as follows: NLC-TBZ > PCL-TBZ > commercial formulation > TBZ (a.s.). For NLC-TBZ, the excess toxicity could be clearly explained by combined toxicity of TBZ (a.s.) and nanocarriers, with the effect addition of the separate single compounds matching the observed effects of the nanoformulation. For PCL-TBZ, effects were stronger than expected from the effect addition of TBZ (a.s.) and PCL nanocarriers, potentially due to enhanced bioavailability of encapsulated TBZ in the gut of the nematodes. In soil, NLC with and without loaded TBZ showed higher toxicity than other tested compounds, while PCL nanocarriers without TBZ did not exhibit negative effects on the reproduction of C. elegans. Microcosm experiment, where long-term effects on native soil nematode fauna were tested, confirmed that TBZ-nanoformulations act via combined toxic effects of TBZ and nanocarriers. These findings contribute valuable insights to understanding nanopesticides' ecotoxicity and underscore the need for harmonized regulatory assessments to evaluate these novel formulations adequately. © The Author(s) 2024."
Bahi A.; Sauvage S.; Payraudeau S.; Tournebize J.,PESTIPOND: A descriptive model of pesticide fate in artificial ponds: II. Model application and evaluation,2023,Ecological Modelling,484,,,10.1016/j.ecolmodel.2023.110472,"Some artificial ponds (APs) are designed to collect part of the agricultural water fluxes and dissipate pesticide contamination through a synergy of physicochemical processes. APs act as buffer zones and mitigate pesticide transfer of farm plots to natural water resources. As part of a two-paper series, this paper addresses the application and validation of the PESTIPOND model. PESTIPOND is a process-based model developed to predict pesticides' behavior and distribution in APs located in drained agricultural catchments. Paper I (Bahi et al., 2023a) describes the development and sensitivity analysis of the model. PESTIPOND was applied on the Rampillon AP to characterize the fate of seven different pesticides and five monitoring periods while considering the key transfer and transformation processes. The model was assessed through various methods against the observed data in simulating pesticide dynamics. The statistical and graphical evaluation of PESTIPOND reflected a good performance except for boscalid. The sensitivity analysis and application of the model evidenced that adsorption-desorption and biotransformation in the pond water are major processes behind pesticide dissipation. Hydrophobic and lowly mobile pesticides are more likely to be bio-transformed at the water-sediment interface. This work highlights the link between the hydraulic residential time (HRT), temperature, and APs' efficiency in minimizing pesticide transfer into the environment. The model predicted that the actual efficiency of the AP covering 0.15% of the drained catchment would double if the pond's surface area covered at least 1% of the catchment. Moreover, the model's predictions evidenced that a temperature rise of 10 °C will increase the dissipation of pesticides by only 8%. PESTIPOND provides key elements that are useful to design and manage ponds with optimal efficiency. Hence, these APs can be complementary solutions to pesticide use regulation to reduce the transfer of agricultural contamination into freshwater resources. © 2023"
Pitombeira de Figueirêdo L.; Cirqueira F.; de Sousa B.L.C.; Mamboungou J.; Rocha T.L.,Developmental toxicity of formulated insecticide mixture containing imidacloprid and beta-cyfluthrin in fish: Insights using zebrafish,2025,Chemosphere,377,,,10.1016/j.chemosphere.2025.144314,"Insecticides are critical in controlling pests and disease vectors. However, there is still a lack of ecotoxicological studies using commercial formulations of insecticides containing active ingredients. The study aimed to evaluate the developmental toxicity of a commercial insecticide mixture (imidacloprid [IMI] + beta-cyfluthrin [β-CYF]). Mortality, hatching rate, spontaneous contraction, heartbeat, morphological changes, reactive oxygen species (ROS), skeletal development, and locomotor behavior of zebrafish were analyzed. Embryos were exposed to imidacloprid (IMI) and β-cyfluthrin (β-CYF) in the following ratios: 0.001 mg IMI·L−1 + 0.000125 mg β-CYF·L−1 (C1); 0.01 mg IMI·L−1 + 0.00125 mg β-CYF·L−1 (C2); 0.1 mg IMI·L−1 + 0.0125 mg β-CYF·L−1 (C3); 1.0 mg IMI·L−1 + 0.125 mg β-CYF·L−1 (C4); 10.0 mg IMI·L−1 + 1.25 mg β-CYF·L−1 (C5) for 144 h. The results showed a mortality of 50 % of organisms in the C5 concentration. Embryos exposed to C1 and C3 showed tachycardia and hatched early compared to the negative control, indicating cardiotoxic and embryotoxic effects. The two highest concentrations tested (C4 and C5) induced evident morphological changes (yolk sac and pericardial edema, and spine alterations), and skeletal toxicity (absence of cartilage and bone formation), along with decreased larval swimming behavior. Also, the formulated insecticide (C1) increased ROS levels in zebrafish larvae. Results showed that the formulated insecticide containing IMI and β-CYF induces several toxic effects on developing zebrafish, indicating its environmental risk to aquatic organisms. © 2025 Elsevier Ltd"
Martins R.X.; Carvalho M.; Maia M.E.; Flor B.; Souza T.; Rocha T.L.; Félix L.M.; Farias D.,"2,4-D Herbicide-Induced Hepatotoxicity: Unveiling Disrupted Liver Functions and Associated Biomarkers",2024,Toxics,12,,,10.3390/toxics12010035,"2,4-dichlorophenoxyacetic acid (2,4-D) is a widely used herbicide worldwide and is frequently found in water samples. This knowledge has prompted studies on its effects on non-target organisms, revealing significant alterations to liver structure and function. In this review, we evaluated the literature on the hepatotoxicity of 2,4-D, focusing on morphological damages, toxicity biomarkers and affected liver functions. Searches were conducted on PubMed, Web of Science and Scopus and 83 articles were selected after curation. Among these studies, 72% used in vivo models and 30% used in vitro models. Additionally, 48% used the active ingredient, and 35% used commercial formulations in exposure experiments. The most affected biomarkers were related to a decrease in antioxidant capacity through alterations in the activities of catalase, superoxide dismutase and the levels of malondialdehyde. Changes in energy metabolism, lipids, liver function, and xenobiotic metabolism were also identified. Furthermore, studies about the effects of 2,4-D in mixtures with other pesticides were found, as well as hepatoprotection trials. The reviewed data indicate the essential role of reduction in antioxidant capacity and oxidative stress in 2,4-D-induced hepatotoxicity. However, the mechanism of action of the herbicide is still not fully understood and further research in this area is necessary. © 2024 by the authors."
Al-Nidawi M.; Özalp Ö.; Alshana U.; Soylak M.,"Cloud Point Microextraction Prior to Flame-Atomic Absorption Spectrometry for the Determination of Zinc Ethylene-1,2-Bisdithiocarbamate (Zineb) in Food and Environmental Samples",2024,Analytical Letters,57,1313,1324,10.1080/00032719.2023.2246605,"Cloud point microextraction (CPME) with Triton X-114, as a nonionic surfactant, was applied for the extraction of zinc ethylene-1,2-bisdithiocarbamate (zineb) prior to its determination by flame-atomic absorption spectrometry (FAAS). The optimum CPME conditions were obtained with 250 µL of Triton X-114 at a cloud point temperature of 30 °C in 20.0 mL of the sample solution whose pH had been adjusted to 7.00. Zineb was monitored at a wavelength of 213.0 nm. The limits of detection were found to range between 13.0 and 25.0 ng mL−1 and the coefficients of determination (R2) of the calibration graphs were between 0.9975 and 0.9994. The developed CPME-FAAS method was applied to extract and determine in food and environmental samples with percentage relative recoveries ranging from 90.6 to 105.4% with percentage relative standard deviations (%RSD) less than 7.5%. © 2023 Taylor & Francis Group, LLC."
Cox C.; Zeiss M.,"Health, Pesticide Adjuvants, and Inert Ingredients: California Case Study Illustrates Need for Data Access",2022,Environmental Health Perspectives,130,,,10.1289/EHP10634,"BACKGROUND: Many pesticide products are mixtures of multiple chemicals. These include active ingredients intended to kill pests, and so-called inert ingredients intended to improve the physical characteristics of the product. In addition, shortly before applying a pesticide product, applicators often mix adjuvants into the sprayer tank. Adjuvants are products designed to improve the performance or physical properties of a pesticide spray mixture. Manufacturers may use a particular chemical compound both as an inert ingredient within pesticide products and as a component of adjuvant prod-ucts. Nonetheless, regulations dictate that data on use are publicly available only for the portion used in adjuvants. Adjuvants are exempt from federal registration, but are defined as pesticides in California. Based on that definition, California has identified α-(p-nonylphenyl)-ω-hydroxypoly(oxyethylene) (APNOHO) as the most widely used pesticide in the state, applied to more than 10 million acres annually. That quantified use includes only agricultural acres treated with adjuvants containing APNOHO. Total APNOHO use is likely higher because manufacturers also use the chemical as an inert ingredient within pesticide products, although data on such use are shielded by regulation. OBJECTIVES: We use APNOHO as a case study to demonstrate that the use of adjuvants and inert ingredients is difficult to track because relevant information is not publicly available. We synthesize information that suggests widespread agricultural use of alkylphenol ethoxylates, such as APNOHO, may pose significant human and environmental health risks. We then make recommendations for future research and policy. METHODS: We used information from California’s pesticide use reporting system and the U.S. Environmental Protection Agency (EPA) to estimate use of APNOHO. We used U.S. EPA and European databases, as well as published research, to identify human and environmental health hazards of APNOHO. We focused on research showing that APNOHO is an endocrine-disrupting chemical. DISCUSSION: Within California, APNOHO is applied in more than 150 adjuvant products. Nationwide, it is used as an inert ingredient in at least 650 pesticide products. Exposure to APNOHO is associated with endocrine disruption, birth defects, and aquatic toxicity. We suggest that the case of APNOHO illustrates the larger problem of a lack of publicly available data on use and toxicity of many adjuvants and pesticide inert ingredients. We recommend that researchers and regulators include adjuvants and inert ingredients when evaluating pesticide hazards, including endocrine disruption. We also recommend regulatory requirements to identify all ingredients on product labels. https://doi.org/10.1289/EHP10634. © 2022, Public Health Services, US Dept of Health and Human Services. All rights reserved."
Yayci A.; Sassmann T.; Boes A.; Jakob F.; Töpel A.; Loreth A.; Rauch C.; Pich A.; Schwaneberg U.,Adhesion Peptide-Functionalized Biobased Microgels for Controlled Delivery of Pesticides,2024,Angewandte Chemie - International Edition,63,,,10.1002/anie.202319832,"Widespread use of plant protection agents in agriculture is a major cause of pollution. Apart from active ingredients, the environmental impact of auxiliary synthetic polymers should be minimized if they are highly persistent. An alternative to synthetic polymers is the use of natural polysaccharides, which are abundant and biodegradable. In this study, we explore pectin microgels functionalized with anchor peptides (P-MAPs) to be used as an alternative biobased pesticide delivery system. Using copper as the active ingredient, P-MAPs effectively prevented infection of grapevine plants with downy mildew under semi-field conditions on par with commercial copper pesticides. By using anchor peptides, the microgels tightly bind to the leaf surface, exhibiting excellent rain fastness and prolonged fungicidal activity. Finally, P-MAPs are shown to be easily degradable by enzymes found in nature, demonstrating their negligible long-term impact on the environment. © 2024 The Authors. Angewandte Chemie International Edition published by Wiley-VCH GmbH."
Meng T.; Fang K.; Li T.; Qi W.; Zhang L.; Hu Y.; Liu Y.; Shi Y.; Cao H.; Xiao J.,Implications of inhalation bioaccessibility for the exposure assessment of drifting airborne pesticides caused by field spraying,2024,Science of the Total Environment,956,,,10.1016/j.scitotenv.2024.177254,"Pesticide contamination in ambient air due to spray drifting has received extensive attention. Quantifying the associated health risk highlights the importance of incorporating bioaccessibility into inhalation exposure assessments rather than using the total inhaled concentration of airborne pesticides. In this study, we measured the inhalation unit exposure (UE) of three typical pesticides (lambda-cyhalothrin, phoxim, and acetamiprid) during application and post-application drift at the recommended application dosage. The UE values were found to be 1.74–424.37 ng/m3 and 0.07–1.40 ng/m3, respectively, with marked variation between different spraying nozzles and formulations. For the inhalation exposure assessment, an in vitro method was developed to determine the inhalation bioaccessibility of lambda-cyhalothrin, phoxim, and acetamiprid and its applicability was validated based on in vivo-in vitro correlations (IVIVC) analysis. Their conservative inhalation bioaccessibility values estimates were 46.09 %, 67.12 %, and 40.31 %, respectively. The calculated average daily dose values of the analyzed pesticides in both single and mixed formulations ranged from 8.03 × 10−8 to 4.35 × 10−5 mg/kg·day based on the bioaccessible UE, corresponding to 22.99–67.11 % of the total exposure. Collectively, these findings are of guiding significance for improving risk management in pesticide application. © 2024 Elsevier B.V."
Majumder R.,Effects of pesticides on fish: An overview of evolution of bioassays and cutting edge technologies,2025,Ecological Frontiers,45,286,294,10.1016/j.ecofro.2024.11.011,"There has been a vast modification in the formulation and combination of pesticides, and a huge number of new pesticides have entered the market in the recent past to protect crops from pests. Many of these pesticides enter ponds, rivers, and reservoirs through runoff from agricultural fields and raise concerns for fish and other aquatic organisms. The purpose of this review is to explore different approaches used to evaluate pesticide toxicity in fish, ranging from traditional to cutting-edge techniques, for a better understanding of the environmental implications of pesticide pollution. The present article highlights specific endpoints to consider, the role of pesticide formulation, interactions of pesticide mixtures, ambient hydrological and biological factors, and the use of biomarkers, among others. In modern aquatic toxicology, one reliable method for assessing fish health and stress responses is the analysis of multiple biomarkers in fish exposed to pesticides. A comprehensive approach is used to aggregate all the detected biomarker responses into a single “Integrated Biomarker Response” (IBR) stress score. There is a view that integrating multiple biomarker responses can improve the ecological relevance of biomarkers. Moreover, the analysis of adverse outcome pathways (AOP) is a helpful method to interpret the dose-response effects of toxicants. This review highlights significant advancements in recent ecotoxicological bioassays for evaluating pesticide-mediated toxicity in fish and also identifies areas in need of future research. © 2024 Ecological Society of China"
Eichberg C.; Leiß A.; Stothut M.; Bernheine J.; Jurczyk K.; Paulus L.; Thiele-Bruhn S.; Thomas F.M.; Donath T.W.,"Tetracycline but not sulfamethazine inhibits early root growth of wild grassland species, while seed germination is hardly affected by either antibiotic",2024,Environmental Pollution,363,,,10.1016/j.envpol.2024.125178,"Seed germination and early growth of grassland species might be influenced by veterinary antibiotics that are extensively released into agricultural habitats. Therefore, we tested impacts of the commonly used antibiotics tetracycline and sulfamethazine, single and in mixture, on seed germination and seedling root growth of six typical species of temperate European grasslands (Carum carvi, Centaurea jacea, Galium mollugo, Plantago lanceolata, Silene latifolia, Dactylis glomerata). In standardised germination experiments, we assessed three germination variables (germination percentage, mean germination time, synchrony of germination) and one post-germination variable (seedling root length) under different environmentally realistic antibiotic concentrations (0.1, 1, 10 mg l−1 and a water control). While the germination variables were only irregularly and weakly affected by both antibiotics, seedling root length was strongly reduced by tetracycline, but not by sulfamethazine. Among the test species, D. glomerata was most sensitive to tetracycline with the average root length reduced up to 81 % in the 10 mg l−1 treatment. Its germination behaviour, however, was almost insensitive to the two antibiotics. Mixture effects were only shown in relation to the germination of single species, where the binary mixture produced effects but not the two single antibiotics or, conversely, effects of single antibiotics were lost in the mixture. These findings highlight the potential threat of plant regeneration from seed by veterinary antibiotics, particularly affecting early root growth and potentially influencing plant population growth in natural habitats. © 2024 The Authors"
Upadhyay S.K.; Rani N.; Kumar V.; Mythili R.; Jain D.,A review on simultaneous heavy metal removal and organo-contaminants degradation by potential microbes: Current findings and future outlook,2023,Microbiological Research,273,,,10.1016/j.micres.2023.127419,"Industrial processes result in the production of heavy metals, dyes, pesticides, polyaromatic hydrocarbons (PAHs), pharmaceuticals, micropollutants, and PFAS (per- and polyfluorinated substances). Heavy metals are currently a significant problem in drinking water and other natural water bodies, including soil, which has an adverse impact on the environment as a whole. The heavy metal is highly poisonous, carcinogenic, mutagenic, and teratogenic to humans as well as other animals. Multiple polluted sites, including terrestrial and aquatic ecosystems, have been observed to co-occur with heavy metals and organo-pollutants. Pesticides and heavy metals can be degraded and removed concurrently from various metals and pesticide-contaminated matrixes due to microbial processes that include a variety of bacteria, both aerobic and anaerobic, as well as fungi. Numerous studies have examined the removal of heavy metals and organic-pollutants from different types of systems, but none of them have addressed the removal of these co-occurring heavy metals and organic pollutants and the use of microbes to do so. Therefore, the main focus of this review is on the recent developments in the concurrent microbial degradation of organo-pollutants and heavy metal removal. The limitations related to the simultaneous removal and degradation of heavy metals and organo-pollutant pollutants have also been taken into account. © 2023 Elsevier GmbH"
Di Noi A.; Caliani I.; D'Agostino A.; Cai G.; Romi M.; Campani T.; Ferrante F.; Baracchi D.; Casini S.,"Assessing the effects of a commercial fungicide and an herbicide, alone and in combination, on Apis mellifera: Insights from biomarkers and cognitive analysis",2024,Chemosphere,359,,,10.1016/j.chemosphere.2024.142307,"Agrochemicals play a vital role in protecting crops and enhancing agricultural production by reducing threats from pests, pathogens and weeds. The toxicological status of honey bees can be influenced by a number of factors, including pesticides. While extensive research has focused on the lethal and sublethal effects of insecticides on individual bees and colonies, it is important to recognise that fungicides and herbicides can also affect bees' health. Unfortunately, in the field, honey bees are exposed to mixtures of compounds rather than single substances. This study aimed to evaluate the effects of a commercial fungicide and a commercial herbicide, both individually and in combination, on honey bees. Mortality assays, biomarkers and learning and memory tests were performed, and the results were integrated to assess the toxicological status of honey bees. Neurotoxicity (acetylcholinesterase and carboxylesterase activities), detoxification and metabolic processes (glutathione S-transferase and alkaline phosphatase activities), immune system function (lysozyme activity and haemocytes count) and genotoxicity biomarkers (Nuclear Abnormalities assay) were assessed. The fungicide Sakura® was found to activate detoxification enzymes and affect alkaline phosphatase activity. The herbicide Elegant 2FD and the combination of both pesticides showed neurotoxic effects and induced detoxification processes. Exposure to the herbicide/fungicide mixture impaired learning and memory in honey bees. This study represents a significant advance in understanding the toxicological effects of commonly used commercial pesticides in agriculture and contributes to the development of effective strategies to mitigate their adverse effects on non-target insects. © 2024 The Authors"
