STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,VOLUME,LPAGES,UPAGES,DOI,YEAR,ABSTRACT
nagycited41,Guy,NO,"Straw, Edward A.; Brown, Mark J. F.","No evidence of effects or interaction between the widely used herbicide, glyphosate, and a common parasite in bumble bees",PEERJ,9,NA,NA,10.7717/peerj.12486,2021,"Background. Glyphosate is the world's most used pesticide and it is used without the mitigation measures that could reduce the exposure of pollinators to it. However, studies are starting to suggest negative impacts of this pesticide on bees, an essential group of pollinators. Accordingly, whether glyphosate, alone or alongside other stressors, is detrimental to bee health is a vital question. Bees are suffering declines across the globe, and pesticides, including glyphosate, have been suggested as being factors in these declines. Methods. Here we test, across a range of experimental paradigms, whether glyphosate impacts a wild bumble bee species, Bombus terrestris. In addition, we build upon existing work with honey bees testing glyphosate-parasite interactions by conducting fully crossed experiments with glyphosate and a common bumble bee trypanosome gut parasite, Crithidia bombi. We utilised regulatory acute toxicity testing protocols, modified to allow for exposure to multiple stressors. These protocols are expanded upon to test for effects on long term survival (20 days). Microcolony testing, using unmated workers, was employed to measure the impacts of either stressor on a proxy of reproductive success. This microcolony testing was conducted with both acute and chronic exposure to cover a range of exposure scenarios. Results. We found no effects of acute or chronic exposure to glyphosate, over a range of timespans post-exposure, on mortality or a range of sublethal metrics. We also found no interaction between glyphosate and Crithidia bombi in any metric, although there was conflicting evidence of increased parasite intensity after an acute exposure to glyphosate. In contrast to published literature, we found no direct impacts of this parasite on bee health. Our testing focussed on mortality and worker reproduction, so impacts of either or both of these stressors on other sublethal metrics could still exist. Conclusions. Our results expand the current knowledge on glyphosate by testing a previously untested species, Bombus terrestris, using acute exposure, and by incorpo-rating a parasite never before tested alongside glyphosate. In conclusion our results find that glyphosate, as an active ingredient, is unlikely to be harmful to bumble bees either alone, or alongside Crithidia bombi."
nagycited42,Guy,YES,"Garcia, Carmen Alejandra Sabio; Vera, Maria Solange; Vinocur, Alicia; Graziano, Martin; Miranda, Cecilia; Pizarro, Haydee Norma",Rethinking the term glyphosate effect through the evaluation of different glyphosate-based herbicide effects over aquatic microbial communities star,ENVIRONMENTAL POLLUTION,292,NA,NA,10.1016/j.envpol.2021.118382,2022,"Glyphosate-based herbicides (GBH) -the most widely used herbicides in agriculture worldwide-are frequently generalized by the name of glyphosate. However, GBH encompass a variety of glyphosate salts as active ingredient and different adjuvants, which differ between products. These herbicides reach water bodies and produce diverse impacts over aquatic communities. Yet, the risk assessment assays required for the approval focus mostly on active ingredients. Herein, we compared the effect of five different GBH as well as of monoisopropylamine salt of glyphosate (GIPA) on aquatic microbial communities from natural shallow lakes that were mixed and allowed to evolve in an outdoor pond. We performed an 8-day long assay under indoor control conditions to evaluate the effects of exposure on the structure of nano-plus microphytoplankton (net phytoplankton, with sizes between 2 and 20 mu m and >20 mu m, respectively) and picoplankton (size ranging between 0.2 and 2 mu m) communities through microscopy and flow cytometry, respectively. Significantly different effects were evident on the structure of microbial communities dependent on the GBH, even with herbicides sharing similar active ingredients. Each GBH evoked increases of different magnitude in bacterioplankton abundance. Furthermore, GIPA and a formulation decreased the abundance of a phycocyanin-rich (PC-rich) picocyanobacteria (Pcy) cytometric population and GIPA further altered Pcy composition. Also, two GBH increased net phytoplankton total abundance and, unlike the tested GBH, no apparent effect of GIPA was detected on this community structure. These results demonstrate that GBH effects on aquatic microbial communities should not be summarized as glyphosate effects considering that the formulations have effects beyond those exerted by the active ingredients alone. This work intends to alert on the lack of real knowledge regarding the consequences of the variety of GBH on natural aquatic ecosystems. Indeed, the wide use of the term glyphosate effect should be thoroughly rethought."
nagycited43,Guy,NO,"Tefera, Yonatal M.; Gaskin, Sharyn; Thredgold, Leigh; Pisaniello, Dino",The role of formulation co-ingredients in skin and glove barrier protection against organophosphate insecticides,PEST MANAGEMENT SCIENCE,78,177,183,10.1002/ps.6621,2022,"BACKGROUND Commercially formulated pesticide products are complex mixtures of one or more active ingredients and several co-ingredients. However, the modifying effect of co-ingredients on skin uptake and glove barrier protection has been poorly studied. The aim of this study was to understand the role of formulation co-ingredients in skin and glove barrier protection performance against organophosphate insecticides. RESULTS We adapted standard in vitro diffusion cell methods to test permeation kinetics of two commonly used organophosphate insecticides: dimethoate and omethoate. For spray dilutions, dimethoate and omethoate did not reach breakthrough glove permeation rate (1 mu g center dot cm(-2)center dot min(-1)) and no or little skin permeation was observed for up to 8 h, regardless of formulation. For exposure conditions involving highly concentrated products, significant differences in glove permeation were observed between different formulations of dimethoate (about 1.5-fold, P < 0.05) and of omethoate (184-fold, P < 0.001). In contrast, no difference (P > 0.05) was observed between formulations in terms of skin permeation. CONCLUSION These results suggest that co-ingredients play a critical role in glove barrier protection against undiluted organophosphate insecticides, whereas their influence on skin uptake was insignificant within the exposure time tested. This implies that dermal exposure risk may vary between handling different formulated products of the same active ingredient hence recommending a common glove material for different formulations of the same chemical without careful consideration of co-ingredients and their permeation properties may not necessarily be appropriate."
nagycited44,Guy,NO,"Bondareva, Lydia; Fedorova, Nataliia",Pesticides: Behavior in Agricultural Soil and Plants,MOLECULES,26,NA,NA,10.3390/molecules26175370,2021,"This review considers potential approaches to solve an important problem concerning the impact of applied pesticides of various classes on living organisms, mainly agricultural crops used as food. We used the method of multi-residual determination of several pesticides in agricultural food products with its practical application for estimating pesticides in real products and in model experiments. The distribution of the pesticide between the components of the soil-plant system was studied with a pesticide of the sulfonylureas class, i.e., rimsulfuron. Autoradiography showed that rimsulfuron inhibits the development of plants considered as weeds. Cereals are less susceptible to the effects of pesticides such as acetamiprid, flumetsulam and florasulam, while the development of legume shoots was inhibited with subsequent plant death."
nagycited45,Guy,NO,"Hendlin, Yogi Hale",Surveying the Chemical Anthropocene Chemical Imaginaries and the Politics of Defining Toxicity,ENVIRONMENT AND SOCIETY-ADVANCES IN RESEARCH,12,181,202,10.3167/ares.2021.120111,2021,"Faced with the non-optional acceptance of toxic chemical artifacts, the ubiquitous interweaving of chemicals in our social fabric often exists out of sight and out of mind. Yet, for many, toxic exposures signal life-changing or life-ending events, phantom threats that fail to appear as such until they become too late to mitigate. Assessments of toxicological risk consist of what Sheila Jasanoff calls sociotechnical imaginaries, arbitrations between calculated costs and benefits, known risks and scientifically wrought justifications of safety. Prevalent financial conflicts of interest and the socially determined hazards posed by chemical exposure suggest that chemical safety assessments and regulations are a form of postnormal science. Focusing on the histories of risk assessments of pesticides such as DDT, atrazine, PFAS, and glyphosate, this article critically reviews Michel Serres's notion of appropriation by contamination."
nagycited46,Guy,NO,"Battisti, Lucas; Potrich, Michele; Sampaio, Amanda Roberta; Ghisi, Nedia de Castilhos; Costa-Maia, Fabiana Martins; Abati, Raiza; dos Reis Martinez, Claudia Bueno; Sofia, Silvia Helena",Response to Letter to the Editor Is glyphosate toxic to bees? A meta-analytical review,SCIENCE OF THE TOTAL ENVIRONMENT,790,NA,NA,10.1016/j.scitotenv.2021.147517,2021,
nagycited47,Guy,NO,"Maddalon, Ambra; Galbiati, Valentina; Colosio, Claudio; Mandic-Rajcevic, Stefan; Corsini, Emanuela",Glyphosate-based herbicides: Evidence of immune-endocrine alteration,TOXICOLOGY,459,NA,NA,10.1016/j.tox.2021.152851,2021,"Glyphosate (G) is the active ingredient of the most widely used herbicide products. It targets the enzyme 5-enolpyruvylshikimate-3-phosphate synthase (EPSPS), which lacks in humans, suggesting to confer a low mammalian toxicity to G-based herbicides (GBHs). Despite this, the use of G is currently under intense debate. Many studies indicating its hazard and toxicity on non-target organisms are emerging, and associations between GBHs and immune-endocrine disturbances have been described. This review aims to investigate, based on recent epidemiological studies and studies performed in vitro and in vivo in animals, the possible association between GBHs and immune-endocrine alterations. Published data suggest that GBHs have endocrine disrupting potentiality targeting sex and thyroid hormones, although its relevance for humans will require further investigations. Evidence of immunotoxicity are limited compared to those on endocrine effects, but overall highlight possible noxious effects, including lung inflammation and rhinitis. An attractive hypothesis could be the one that connects microbiota dysbiosis with possible immune-endocrine outcomes. Indeed, several intestinal microorganisms express the enzyme EPSPS and, studies are emerging that highlight a possible G-induced dysbiosis. Considering the wide use of GBHs in agriculture, further studies investigating their noxious effects at levels relevant for human exposure should be performed. A critical analysis of emerging evidence of G toxicity is required to better characterize its safety profile. In addition, attention should be paid to the differences between G alone and its formulations, which, containing substances able to increase G absorption, may present a different toxicity profile."
nagycited48,Guy,NO,"Bandeira, Felipe Ogliari; Lopes Alves, Paulo Roger; Hennig, Thuanne Braulio; Brancalione, Juliane; Nogueira, Diego Jose; Matias, William Gerson",Chronic effects of clothianidin to non-target soil invertebrates: Ecological risk assessment using the species sensitivity distribution (SSD) approach,JOURNAL OF HAZARDOUS MATERIALS,419,NA,NA,10.1016/j.jhazmat.2021.126491,2021,"This study aimed to assess the chronic toxicity and risk of clothianidin in a seed dressing formulation to nontarget soil invertebrates. The toxicity assays were performed with two oligochaetes (earthworms Eisenia andrei and enchytraeids Enchytraeus crypticus) and three collembolans (Folsomia candida, Proisotoma minuta and Sinella curviseta) species following ISO protocols. Risk assessment (via Hazard Quotient approach - HQ) was based on the hazardous concentrations for 95% of the species (HC5), derived from chronic Species Sensitivity Distributions (SSD) for clothianidin, and on its predicted environmental concentrations (PEC). Four SSD scenarios were generated with literature and/or this study data, following different data selection criteria (i.e., general, only data from tests using similar formulations, similar soils, or identical soil/formulation). In our experiments, a higher clothianidin toxicity (EC50-based) was found for collembolans (varying from 0.11 to 0.28 mg kg(-1) between species) followed by the earthworms (4.35 mg kg(-1)), while the enchytraeids were the least sensitive (33.5 mg kg(-1)). HQ indicated a significant risk of clothianidin to soil invertebrates because the estimated PEC were at least 16.6 times higher than HC5 and are expected to affect the whole group of collembolans. Despite the criteria for data inclusion have influenced the HC5 values, no substantial changes were observed for the risk outcomes. To our knowledge, this is the first study assessing the chronic ecological risk of clothianidin to beneficial soil fauna based on a probabilistic SSD approach. Data from this study can help to derive more reliable protection thresholds for clothianidin in soils."
nagycited49,Guy,NO,"Maldonado-Reina, Antonio Jesus; Lopez-Ruiz, Rosalia; Frenich, Antonia Garrido; Arrebola, F. Javier; Romero-Gonzalez, Roberto",Co-formulants in plant protection products: An analytical approach to their determination by gas chromatography-high resolution mass accuracy spectrometry,TALANTA,234,NA,NA,10.1016/j.talanta.2021.122641,2021,"In the present study, 12 volatile benzene and naphthalene derived co-formulants were identified by suspect screening and unknown analysis in 14 plant protection products (PPPs) corresponding to several types of formulations, as emulsifiable concentrates (EC), suspension concentrates (SC), dispersible concentrates (DC) and ZC, which is a mixture of a capsule suspension (CS) in an SC, containing either difenoconazole or chlorantraniliprole as main active ingredients. The selected technique was gas chromatography coupled to Q-Orbitrap high resolution mass accuracy spectrometry (GC-Q-Orbitrap-MS), providing efficient separation and detection of all identified compounds. Finally, 42 compounds were tentatively identified, and 12 of them were confirmed and quantified using analytical standards. Results showed that the applied methodology was able to detect these coformulants at concentrations as low as 0.03 g/L (tert-butylbenzene), encompassing a wide concentration range, up to 9.63 g/L (pentamethylbenzene). Pentamethylbenzene was the only compound detected in all studied samples."
nagycited50,Guy,NO,"Elumalai, Punniyakotti; Yi, Xiaohui; Cai, Tingting; Xiang, Wei; Huang, Chaoguang; Huang, Mingzhi; Ying, Guang-Guo",Photo-biodegradation of imidacloprid under blue light-emitting diodes with bacteria and co-metabolic regulation,ENVIRONMENTAL RESEARCH,201,NA,NA,10.1016/j.envres.2021.111541,2021,"Imidacloprid (IMI) is existence in the soil environment with a half-life habitually more than hundred days. This study targets to determine, identify and characterize photo-biodegradation bacteria from neonicotinoids (NEOs) contaminated agricultural field soils. The sub-surface soil had a higher level contamination of NEOs, in specifically greater concentration of IMI (3445.2 +/- 0.09 mu g/g) and thiacloprid (4084.4 +/- 0.09 mu g/g) has been found. Three bacteria Ralstonia pickettii (PBMS-2), Bacillus cereus (PBMS-3) and Shinella zoogloeoides (PBMS-4) was identified from soil-free stable enrichment cultures. The biodegradability of IMI (50 mg L-1) by three bacteria under different colors of light-emitting diodes (LEDs) with a constant 12 V power supply was tested and found that the blue-LEDs had greatest efficiency in supporting biodegradation of IMI which is called photo biodegradation. In specific, the rate of photo-biodegradation of IMI by Ralstonia pickettii (87%), Bacillus cereus (80%) and Shinella zoogloeoides (80%) was measured. Besides this study also tested the effect of aeration (rpm), pH, and temperature on photo-biodegradation of IMI. There were seven intermediate metabolites were measured as biodegradation products of IMI under photo-biodegradation conditions and they are; IMI-urea, IMI-desnitro, 6-chloronicotinic acid, 6-hydroxy nicotinic acid, IMI-aminoguanidine, IMI-nitrosoguanidine and 4,5-hydroxy IMI, these metabolites are may non-toxic to the environment."
nagycited51,Guy,NO,"Centner, Terence J.",Pesticide Usage Is Compromising People's Health in the United States: Ideas for Reducing Damages,AGRICULTURE-BASEL,11,NA,NA,10.3390/agriculture11060486,2021,"The development of synthetic pesticides has provided new tools for addressing troublesome pests. A review of parts of the registration process for pesticides in the United States identifies an outdated evaluation system that undervalues health damages. Registration fails to adequately consider co-formulants and effects of exposure to multiple chemicals. Frustration with failures to protect people and property from damages accompanying pesticide usage has led injured plaintiffs to resort to tort lawsuits to secure relief. However, litigation involves compensating injured persons after they are injured rather than preventing injury. A more proactive approach would be to prevent situations that injure people. This paper offers four ideas to reduce health damages accompanying pesticide usage. Slight adjustments to pesticide registration requirements can offer greater protection for people's health."
nagycited52,Guy,NO,"Le Cor, Francois; Slaby, Sylvain; Dufour, Vincent; Iuretig, Alain; Feidt, Cyril; Dauchy, Xavier; Banas, Damien",Occurrence of pesticides and their transformation products in headwater streams: Contamination status and effect of ponds on contaminant concentrations,SCIENCE OF THE TOTAL ENVIRONMENT,788,NA,NA,10.1016/j.scitotenv.2021.147715,2021,"In France, more than 90% of monitored watercourses are contaminated with pesticides. This high contamination level increases at the head of agricultural watersheds, where dilution capacities are low and transport from treated lands is direct. Ponds, numerous around headwater streams, could provide additional protection against pesticide pollution. Because of their long hydraulic residence time and large water volumes, they mitigate pesticide concentrations between upstream and downstream rivers. However, pesticide transformation products may also be responsible for the degradation of environments, owing to their presence at high concentrations and their persistence, but related data are scarce, particularly because of their high level of molecular diversity. We first reported on the state of water contamination in agricultural headwater streams, based on high frequency water sampling. Analysis of 67 molecules (HPLC-ESI-MS/MS) showed pesticides and pesticide transformation product mixtures of up to 29 different compounds in one sample. Regardless of the sampling location, transformation products represented at least 50% of the detected compounds. Then, we demonstrated the capacity of a pond to reduce contaminant concentrations in downstream rivers for 90% of the detected compounds. Upstream from this pond, environmental quality or ecotoxicological standards were exceeded during sampling, with pesticide and transformation product sum concentrations of up to 27 mu g/L. Downstream from the study pond, few exceedances were observed, with a maximum total concentration of 2.2 mu g/L, reflecting significant water quality improvement. (c) 2021 Elsevier B.V. All rights reserved."
nagycited53,Guy,YES,"Truzzi, Francesca; Mandrioli, Daniele; Gnudi, Federica; Scheepers, Paul T. J.; Silbergeld, Ellen K.; Belpoggi, Fiorella; Dinelli, Giovanni",Comparative Evaluation of the Cytotoxicity of Glyphosate-Based Herbicides and Glycine in L929 and Caco2 Cells,FRONTIERS IN PUBLIC HEALTH,9,NA,NA,10.3389/fpubh.2021.643898,2021,"Introduction: Glyphosate, an amino acid analog of glycine, is the most widely applied organophosphate pesticide worldwide and it is an active ingredient of all glyphosate-based herbicides (GBHs), including the formulation Roundup.  While glycine is an essential amino acid generally recognized safe, both epidemiological and toxicological in vivo and in vitro studies available in literature report conflicting findings on the toxicity of GBHs. In our earlier in vivo studies in Sprague-Dawley rats we observed that exposure to GBHs at doses of glyphosate of 1.75 mg/kg bw/day, induced different toxic effects relating to sexual development, endocrine system, and the alteration of the intestinal microbiome. In the present work, we aimed to comparatively test in in vitro models the cytotoxicity of glycine and GBHs.Methods: We tested the cytotoxic effects of glycine, glyphosate, and its formulation Roundup Bioflow at different doses using MTT and Trypan Blue assays in human Caco2 and murine L929 cell lines.Results: Statistically significant dose-related cytotoxic effects were observed in MTT and Trypan Blue assays in murine (L929) and human (Caco2) cells treated with glyphosate or Roundup Bioflow. No cytotoxic effects were observed for glycine. In L929, Roundup Bioflow treatment showed a mean IC50 value that was significantly lower than glyphosate in both MTT and Trypan Blue assays. In Caco2, Roundup Bioflow treatment showed a mean IC50 value that was significantly lower than glyphosate in the MTT assays, while a comparable IC50 was observed for glyphosate and Roundup Bioflow in Trypan Blue assays. IC50 for glycine could not be estimated because of the lack of cytotoxic effects of the substance.Conclusion: Glyphosate and its formulation Roundup Bioflow, but not glycine, caused dose-related cytotoxic effects in in vitro human and murine models (Caco2 and L929). Our results showed that glycine and its analog glyphosate presented different cytotoxicity profiles. Glyphosate and Roundup Bioflow demonstrate cytotoxicity similar to other organophosphate pesticides (malathion, diazinon, and chlorpyriphos)."
nagycited54,Guy,NO,"Arif, Amin; Quds, Ruhul; Mahmood, Riaz","Bioallethrin enhances generation of ROS, damages DNA, impairs the redox system and causes mitochondrial dysfunction in human lymphocytes",SCIENTIFIC REPORTS,11,NA,NA,10.1038/s41598-021-87799-3,2021,"Bioallethrin is a synthetic pesticide that is widely used to control insect pests. The wide use of bioallethrin has resulted in inevitable human exposure. In this study we report the effect of different concentrations of bioallethrin (10 to 200 mu M, 2 h at 37 degrees C) on human lymphocytes under in vitro conditions. Bioallethrin treatment resulted in loss of cell viability (>30% at 200 mu M bioallethrin). Oxidative stress markers like lipid peroxidation and protein oxidation were significantly increased accompanied by lower ratio of reduced to oxidized glutathione. Enhanced ROS generation was observed through fluorescence spectroscopy and microscopy. Bioallethrin-induced oxidative stress also compromised the antioxidant defence as it reduced antioxidant capacity of cells and inhibited major antioxidant enzymes. Biomolecular modifications and systemic toxicity by bioallethrin resulted in plasma membrane damage with mitochondrial depolarization. Comet assay showed nuclear DNA fragmentation and strand scission with significant increase in tail length and olive tail moment. Apoptosis and necrosis of cells was confirmed through acridine orange/ethidium bromide dual staining and visualization under fluorescence microscope. Thus, bioallethrin causes oxidative damage and compromises the antioxidant system leading to DNA damage, cellular and organelle toxicity, resulting in apoptosis and necrosis of human lymphocytes."
nagycited55,Guy,NO,"Straw, Edward A.; Carpentier, Edward N.; Brown, Mark J. F.",Roundup causes high levels of mortality following contact exposure in bumble bees,JOURNAL OF APPLIED ECOLOGY,58,1167,1176,10.1111/1365-2664.13867,2021,"Pollinators underpin global food production, but they are suffering significant declines across the world. Pesticides are thought to be important drivers of these declines. Herbicides are the most widely applied type of pesticides and are broadly considered 'bee safe' by regulatory bodies who explicitly allow their application directly onto foraging bees. We aimed to test the mortality effects of spraying the world's most popular herbicide brand (Roundup(R)) directly onto bumble bees Bombus terrestris audax.We used three Roundup(R) products, the consumer products Roundup(R) Ready-To-Use and Roundup(R) No Glyphosate, the agricultural product Roundup(R) ProActive, as well as another herbicide with the same active ingredient (glyphosate), Weedol(R). Label recommended pesticide concentrations were applied to the bees using a Roundup(R) Ready-To-Use spray bottle.Bees exhibited 94% mortality with Roundup(R) Ready-To-Use(R) and 30% mortality with Roundup(R) ProActive(R), over 24 hr. Weedol(R) did not cause significant mortality, demonstrating that the active ingredient, glyphosate, is not the cause of the mortality. The 96% mortality caused by Roundup(R) No Glyphosate supports this conclusion. Dose-dependent mortality caused by Roundup(R) Ready-To-Use, further confirms its acute toxicity. Roundup(R) products caused comprehensive matting of bee body hair, suggesting that surfactants, or other co-formulants in the Roundup(R) products, may cause death by incapacitating the gas exchange system.These mortality results demonstrate that Roundup(R) products pose a significant hazard to bees, in both agricultural and urban systems, and that exposure of bees to them should be limited.Synthesis and applications. Surfactants, or other co-formulants, in herbicides and other pesticides may contribute to global bee declines. We recommend that, as a precautionary measure until co-formulant identities are made public, label guidelines for all pesticides be altered to explicitly prohibit application to plants when bees are likely to be foraging on them. As current regulatory topical exposure toxicity testing inadequately assesses toxicity of herbicide products, we call for pesticide companies to release the full list of ingredients for each pesticide formulation, as lack of access to this information hampers research to determine safe exposure levels for beneficial insects in agro-ecosystems."
nagycited56,Guy,NO,"Bordalo, Maria D.; Machado, Ana L.; Campos, Diana; Coelho, Sonia D.; Rodrigues, Andreia C. M.; Lopes, Isabel; Pestana, Joao L. T.",Responses of benthic macroinvertebrate communities to a Bti-based insecticide in artificial microcosm streams,ENVIRONMENTAL POLLUTION,282,NA,NA,10.1016/j.envpol.2021.117030,2021,"Bioinsecticides based on the bacterium Bacillus thuringiensis subsp. israelensis (Bti) are increasingly being applied directly into aquatic compartments to control nuisance mosquitoes and blackflies and are generally considered environmentally friendly alternatives to synthetic insecticides. Bti-based insecticides are considered highly selective, being Diptera-specific, and supposedly decompose rapidly in the environment. Nevertheless, their safety to non-target species and freshwater ecosystems has been questioned by recent studies, which in fact document possible indirect effects in aquatic food webs such as the decrease of prey availability to predators. This work aimed to evaluate the potential effects of a Bti-based insecticide (VectoBac (R) 12AS) on a freshwater macroinvertebrate community and on stream ecological functions by using artificial microcosm streams. Artificial microcosm streams were colonized with a macroinvertebrate community plus periphyton collected in a stream together with Alnus glutinosa leaf packs. They were exposed for 7 days to different Bti treatments (0, 12, 120, 1200 mu g/L), which are within the recommended concentrations of application in aquatic compartments for blackfly and mosquito control. Besides invertebrate community structure and abundance, effects were evaluated regarding leaf decomposition and primary production as measures of ecosystem functioning. Community structure was significantly altered in all Bti treatments after 7 days of exposure, mostly due to a decline in chironomids, followed by oligochaetes, which both belong to the deposit-feeders' functional group. Direct effects on oligochaetes are surprising and require further research. Also, reductions of leaf decomposition due to Bti-induced sublethal effects on shredders (reduced feeding) or mortality of chironomids (that can also feed on coarse organic matter) observed in our study, represent potential indirect effects of Bti in aquatic ecosystems. Our short-exposure experiment evidenced some negative effects on stream benthic invertebrate communities and on ecosystem functioning that must be considered whenever Bti is used in water bodies for blackfly or mosquito control programs. (C) 2021 Elsevier Ltd. All rights reserved."
nagycited57,Guy,NO,"Feng, Jianguo; Ma, Yingjian; Chen, Zhiyang; Liu, Qi; Yang, Jinghan; Gao, Yuan; Chen, Wang; Qian, Kun; Yang, Wenchao","Development and Characterization of Pyriproxyfen-Loaded Nanoemulsion for Housefly Control: Improving Activity, Reducing Toxicity, and Protecting Ecological Environment",ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9,4988,4999,10.1021/acssuschemeng.0c08105,2021,"Nanoemulsion provides an effective way for the efficient, safe, and environmentally friendly use for pesticides. In this study, the influence of the type, dosage of emulsifier, and emulsifying process on the formation and stability of nanoemulsion were investigated. On this basis, the optimal nanoemulsion formula loaded with pyriproxyfen was obtained. Pyriproxyfen (5%) and polyoxyethylene castor oil ether (6%; EL-20) were dissolved in hydrocarbon solvent (5%; S-100) with deionized water replenished to 100%. Compared with oil-in-water emulsion (EW) and emulsifiable concentrate (EC), the longest drying time ensured that the nanoemulsions had a more durable control effect. The pyriproxyfen-loaded nanoemulsions had a high pupation inhibition rate and 100% eclosion inhibition rate. In addition, at 7 and 14 days, the 50% lethal concentrations (LC50) of pyriproxyfen-loaded nanoemulsions to Eisenia fetida were 1450.63 and 804.19 mg/kg, respectively, indicating their low acute toxicity to earthworms and environmental friendliness. Moreover, the pyriproxyfen-loaded nanoemulsions showed a low apoptosis rate (5.29%), whose value was considerably lower than that of EW (29.51%) and EC (9.45%), indicating a low toxicity to human hepatocyte L02 cells. This research facilitated the design and fabrication of nanoemulsions for water-insoluble pesticides to enhance the insecticidal activity, lower the cytotoxicity, and reduce environmental pollution of such chemicals."
nagycited58,Guy,NO,"Tang, Gang; Tian, Yuyang; Niu, Junfan; Tang, Jingyue; Yang, Jiale; Gao, Yunhao; Chen, Xi; Li, Xuan; Wang, Huachen; Cao, Yongsong",Development of carrier-free self-assembled nanoparticles based on fenhexamid and polyhexamethylene biguanide for sustainable plant disease management,GREEN CHEMISTRY,23,2531,2540,10.1039/d1gc00006c,2021,"The utilization of nanotechnology for the design of pesticide formulations has enormous potential to enhance the efficiency of pesticides and reduce their adverse impacts on the environment. However, the complicated fabrication process of nanosized carriers and their multi-step chemical modifications greatly restrict the practical applications of nanocarrier-based formulations. To address these issues, herein, self-assembled nanoparticles (NPs) based on fungicide fenhexamid (FHA) and polyhexamethylene biguanide (PHMB) were constructed by the electrostatic and hydrophobic interactions between FHA and PHMB in water solution without using carriers or adjuvants. The optimal temperature and mass ratio between FHA and PHMB for the formation of NPs were 60 degrees C and 10 : 7, respectively. Obtained spherical NPs with sizes of 50-250 nm were stable in neutral and acidic aqueous mediums and displayed desirable physicochemical properties (strong surface positive charges, low conductivity, high light stability, and good surface activity). Moreover, the combination of FHA and PHMB by the self-assembly of NPs had a synergistic effect on the antimicrobial activity, and NPs exhibited higher activities against Pseudomonas syringae pv. lachrymans, Botrytis cinerea, and Sclerotinia sclerotiorum than FHA and PHMB. Furthermore, the results of the genotoxicity evaluation in Vicia faba showed that the prepared NPs did not further increase the cytotoxicity of FHA. Overall, the formation of co-self-assembly nanoparticles of FHA and PHMB via a simple and green approach may be a novel avenue for sustainable plant disease management and provides inspiration to construct new nano-based pesticide formulations."
nagycited59,Guy,NO,"da Silva Pinto, Thandy Junio; Moreira, Raquel Aparecida; da Silva, Lais Conceicao Menezes; Yoshii, Maria Paula Cardoso; Goulart, Bianca Veloso; Fraga, Priscille Dreux; da Silva Rolim, Victor Luiz; Montagner, Cassiana Carolina; Daam, Michiel Adriaan; Espindola, Evaldo Luiz Gaeta","Toxicity of fipronil and 2,4-D formulations (alone and in a mixture) to the tropical amphipod Hyalella meinerti",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,28,38308,38321,10.1007/s11356-021-13296-9,2021,"Conventional farming uses a large volume of pesticides that may reach aquatic ecosystems. This is also the case for the insecticide fipronil and the herbicide 2,4-D, which are widely used in many crops. This study aimed at evaluating the individual and mixture toxicity of these pesticides to the tropical amphipod Hyalella meinerti. To this end, acute toxicity tests (96 h) were conducted. Chronic bioassays (10 days) were also carried out, in which the body length and dry biomass were evaluated as endpoints. In addition, a complete factorial mixture chronic toxicity test was carried out. H. meinerti was sensitive to fipronil in the acute toxicity tests, with a LC50-96-h of 0.86 mu g L-1 (95% CI 0.26-0.46), and no acute effects were observed after 2,4-D exposure even at the highest test concentration of 100 mg L-1. In the chronic toxicity tests, all tested concentrations of both pesticides decreased the growth of H. meinerti, in which losses on biomass reached 45% and 65% for 2,4-D and fipronil, respectively. The pesticide mixture indicated antagonism although it still significantly decreased the body growth. The results obtained indicate a high sensitivity of H. meinerti exposed to environmentally realistic concentrations, demonstrating that there are risks for the species in real field conditions."
