STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,VOLUME,LPAGES,UPAGES,DOI,YEAR,ABSTRACT
coxcited151,Guy,NO,"Perez-Iglesias, J. M.; Ruiz de Arcaute, C.; Nikoloff, N.; Dury, L.; Soloneski, S.; Natale, G. S.; Larramendy, M. L.","The genotoxic effects of the imidacloprid-based insecticide formulation Glacoxan Imida on Montevideo tree frog Hypsiboas pulchellus tadpoles (Anura, Hylidae)",ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,104,120,126,10.1016/j.ecoenv.2014.03.002,2014,"The neonicotinoid insecticide imidacloprid (IMI) affects the insect central nervous system and is successfully applied to control pests for a variety of agricultural crops. In the current study, acute toxicity and genotoxicity of the IMI-containing commercial formulation insecticide Glacoxan Imida (35 percent IMI) was evaluated on Hypsiboas pulchellus (Anura: Hylidae) tadpoles exposed under laboratory conditions. A lethal effect was evaluated as the end point for lethality, whereas micronucleus (MN) frequency and DNA single-strand breaks evaluated by the single cell gel electrophoresis (SCGE) assay were employed as end points for genotoxicity. Sublethal end points were assayed within the 12.5-37.5 mg/L IMI concentration range. Experiments were performed on tadpoles at stage 36 (range, 35-37) according to the classification proposed by Gosner. Lethality studies revealed an LC60 96 h value of 52.622 mg/L IMI. Increased frequency of MNs was only observed when 25.0 mg/L was assayed for 96 h, whereas no other nuclear abnormalities were induced. Increase of the genetic damage index was observed at 48 h of treatment within the 12.5-37.5 mg/L concentration range, whereas an increased frequency of DNA damage was observed only in tadpoles treated with 37.5 mg/L IMI for 96 h. This study represents the first evidence of the acute lethal and genotoxic effects exerted by IMI on tadpoles of an amphibian species native to Argentina under laboratory conditions. (C) 2014 Elsevier Inc. All rights reserved."
coxcited152,Guy,NO,"Berenstein, Giselle A.; Hughes, Enrique A.; March, Hugo; Rojic, Guillermo; Zalts, Anita; Montserrat, Javier M.",Pesticide potential dermal exposure during the manipulation of concentrated mixtures at small horticultural and floricultural production units in Argentina: The formulation effect,SCIENCE OF THE TOTAL ENVIRONMENT,472,509,516,10.1016/j.scitotenv.2013.11.071,2014,"Potential dermal exposure measurements of horticultural and floricultural field operators that handled concentrated pesticides showed a correlation with the types of formulations used (liquid or solid) during the mix and load stage. For liquid formulations, hand exposure was 22-62 times greater than that for solid ones. The dermal exposure mechanism was studied for this formulation under laboratory conditions, finding that the rupture of the aluminum seal of the pesticide container and the color of the liquid formulation are important factors. Additionally, significant external surface contamination of pesticide containers collected at horticultural farms was found. This could partially account for the differences between the exposure levels of field and laboratory experiments for liquid formulations. (C) 2013 Elsevier B.V. All rights reserved."
coxcited153,Guy,NO,"Nikoloff, Noelia; Natale, Guillermo S.; Marino, Damian; Soloneski, Sonia; Larramendy, Marcelo L.",Flurochloridone-based herbicides induced genotoxicity effects on Rhinella arenarum tadpoles (Anura: Bufonidae),ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,100,275,281,10.1016/j.ecoenv.2013.10.021,2014,"Acute toxicity and genotoxicity of the flurochloridone (FLC)-containing commercial formulation herbicides Twin Pack Gold (R) (25 percent a.i.) and Rainbow (R) (25 percent a.i.) were evaluated on Rhinella arenarum (Anura: Bufonidae) tadpoles exposed under laboratory conditions. Lethal effect was evaluated as end point for lethality, whereas frequency of micronuclei (MN) and single cell gel electrophoresis (SCGE) were employed as end points for genotoxicity. Lethality studies revealed equivalent LC-50(96) (h) values of 2.96 and 2.85 mg/L for Twin Pack Gold (R) and Rainbow (R), respectively. Twin Pack Gold (R) did not induce DNA damage at the chromosomal level, whereas Rainbow (R) increased the frequency of MN only when the lowest concentration (0.71 mg/L) was used. However, all concentrations of Twin Pack Gold (R) and Rainbow (R) increased the frequencies of primary DNA lesions estimated by alkaline SCGE. This study represents the first evidence of the acute toxic and genotoxic effects exerted by two FLC-based commercial formulations, Twin Pack Gold (R) and Rainbow (R), on tadpoles of an amphibian species native to Argentina under laboratory conditions. Finally, our findings highlight the importance of minimizing the impacts on nontarget living species exposed to agrochemicals. (C) 2013 Elsevier Inc. All rights reserved."
coxcited154,Guy,YES,"Coors, Anja; Weisbrod, Barbara; Schoknecht, Ute; Sacher, Frank; Kehrer, Anja",PREDICTING ACUTE AND CHRONIC EFFECTS OF WOOD PRESERVATIVE PRODUCTS IN DAPHNIA MAGNA AND PSEUDOKIRCHNERIELLA SUBCAPITATA BASED ON THE CONCEPT OF CONCENTRATION ADDITION,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,33,382,393,10.1002/etc.2431,2014,"The current European legislation requires that combined effects of the active substances and any substance of concern contained in biocidal products are taken into account in environmental risk assessment. The hypothesis whether the consideration of active substances together with all formulation additives that are labeled as presenting an environmental hazard is sufficient for a reliable environmental risk assessment was tested in the present study by investigating 3 wood preservative products. Relevant single substances in the products, some of their generic mixtures, the biocidal products themselves, and aqueous eluates prepared from the products (representing potential environmental mixtures) were tested for effects on algal growth and Daphnia acute immobilization as well as reproduction. Predictions for the products and the eluates were based on the concept of concentration addition and were mostly found to provide reliable or at least protective estimates for the observed acute and chronic toxicity of the mixtures. The mixture toxicity considerations also indicated that the toxicity of each product was dominated by just 1 of the components, and that assessments based only on the dominating substance would be similarly protective as a full-mixture risk assessment. Yet, there remained uncertainty in some cases that could be related to the toxicity of transformation products, the impact of unidentified formulation additives, or synergistic interaction between active substances and formulation additives. (c) 2013 SETAC"
coxcited155,Guy,maybe,"Zhu, Wanyi; Schmehl, Daniel R.; Mullin, Christopher A.; Frazier, James L.","Four Common Pesticides, Their Mixtures and a Formulation Solvent in the Hive Environment Have High Oral Toxicity to Honey Bee Larvae",PLOS ONE,9,,,10.1371/journal.pone.0077547,2014,"Recently, the widespread distribution of pesticides detected in the hive has raised serious concerns about pesticide exposure on honey bee (Apis mellifera L.) health. A larval rearing method was adapted to assess the chronic oral toxicity to honey bee larvae of the four most common pesticides detected in pollen and wax - fluvalinate, coumaphos, chlorothalonil, and chloropyrifos - tested alone and in all combinations. All pesticides at hive-residue levels triggered a significant increase in larval mortality compared to untreated larvae by over two fold, with a strong increase after 3 days of exposure. Among these four pesticides, honey bee larvae were most sensitive to chlorothalonil compared to adults. Synergistic toxicity was observed in the binary mixture of chlorothalonil with fluvalinate at the concentrations of 34 mg/L and 3 mg/L, respectively; whereas, when diluted by 10 fold, the interaction switched to antagonism. Chlorothalonil at 34 mg/L was also found to synergize the miticide coumaphos at 8 mg/L. The addition of coumaphos significantly reduced the toxicity of the fluvalinate and chlorothalonil mixture, the only significant non-additive effect in all tested ternary mixtures. We also tested the common 'inert' ingredient N-methyl-2-pyrrolidone at seven concentrations, and documented its high toxicity to larval bees. We have shown that chronic dietary exposure to a fungicide, pesticide mixtures, and a formulation solvent have the potential to impact honey bee populations, and warrants further investigation. We suggest that pesticide mixtures in pollen be evaluated by adding their toxicities together, until complete data on interactions can be accumulated."
coxcited156,Guy,NO,"Cha, Eun Shil; Jeong, Mihye; Lee, Won Jin",Agricultural Pesticide Usage and Prioritization in South Korea,JOURNAL OF AGROMEDICINE,19,281,293,10.1080/1059924X.2014.917349,2014,"This study aims to review agricultural pesticide usage and trends and to identify hazardous pesticides for regulation, in terms of public health, in South Korea. The authors collected data on usage and trends of agricultural pesticides through agriculture-related databases. Criteria from the US Environmental Protection Agency classification for carcinogenicity, World Health Organization classification for acute toxicity, and European Union prioritization list for endocrine-disrupting chemicals were used for the hazard categorization of identified individual active ingredients. Pesticides to be prioritized among all pesticides used in South Korea between 2007 and 2011 were selected by taking into account the volume of usage, toxicity, and epidemiological evidence. Annual agricultural use of pesticides has increased rapidly from the 1970s to 1990s in South Korea, but has declined since 2001. The quantity of pesticides used in 2011 was reported as 19,131 tons, and was comprised of 34.7% insecticides, 28.0% fungicides, and 27.1% herbicides. The 50 pesticides with the greatest volume of usage accounted for 82.6% of the total volume of pesticides used between 2007 and 2011, with the most-used active ingredient being machine oil, followed by mancozeb and then paraquat. Organophosphates were the most used among the top 50 pesticides. A total of 24 pesticides were selected for recommendation of intensive regulation in South Korea. In conclusion, the authors described the usage and trends of overall agricultural pesticides, which would serve as a fundamental step forward in managing pesticide in terms of public health. Intensive efforts are required for the prevention of potential health effects from the 24 identified pesticides."
coxcited157,Guy,NO,"Holeckova, Beata; Sivikova, Katarina; Dianovsky, Jan; Galdikova, Martina",Effect of triazole pesticide formulation on bovine culture cells,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,48,1080,1088,10.1080/03601234.2013.824224,2013,"To date, most data about the possible genotoxic effect of triazole pesticides are focused on laboratory animals resulting in limited information on further non-target organisms such as cattle. The objective of the present study was to investigate the effect of triazole (tebuconazole/prothioconazole) fungicide formulation on the induction of chromosomal aberrations (CAs), sister chromatid exchanges (SCEs) and DNA fragmentation in bovine cultured lymphocytes. Our results showed that the fungicide formulation did not induce significant number of CAs in bovine cells after 24h treatment. Nevertheless, the dose-dependent reduction of mitotic division was observed, with the strongest effect at 30.0g mL(-1) in both donors (P < 0.01 and P < 0.001, respectively). Prolonged 48h exposure caused the increased level of breaks in treated cultures (3.0-15.0g mL(-1); P < 0.05) and significant decrease in mitotic index (MI). The tested fungicide failed to produce any statistical changes in the SCE frequency neither after 24h nor 48h treatment. However, the significant decline of the proliferation index (PI) was observed after 24h indicating the fungicide influence on cell cycle kinetics. Prolonged 48h exposure caused cytotoxicity reflecting in lower PI value relative to control mainly at the highest fungicide concentrations (30.0g mL(-1), P < 0.001). Using painting probes for bovine chromosomes 1, 5 and 7 (BTA1, BTA5 and BTA7) only low levels of aneuploidies were detected. Significant increase of polyploidy cells (P < 0.05) was induced by a 3.0g mL(-1) dose of the fungicide after 48h. DNA fragmentation assay didn't reveal the presence of DNA nucleosome ladder in cell cultures at any time (24h and 48h) and fungicide concentration."
coxcited158,Guy,YES,"Nikoloff, Noelia; Escobar, Luciana; Soloneski, Sonia; Larramendy, Marcelo L.",Comparative study of cytotoxic and genotoxic effects induced by herbicide S-metolachlor and its commercial formulation Twin Pack Gold (R) in human hepatoma (HepG2) cells,FOOD AND CHEMICAL TOXICOLOGY,62,777,781,10.1016/j.fct.2013.10.015,2013,"The in vitro effects of S-metolachlor and its formulation Twin Pack Gold (96% a.i.) were evaluated in human hepatoma (HepG2) cells. Cytokinesis-blocked micronucleus cytome (CBMN-cyt) and MTT assays as well as Neutral Red uptake were employed for genotoxicity and cytotoxicity evaluation. Activities were tested within the concentration range of 0.25-15 mu g/ml S-metolachlor for 24h of exposure. Both compounds rendered a minor reduction in the NDI although not reaching statistical significance. Results demonstrated that the S-metolachlor was not able to induce MNs. On the other hand, 0.5-6 mu g/ml Twin Pack Gold increased the frequency of MNs. When cytotoxicity was estimated, S-metolachlor was not able to induce either a reduction of lysosomal or mitochondrial activity. Contrarily, whereas 1-15 mu g/ml Twin Pack Gold induced a significant reduction of mitochondrial activity, all tested concentrations of the formulated product induced a significant decrease of lysosomal performance as a function of the concentration of the S-metolachlor-based formulation titrated into cultures. Genotoxicity and cytotoxicity differences obtained with pure S-metolachlor and the commercial S-metolachlor-based formulation indicate that the latter may contain additional unsafe xenobiotics and support the concept of the importance of evaluating not only the active principle but also the commercial formulation when estimating the real hazard from agrochemicals. (C) 2013 Elsevier Ltd. All rights reserved."
coxcited159,Guy,NO,"Chen, Jing; Mullin, Christopher A.",Quantitative Determination of Trisiloxane Surfactants in Beehive Environments Based on Liquid Chromatography Coupled to Mass Spectrometry,ENVIRONMENTAL SCIENCE & TECHNOLOGY,47,9317,9323,10.1021/es4010619,2013,"Organosilicone surfactants are increasingly being applied to agricultural agro-ecosystems as spray adjuvants, and were recently shown to impact the learning ability of honey bees. Here we developed a method for analyzing three trisiloxane surfactants (single polyethoxylate (EO) chain and end-capped with methyl, acetyl, or hydroxyl groups; TSS-CH3, TSS-COCH3, or TSS-H) in beehive matrices based on liquid chromatography coupled to mass spectrometry (LC-MS) and the QuEChERS (quick, easy, cheap, effective, rugged, and safe) approach from less than 2 g of honey, pollen, or beeswax. Recoveries for each oligomer (2-13 EO) were between 66 and 112% in all matrices. Average method detection limits (MDL) were 0.53, 0.60, 0.56 ng/g in honey, 0.63, 0.81, 0.78 ng/g in pollen, and 0.51, 0.69, 0.63 ng/g in beeswax. Five honey, 10 pollen, and 10 beeswax samples were analyzed. Trisiloxane surfactants were detected in every beeswax and 60% of the pollen samples. Total trisiloxane surfactant concentrations were up to 390 and 39 ng/g in wax and pollen. The described method is proved suitable for analyzing trisiloxane surfactants in beehive samples. The presence of trisiloxane surfactants in North American beehives calls for renewed effort to investigate the consequence of these adjuvants to bee health and the ongoing global bee decline."
coxcited160,Guy,NO,"Wagner, Norman; Reichenbecher, Wolfram; Teichmann, Hanka; Tappeser, Beatrix; Loetters, Stefan",Questions concerning the potential impact of glyphosate-based herbicides on amphibians,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,32,1688,1700,10.1002/etc.2268,2013,"Use of glyphosate-based herbicides is increasing worldwide. The authors review the available data related to potential impacts of these herbicides on amphibians and conduct a qualitative meta-analysis. Because little is known about environmental concentrations of glyphosate in amphibian habitats and virtually nothing is known about environmental concentrations of the substances added to the herbicide formulations that mainly contribute to adverse effects, glyphosate levels can only be seen as approximations for contamination with glyphosate-based herbicides. The impact on amphibians depends on the herbicide formulation, with different sensitivity of taxa and life stages. Effects on development of larvae apparently are the most sensitive endpoints to study. As with other contaminants, costressors mainly increase adverse effects. If and how glyphosate-based herbicides and other pesticides contribute to amphibian decline is not answerable yet due to missing data on how natural populations are affected. Amphibian risk assessment can only be conducted case-specifically, with consideration of the particular herbicide formulation. The authors recommend better monitoring of both amphibian populations and contamination of habitats with glyphosate-based herbicides, not just glyphosate, and suggest including amphibians in standardized test batteries to study at least dermal administration. Environ Toxicol Chem 2013;32:1688-1700. (c) 2013 SETAC"
coxcited161,Guy,NO,"Emmanuel Herrera-Gonzalez, Victor; Ruiz-Ordaz, Nora; Galindez-Mayer, Juvencio; Juarez-Ramirez, Cleotilde; Santoyo-Tepole, Fortunata; Marron Montiel, Erick","Biodegradation of the herbicide propanil, and its 3,4-dichloroaniline by-product in a continuously operated biofilm reactor",WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,29,467,474,10.1007/s11274-012-1200-5,2013,"The persistence of propanil in soil and aquatic environments along with the possible accumulation of toxic degradation products, such as chloroanilines, is of environmental concern. In this work, a continuous small-scale bioprocess to degrade the herbicide propanil, its main catabolic by-product, 3,4-dichloroaniline (3,4-DCA), and the herbicide adjuvants is carried out. A microbial consortium, constituted by nine bacterial genera, was selected. The isolated strains, identified by amplification and sequencing of their 16S rDNA, were: Acidovorax sp., Luteibacter (rhizovicinus), Xanthomonas sp., Flavobacterium sp., Variovorax sp., Acinetobacter (calcoaceticus), Pseudomonas sp., Rhodococcus sp., and Kocuria sp. The ability of the microbial consortium to degrade the herbicide was evaluated in a biofilm reactor at propanil loading rates ranging from 1.9 to 36.8 mg L-1 h(-1). Complete removal of propanil, 3,4-DCA, chemical oxygen demand and total organic carbon was obtained at propanil loading rates up to 24.9 mg L-1 h(-1). At higher loading rates, the removal efficiencies decayed. Four of the identified strains could grow individually in propanil, and 3,4-DCA: Pseudomonas sp., Acinetobacter calcoaceticus, Rhodococcus sp., and Xanthomonas sp. The Kokuria strain grew on 3,4-DCA, but not on propanil. The first three bacteria have been related to biodegradation of phenyl urea herbicides or chlorinated anilines. Although some strains of the genera Xanthomonas and Kocuria have a role in the biodegradation of several xenobiotic compounds, as far as we know, there are no reports about degradation of propanil by Xanthomonas or 3,4-DCA by Kocuria species."
coxcited162,Guy,NO,"Marques, C. R.; Goncalves, A. M. M.; Pereira, R.; Goncalves, F.",Ecotoxicological Effects of MIKADO (R) and VIPER (R) on Algae and Daphnids,ENVIRONMENTAL TOXICOLOGY,27,685,699,10.1002/tox.20687,2012,"The toxicity of single and combined formulated herbicides (Mikado (R) and Viper (R)) was assessed on several endpoints in species from two trophic levels: algae growth-Pseudokirchneriella sub-capitata and Chlorella vulgaris-immobilization and life-history traits (only for single compound toxicity) of daphnids-Daphnia longispina and Daphnia magna. Viper was the most toxic formulated herbicide. It was hypothesized that the toxicity of both formulated herbicides could have been enhanced by adjuvants, especially for Viper. In most cases, the sublethal endpoints were the most sensitive and affected by both formulations, comparatively to their acute effects. Concentration addition (CA) and independent action (IA) models provided an accurate description of Mikado and Viper joint action on algae growth and immobilization of daphnids, although significant deviations were always detected. A low-dose antagonism and high-dose synergism were identified for P. subcapitata, whereas C. vulgaris response deviated antagonistically from CA and synergistically from IA. For both daphnids, however, synergistic effects were observed for higher mixture concentrations. Under a regulatory standpoint, CA provided the most conservative estimation either because the mixture effects were overestimated or less subestimated than IA. Overall, the great sensitivity differences observed within species did not allow the conclusion that one trophic level was more tolerant than the other. Instead, P. subcapitata was always the most sensitive species to both herbicide formulations, followed by D. longispina, while D. magna and C. vulgaris were the most tolerant species. On a whole, further studies are needed toward a comprehensive understanding of herbicides mode of action, their effects at lower biological-level endpoints, and under different mixture designs. (C) 2011 Wiley Periodicals, Inc. Environ Toxicol 27: 685-699, 2012."
coxcited163,Guy,NO,"Seralini, Gilles-Eric; Clair, Emilie; Mesnage, Robin; Gress, Steeve; Defarge, Nicolas; Malatesta, Manuela; Hennequin, Didier; de Vendomois, Joel Spiroux",Long term toxicity of a Roundup herbicide and a Roundup-tolerant genetically modified maize (Retracted),FOOD AND CHEMICAL TOXICOLOGY,50,4221,4231,10.1016/j.fct.2012.08.005,2012,"The health effects of a Roundup-tolerant genetically modified maize (from 11% in the diet), cultivated with or without Roundup, and Roundup alone (from 0.1 ppb in water), were studied 2 years in rats. In females, all treated groups died 2-3 times more than controls, and more rapidly. This difference was visible in 3 male groups fed GMOs. All results were hormone and sex dependent, and the pathological profiles were comparable. Females developed large mammary tumors almost always more often than and before controls, the pituitary was the second most disabled organ: the sex hormonal balance was modified by GMO and Roundup treatments. In treated males, liver congestions and necrosis were 2.5-5.5 times higher. This pathology was confirmed by optic and transmission electron microscopy. Marked and severe kidney nephropathies were also generally 1.3-2.3 greater. Males presented 4 times more large palpable tumors than controls which occurred up to 600 days earlier. Biochemistry data confirmed very significant kidney chronic deficiencies: for all treatments and both sexes, 76% of the altered parameters were kidney related. These results can be explained by the non linear endocrine-disrupting effects of Roundup, but also by the overexpression of the transgene in the GMO and its metabolic consequences. (C) 2012 Elsevier Ltd. All rights reserved."
coxcited164,Guy,NO,"McQueen, Heather; Callan, Anna C.; Hinwood, Andrea L.",Estimating maternal and prenatal exposure to glyphosate in the community setting,INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH,215,570,576,10.1016/j.ijheh.2011.12.002,2012,"Glyphosate is a herbicide in common use, in both agricultural and residential settings. Controlled residue studies show that glyphosate persists in food crops, allowing for the potential of a large number of people to be exposed. Glyphosate is generally considered safe however there are a number of studies suggesting formulations or additives that may have adverse health effects. To assess the degree of exposure of pregnant women, this study measured glyphosate in composite food samples and estimated exposure based on food frequency questionnaire. 43 pregnant women were recruited and completed a self administered questionnaire with a food frequency component and provided a composite food sample. Twenty food samples were analysed with very low glyphosate concentrations (mean 0.08 mg/kg, range 0.002-0.5 mg/kg) with residues detected in more than 75% of the samples. Maternal dietary exposure was very low (0.001 mg/kg bw/day) and was considerably lower than the predicted National Estimated Daily Intake of glyphosate (0.02 mg/kg bw/day). The estimated exposure based on measured glyphosate in composite food samples corresponded to 0.4% of the acceptable daily intake for glyphosate, and the predicted concentration from dietary information was 4% which is comparable to the National Estimated Daily Intake of 5.5% of the Acceptable Daily Intake of glyphosate. Prenatal exposures were estimated to be significantly lower. While residues of glyphosate are present in food, this study demonstrates that exposure concentrations are low and confirms the current models used to estimate glyphosate exposure. (C) 2011 Elsevier GmbH. All rights reserved."
coxcited165,Guy,NO,"Abdul, Javeed M.; Colville, Anne; Lim, Richard; Vigneswaran, Saravanamuthu; Kandasamy, Jaya",Use of duckweed (Lemna disperma) to assess the phytotoxicity of the products of Fenton oxidation of metsulfuron methyl,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,83,89,95,10.1016/j.ecoenv.2012.06.014,2012,"Because of pressure on water supplies world-wide, there is increasing interest in methods of remediating contaminated ground waters. However, with some remediation processes, the breakdown products are more toxic than the original contaminant. Organic matter and salinity may also influence degradation efficiency. This study tested the efficiency of Fenton oxidation in degrading the sulfonylurea herbicide metsulfuron methyl (MeS), and tested the reaction products for phytotoxicitv with the Lemna (duckweed) bioassay. The efficiency of degradation by Fenton's reagent (Fe2+ =0.09 mM; H2O2 = 1.76 mM, 4 h) decreased with increasing initial MeS concentration, from 98% with 5 mg/L MeS, to 63% with 70 mg/L MeS. Addition of NaCl (10 mM) and organic matter (humic acid at 0.2 and 2.0 mg C/L as Total Organic Carbon) reduced the efficiency of degradation at low initial MeS concentrations (5 and 10 mg/L), but had no effect at high concentrations. The residual Fenton's reagent after Fenton's oxidation was toxic to Lemna. After removal of residual iron and H2O2, the measured toxicity to Lemna in the treated samples could be explained by the concentrations of MeS as measured by HPLC/UV detection, so there was no evidence of additional toxicity or amelioration due to the by-products or formulation materials. (c) 2012 Elsevier Inc. All rights reserved."
coxcited166,Guy,NO,"Saitua, Hugo; Giannini, Fernando; Perez Padilla, Antonio",Drinking water obtaining by nanofiltration from waters contaminated with glyphosate formulations: Process evaluation by means of toxicity tests and studies on operating parameters,JOURNAL OF HAZARDOUS MATERIALS,227,204,210,10.1016/j.jhazmat.2012.05.035,2012,"Glyphosate formulations toxicity depends on all its components but commercial products only specify the active principle in their label. To treat contaminated waters and to verify if the unknown components which add toxicity have been removed represent a challenge. Nanofiltration and permeate analysis by toxicity tests with fish are an interesting alternative to evaluate the process. Permeates of solutions with concentrations five times above the lethal doses (48 mg/l) did not present toxicity, pointing that all toxic compounds were removed at the same time. Glyphosate rejection over an 80% despite its molecular weight is lower than membrane MWCO, this could be associated to a predominant Donnan exclusion mechanism, combined with dielectric exclusion due to the solute high charge density. Glyphosate concentration did not show any effect over rejection. It increased when pressure was incremented from 2.5 to 4 bar and then remained constant in a 4-10 bar range. Because of dissociation of the glyphosate and the surface charged of the membrane depend on pH value, the rejection increase from 72.5 to 92.5% when pH increase from 4 to 8.5. Studies with river water showed the same behavior with a slight decrease in rejection. (C) 2012 Elsevier B.V. All rights reserved."
coxcited167,Guy,NO,"Beck, Bert; Steurbaut, Walter; Spanoghe, Pieter",How to define green adjuvants,PEST MANAGEMENT SCIENCE,68,1107,1110,10.1002/ps.3308,2012,"The concept green adjuvants is difficult to define. This paper formulates an answer based on two approaches. Starting from the Organisation for Economic Cooperation and Development (OECD) definition for green chemistry, production-based and environmental-impact-based definitions for green adjuvants are proposed. According to the production-based approach, adjuvants are defined as green if they are manufactured using renewable raw materials as much as possible while making efficient use of energy, preferably renewable energy. According to the environmental impact approach, adjuvants are defined as green (1) if they have a low human and environmental impact, (2) if they do not increase active ingredient environmental mobility and/or toxicity to humans and non-target organisms, (3) if they do not increase the exposure to these active substances and (4) if they lower the impact of formulated pesticides by enhancing the performance of active ingredients, thus potentially lowering the required dosage of active ingredients. Based on both approaches, a tentative definition for green adjuvants is given, and future research and legislation directions are set out. Copyright (c) 2012 Society of Chemical Industry"
coxcited168,Guy,NO,"Ciarlo, Timothy J.; Mullin, Christopher A.; Frazier, James L.; Schmehl, Daniel R.",Learning Impairment in Honey Bees Caused by Agricultural Spray Adjuvants,PLOS ONE,7,,,10.1371/journal.pone.0040848,2012,"Background: Spray adjuvants are often applied to crops in conjunction with agricultural pesticides in order to boost the efficacy of the active ingredient(s). The adjuvants themselves are largely assumed to be biologically inert and are therefore subject to minimal scrutiny and toxicological testing by regulatory agencies. Honey bees are exposed to a wide array of pesticides as they conduct normal foraging operations, meaning that they are likely exposed to spray adjuvants as well. It was previously unknown whether these agrochemicals have any deleterious effects on honey bee behavior.Methodology/Principal Findings: An improved, automated version of the proboscis extension reflex (PER) assay with a high degree of trial-to-trial reproducibility was used to measure the olfactory learning ability of honey bees treated orally with sublethal doses of the most widely used spray adjuvants on almonds in the Central Valley of California. Three different adjuvant classes (nonionic surfactants, crop oil concentrates, and organosilicone surfactants) were investigated in this study. Learning was impaired after ingestion of 20 mu g organosilicone surfactant, indicating harmful effects on honey bees caused by agrochemicals previously believed to be innocuous. Organosilicones were more active than the nonionic adjuvants, while the crop oil concentrates were inactive. Ingestion was required for the tested adjuvant to have an effect on learning, as exposure via antennal contact only induced no level of impairment.Conclusions/Significance: A decrease in percent conditioned response after ingestion of organosilicone surfactants has been demonstrated here for the first time. Olfactory learning is important for foraging honey bees because it allows them to exploit the most productive floral resources in an area at any given time. Impairment of this learning ability may have serious implications for foraging efficiency at the colony level, as well as potentially many social interactions. Organosilicone spray adjuvants may therefore contribute to the ongoing global decline in honey bee health."
coxcited169,Guy,NO,"Starks, Sarah E.; Gerr, Fred; Kamel, Freya; Lynch, Charles F.; Alavanja, Michael C.; Sandler, Dale P.; Hoppin, Jane A.",High pesticide exposure events and central nervous system function among pesticide applicators in the Agricultural Health Study,INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,85,505,515,10.1007/s00420-011-0694-8,2012,"While acute pesticide poisoning can be associated with persistent adverse central nervous system (CNS) effects, little is known about the effect of one or more episodic and unusually high pesticide exposure events (HPEE) that typically do not result in acute poisoning. The objective of this investigation was to examine the association between ever having an HPEE and CNS function among licensed pesticide applicators enrolled in the Agricultural Health Study (AHS).In 2006-2008, 693 male participants with no history of a physician-diagnosed pesticide poisoning completed nine neurobehavioral tests to assess memory, motor speed, sustained attention, verbal learning, and visual scanning and processing. Information on ever having an HPEE and pesticide poisonings was obtained from previous AHS interviews. Associations between ever having an HPEE and neurobehavioral outcomes were estimated with linear regression controlling for age and outcome-specific covariates.A history of ever having an HPEE was reported by 156 (23%) participants. Adverse associations were observed between ever having an HPEE and two of the nine neurobehavioral tests. On a test of visual scanning and processing (Digit-Symbol), participants who ever had an HPEE were 4.2 s slower (95% CI: -7.27, -1.11) than those without an HPEE, equivalent to the effect of 3.9 years of age in this population. On a test of visual scanning and motor speed (Sequences A), participants who ever had an HPEE were 2.5 s slower (95% CI: -4.53, -0.41) than those without an HPEE, equivalent to the effect of 3.9 years of age. No significant associations were observed between participants who ever had an HPEE and the remaining neurobehavioral tests.One or more HPEE may contribute to adverse CNS outcomes independent of diagnosed pesticide poisoning."
coxcited170,Guy,YES,"Coors, Anja; Dobrick, Jan; Moeder, Monika; Kehrer, Anja",Mixture toxicity of wood preservative products in the fish embryo toxicity test,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,31,1239,1248,10.1002/etc.1827,2012,"Wood preservative products are used globally to protect wood from fungal decay and insects. We investigated the aquatic toxicity of five commercial wood preservative products, the biocidal active substances and some formulation additives contained therein, as well as six generic binary mixtures of the active substances in the fish embryo toxicity test (FET). Median lethal concentrations (LC50) of the single substances, the mixtures, and the products were estimated from concentrationresponse curves and corrected for concentrations measured in the test medium. The comparison of the experimentally observed mixture toxicity with the toxicity predicted by the concept of concentration addition (CA) showed less than twofold deviation for all binary mixtures of the active substances and for three of the biocidal products. A more than 60-fold underestimation of the toxicity of the fourth product by the CA prediction was detected and could be explained fully by the toxicity of one formulation additive, which had been labeled as a hazardous substance. The reason for the 4.6-fold underestimation of toxicity of the fifth product could not be explained unambiguously. Overall, the FET was found to be a suitable screening tool to verify whether the toxicity of formulated wood preservatives can reliably be predicted by CA. Applied as a quick and simple nonanimal screening test, the FET may support approaches of applying component-based mixture toxicity predictions within the environmental risk assessment of biocidal products, which is required according to European regulations. Environ. Toxicol. Chem. 2012;31:12391248. (c) 2012 SETAC"
