DOI,yes_count,no_count,total,TITLE,STUDY_ID,AUTHORS,YEAR,ABSTRACT,JOURNAL,VOLUME,LPAGES,UPAGES,TYPE
10.1007/s10646-024-02806-3,6,0,6,Acute toxicity of chlorpyrifos to some non-target freshwater organisms: which one is more toxic—technical grade or commercial formulation?,130,Majumder R.,2024,"Chlorpyrifos is among the most widely sold organophosphates in the agriculture sector worldwide. Static bioassays were performed in the laboratory to compare the acute toxicity between the technical grade (94% a.i.) and commercial formulation (20% EC) of chlorpyrifos to four freshwater organisms: the crustacean zooplankton Cyclops viridis, the oligochaete worm Branchiura sowerbyi, the gastropod Pila globosa, and tadpole larvae of Duttaphrynus melanostictus. The recovery of actual chlorpyrifos concentrations in water after 2 h of exposure to the nominal concentrations ranged from 82.98% to 88.56%. The commercial formulation (F) of chlorpyrifos was found to be 1.94 to 2.76 times more toxic than the technical grade (T). Based on 96 h LC50 values of T and F chlorpyrifos, C. viridis was found to be most sensitive (0.56 and 0.25 μg/L) and P. globosa as most tolerant (1482 and 536 μg/L) to chlorpyrifos. Changes in LC50 values of both T and F chlorpyrifos were noted in respect of exposure hours for the three aquatic invertebrates and the tadpole larvae of the toad. In conclusion, the acute toxicity of chlorpyrifos to some non-target freshwater organisms differs between technical grade and commercial formulations. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.",Ecotoxicology,33,1171,1179,Normal
10.1007/s11051-023-05811-5,2,0,2,Application and perspectives of nanopesticides in agriculture,551,Ding Y.; Wang Q.; Zhu G.; Zhang P.; Rui Y.,2023,"Nanopesticide is an important application of nanotechnology in the agriculture for the past 20 years, which has received significant attention in controlled release and targeted transport as well as reduced dosage, with sizes typically less than 100 nm and large relative surface area. Despite the great role played by nanopesticides in pest and disease control, their toxicological effects cannot be ignored. But the state of knowledge on the biotoxicological effects of nanopesticides is limited, particularly regarding to their environmental fate and behavior. Based on this situation, we discuss the characteristics and applications of five examples of nanopesticide formulations whose nanomaterials react with active ingredients; we analyze the behavior and ecotoxicity of nanopesticides in the environment, mainly in soil and the three aspects of toxic effects; and we discuss the issues that need attention in risk assessment and management. Although there are some challenges and concerns about nanopesticides, in the long run, nanopesticides are worthy of further study and have good prospects for development. © 2023, The Author(s), under exclusive licence to Springer Nature B.V.",Journal of Nanoparticle Research,25,NA,NA,Review
10.1007/s11356-024-35221-6,1,0,1,"Toxicity of paclobutrazol-based pesticide on Lactuca sativa L.: germination, seedling development, and DNA damage",166,Silveira G.L.; dos Santos F.E.; Alvarenga I.F.S.; de Lima M.G.F.; Bicalho E.M.; Andrade-Vieira L.,2024,"Paclobutrazol, a fungicide of the triazole class, is widely used as an inducer of early flowering and fruiting by inhibiting gibberellin formation. However, biological assays using model organisms to evaluate their cytogenotoxic and mutagenic potential are still scarce. Therefore, this study aimed to investigate the effects of the commercial product Cultar® 250 SC (CP) and the pure substance (PBZ) on the germination and initial seedling development of Lactuca sativa L. (lettuce), in addition to evaluating the effects of CP on the mitotic activity and DNA, as we believe that PBZ has a greater toxic potential than CP on seed germination, and that the latter has cytogenotoxic and mutagenic effects on L. sativa. Lettuce seeds treated with CP and with PBZ in the doses of 0.25, 0.50, 1, 1.5, and 2 g L−1 showed significant reductions in germination rate, as well the CP reduced the root and initial development seedling development. PBZ showed greater inhibition of germination compared to CP. In direct exposure to PBZ, there was not sufficient seedling development for analysis, while in discontinuous treatment, there was inhibition of root growth (except for doses of 0.25 and 0.50 g L−1) and in the development of the aerial part. While no mitodepressive effect was observed in meristematic cells treated with CP, increased frequencies of chromosomal alterations, including condensed nuclei and micronuclei, were evident in both meristematic cells and the F1 region. The Comet assay further demonstrated higher levels of DNA damage at higher paclobutrazol doses, supporting the findings of increased micronucleus frequencies. Consequently, it can be concluded that the CP exhibits greater toxicity towards seed germination compared to lettuce seedlings, and PBZ has a greater toxic potential than CP in relation to these parameters. However, the impact of CP on seedlings was relatively minimal, as evidenced by their limited effects on development, cell proliferation, and DNA, suggesting a slight toxicity of this agent. Therefore, we infer that Cultar® 250 SC should be used with caution. Thus, this study emphasizes the importance of employing joint analyses to better elucidate and correlate the mechanisms of action of potentially toxic substances. Furthermore, it provides a basis for discussing the application of Cultar® 250 SC and seeking more sustainable alternatives in food production. Graphical abstract: (Figure presented.) © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2024.",Environmental Science and Pollution Research,31,59977,59989,Normal
10.1007/s11356-025-35936-0,1,0,1,"Impact of glyphosate herbicide exposure on sperm motility, fertilization, and embryo-larval survival of pejerrey fish (Odontesthes bonariensis)",64,Menéndez-Helman R.J.; Gárriz Á.; del Carmen Ríos de Molina M.; Miranda L.A.,2025,"The herbicide glyphosate is widely used in agricultural practices around the world, can reach aquatic environments, and potentially impact non-target organisms. This study aimed to investigate the effects of glyphosate exposure (both as the active ingredient and its formulated product) on sperm quality, fertilization success, and development of pejerrey (Odontesthes bonariensis), a native freshwater fish species from Argentina. Results revealed a statistically significant increase in sperm motility at the highest concentration of the formulated product. In contrast, exposure to the active ingredient resulted in a decrease in certain motility parameters. Fertilization assays and embryonic development showed no notable effects in exposed groups. There were no effects in the morphology or temporal evolution of the embryonic stages, nor in the hatching rate. In contrast, larvae exposed to the formulated product exhibited a significant increase in mortality rates, reaching 100% mortality at the highest concentration within a few hours. These findings suggest differential susceptibility between embryos and larvae to glyphosate exposure and highlight the importance of simultaneously assessing the impacts of both the active ingredient and the entire formulation of glyphosate on freshwater fish reproduction and development. © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2025.",Environmental Science and Pollution Research,32,3718,3728,Normal
10.1016/B978-0-443-15570-3.00012-0,1,0,1,Nanotoxicity of agrochemicals to aquatic environment,359,Jampílek J.; Kráľová K.,2024,"As a result of the runoff losses of agrochemicals that have been used in excessive amounts over the last few decades from agricultural soils, the levels of these harmful chemicals have also increased in the aquatic ecosystem, where adverse impact on nontarget organisms has been observed. The advantage of using nanoagrochemicals compared to conventional ones is that to achieve the same biological effect, a quantitatively smaller amount of active ingredient can be used, and when using encapsulation of the active agent or its adsorption on a suitable nanocarrier, its controlled prolonged release can be achieved, which at the same time reduces the adverse impact on the environment. Nanoagrochemicals are also generally less toxic than conventional agrochemicals, however, some of them can be more toxic to aquatic flora and fauna even at sublethal concentrations. This chapter provides a comprehensive overview of the toxic effects of nanoscale formulations of organic pesticides, carbon nanomaterials (graphene [GR], GR oxide [GO], reduced GO, and carbon nanotubes), nanoscale macronutrients, and Cu, Zn, and Fe-based micronutrients, as well as silver and silica nanoparticles on algae and cyanobacteria, macrophytes, and aquatic animals (mainly crustaceans, snails, bivalves, amphibians or fishes). It also explores the relevant mechanisms of action. © 2024 Elsevier Inc. All rights reserved.",Nanotoxicology for Agricultural and Environmental Applications,NA,195,231,Review
10.1016/j.aquatox.2024.106978,6,0,6,Isolated and mixed effects of pure and formulated abamectin and difenoconazole on biochemical biomarkers of the gills of Danio rerio,262,Sanches A.L.M.; da Silva Pinto T.J.; Daam M.A.; Teresa F.B.; Vieira B.H.; Reghini M.V.; de Almeida E.A.; Espíndola E.L.G.,2024,"Pesticides are released into the environment daily, and their effects on nontarget species in aquatic ecosystems have been widely reported. To evaluate the adverse effects caused in adults of Danio rerio species exposed to the pesticides abamectin, difenoconazole, and their commercial formulations (Kraft 36EC® and Score 250EC®), both isolated and in mixtures, biochemical biomarkers were analyzed in the gills of organisms exposed to sublethal concentrations. To this end, the activities of the enzymes 7-ethoxyresorufin-O-deethylase (EROD), glucuronosyltransferase (UDPGT), glutathione-S-transferase (GST), catalase (CAT), glutathione peroxidase (GPx), glutathione reductase (GR), lipid hydroperoxide (LH), and malondialdehyde (MDA), which are indicative of oxidative stress, were measured after 48 h of exposure to the different pesticide treatments. The results showed a significant increase in EROD activity and MDA levels in the gills of fish exposed to the commercial formulation of abamectin. When the fish were exposed to difenoconazole and its commercial formulation, an increase in GST, GPx, and MDA levels and a decrease in GR activity were observed in the gills. Furthermore, the responses of the biomarkers were more pronounced in organisms exposed to mixtures of both active ingredients and commercial formulations. It is concluded that the commercial formulations Kraft 36EC® and Score 250EC® and their mixtures cause significant alterations in the detoxification metabolism of exposed organisms and induce oxidative stress in fish. © 2024",Aquatic Toxicology,273,NA,NA,Normal
10.1016/j.cbpc.2024.109923,4,0,4,Multi-biomarker approach to evaluate the toxicity of chlorpyrifos (active ingredient and a commercial formulation) on different stages of Biomphalaria straminea,269,Bianco K.A.; Martini C.N.; Tejedor M.J.; Paredes M.G.; Kristoff G.,2024,"Biomphalaria straminea is a freshwater gastropod native to South America and used in toxicological assessments. Our aim was to estimate 48 h-LC50 and sub-chronic effects after the exposure to low concentrations of chlorpyrifos as commercial formulation (CF) and active ingredient (AI) on B. straminea adult, embryos and juveniles. Concentrations between 1 and 5000 μg L−1 were chosen for acute exposures and 0.1 and 1 μg L−1 for the sub-chronic one. After 14 days biochemical parameters, viability and sub-populations of hemocytes, reproductive parameters, embryotoxicity and offspring' survival were studied. Egg masses laid between day 12 and 14 were separated to continue the exposure and the embryos were examined daily. Offspring' survival and morphological changes were registered for 14 days after hatching. 48 h-LC50, NOEC and LOEC were similar between CF and AI, however the CF caused more sub-lethal effects. CF but not the AI decreased carboxylesterases, catalase and the proportion of hyalinocytes with respect to the total hemocytes, and increased superoxide dismutase and the % of granulocytes with pseudopods. Also CF caused embryotoxicity probably due to the increase of embryos' membrane permeability. Acetylcholinesterase, superoxide dismutase, hemocytes sub-populations, the time and rate of hatching and juveniles' survival were the most sensitive biomarkers. We emphasize the importance of the assessment of a battery of biomarkers as a useful tool for toxicity studies including reproduction parameters and immunological responses. Also, we highlight the relevance of incorporating the evaluation of formulations in order to not underestimate the effects of pesticides on the environment. © 2023",Comparative Biochemistry and Physiology Part - C: Toxicology and Pharmacology,281,NA,NA,Normal
10.1016/j.cbpc.2024.109965,3,0,3,Ecotoxicological effects of the emerging contaminant ivermectin on Rhinella arenarum : A comparative study of active ingredient and commercial formulation,868,"Peluso, J; Chehda, AM; Olivelli, MS; Aronzon, CM",2024,"Ivermectin (IVM) is a broad-spectrum veterinary antiparasitic used worldwide in cattle breeding. The aim of this study was to evaluate the lethal effects of the active ingredient and a commercial formulation of IVM (1 % active ingredient) in the embryonic stage (S. 4-6) and larval stage (S. 25) of the South American amphibian Rhinella arenarum through chronic standardized bioassays. Also, behavior analysis and oxidative stress and cholinergic effects biomarkers were analyzed at 1, 10 and 100 mu g IVM/L concentrations. For the embryonic stage, the active ingredient (96 h- LC 50 : 15900 mu g/L) was more toxic than the commercial formulation (96 h-LC 50 : 51230 mu g/L) during the acute period, while at chronic exposure the commercial formulation was more toxic (504 h-LC 50 : 10.25 mu g/L), compared to the active ingredient (504 h-LC 50 : 312.80 mu g/L). For the larval stage, in acute exposure, the active ingredient (96 h-LC 50 : 800 mu g/L) was more toxic than the commercial formulation (96 h-LC 50 : 1550 mu g/L). In the chronic exposure, the commercial formulation (504 h-LC 50 : 77.33 mu g/L) was more toxic than the active ingredient (504 h-LC 50 : 195.25 mu g/L). Overall, larvae exhibited greater sensitivity to both the active ingredient and the commercial formulation. However, during chronic exposure, embryos were more sensitive to the commercial formulation than larvae. The commercial formulation primarily induced oxidative stress, and both forms of the compound affected behavior and cholinergic effect biomarkers, even at low environmentally relevant concentrations (1 mu g/L). These results highlight the potential impact of IVM on aquatic ecosystems.",COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,283,NA,NA,Normal
10.1016/j.cbpc.2024.110056,4,0,4,Ecotoxicity of bioinsecticide spinosad to soil organisms: Commercial formulation versus active ingredient,913,"Moreira, A; Nogueira, V; Bouguerra, S; Antunes, SC; Rodrigues, S",2025,"Spintor (R) (SPIT (R)) is a commercial formulation of a bioinsecticide with the active ingredient Spinosad (SPIN). Despite the efforts of regulatory agencies, there still is a lack of information regarding short- and long-term exposures to soil-dwellers, as well as effects at environmentally relevant concentrations. This work aimed to evaluate the effects of SPIT (R) and SPIN, on the oligochaete Eisenia fetida, and the arthropod Folsomia candida. For this, natural soil was spiked with environmentally relevant concentrations (0.00-1.49 mg of the active ingredient & sdot;kg- 1 of dry soil) to assess avoidance behaviour in E. fetida and reproduction effects on both species. Further, in E. fetida adults exposed for 2- and 28-day biomarkers of oxidative stress, energetic reserves, neurotoxicity and genotoxicity were evaluated. A significant reduction in juvenile production for F. candida was observed for SPIT (R) at >= 0.66 mg kg- 1 and SPIN at >= 0.13 mg kg- 1, and although no effect was observed on E. fetida reproduction, the oligochaeta revealed a tendency to avoid soil spiked with SPIT (R) at 0.44, 0.66 and 1.49 mg kg- 1. The sub-individual responses of E. fetida demonstrate genotoxicity upon exposure to SPIT (R) and SPIN for 2 days. The 2-day exposures of SPIT (R) and SPIN seem to induce defence mechanisms, and in general, SPIN exerted higher effects than SPIT (R) on the oligochaetes. Overall, the pro-oxidant performance and energy metabolism pathways were disrupted in both exposures to SPIT (R) and SPIN. The results suggest that spinosynsbased products can have an impact on soil arthropods F. candida and oligochaete's health, possibly affecting their essential functions in terrestrial ecosystems.",COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,287,NA,NA,Bio
10.1016/j.cej.2024.151193,1,0,1,Combined application of surfactants and iron-based metal–organic framework nanoparticles for targeted delivery of insecticides,239,Chen H.; Yang L.; Wu P.; Liu P.; Xu H.; Zhang Z.,2024,"With the development of smart delivery systems for pesticides, many studies revealed that nanodelivery methods have great potential for use in efficient and sustainable agriculture; however, field application of the nanopesticides is still a challenge. In this study, the application of a chlorfenapyr (CF)-loaded iron-based metal–organic framework (CF@MIL-101-SL) to maize and its control efficacy for Spodoptera frugiperda were investigated in detail. The results showed that, compared with a suspension concentrate of CF (CF-SC), a solution of CF@MIL-101-SL with the surfactant aerosol OT exhibited excellent wetting, deposition and adhesion with maize leaves. The CF@MIL-101-SL NPs exhibited bidirectional translocation in maize, which significantly enhanced the transport of CF to the target tissues. Field trials revealed that CF@MIL-101-SL maintained > 75 % control efficiency after 21 d of spraying, indicating significantly greater insecticidal activity and persistence than CF-SC. Spray application of CF@MIL-101-SL gave high initial deposition rates, long half-lives on tender and old leaves and significantly reduced pesticide drift into the environment. Based on a biosafety assessment, spraying with CF@MIL-101-SL reduced the negative effects of CF on plants during the growth period. In addition, CF@MIL-101-SL increased the survival rate of Harmonia axyridis larvae and reduced the impacts of CF on the growth and intestinal damage of Harmonia axyridis. In summary, these results highlight the advantages of metal–organic framework delivery systems for multidimensional enhancement of pesticide efficacy, persistence, and safety and provide data on field application and the environmental risks of nanodelivery systems. © 2024 Elsevier B.V.",Chemical Engineering Journal,488,NA,NA,Nano
10.1016/j.cej.2024.151430,2,0,2,Facile fabrication of pesticide nanocapsules using cinnamaldehyde derived imide polymer as wall material for pH-responsive and ultraviolet shielding properties,1071,Zhou Z.; Tang G.; Liu Y.; Zhang X.; Huang Y.; Wang J.; Yan G.; Hu G.; Xiao J.; Yan W.; Cao Y.,2024,"The low utilization efficiency of pesticides poses a significant challenge to the sustainable development of agriculture. The nanocapsule-based pesticide delivery systems combine the advantages of nanotechnology and advanced materials to achieve on-demand and accurately targeted release. Herein, a facile and universal strategy was used to fabricate photosensitive pesticide nanocapsules using a versatile imine polymer derived from cinnamaldehyde (CIN) and ε-poly-L-lysine (PLL). Characterization results demonstrated that the nanocapsules prepared under optimal conditions exhibited uniform sizes (200–400 nm) and high encapsulation efficiency (>90 %). Photodegradation experiments revealed a significant increase of half-lives (7.21–55.57 times) under UV irradiation for the different pesticide nanocapsules. Furthermore, the pesticide nanocapsules demonstrated a high biological activity and excellent physicochemical properties, including pH-responsive release, maximum retention, and rain erosion resistance. The results of the mechanistic studies on the increased biological activity indicated that the nanocapsules could be adsorbed on the surface of target pathogenic cells and then released CIN and PLL, destroying the integrity of the cell membrane, and synergistically and effectively eradicating the pathogen with pesticide. Additionally, nanocapsules exhibited lower toxicity to zebrafish and genetic toxicity to Vicia faba than pesticide technical. Therefore, stimuli-responsive nanocapsules based on imide polymer have broad application prospects in the field of pesticides. © 2024 Elsevier B.V.",Chemical Engineering Journal,489,NA,NA,Nano
10.1016/j.cej.2024.151904,2,0,2,Bio-stimulant based nanodelivery system for pesticides with high adhesion and growth stimulation,293,He C.; Wu T.; Li J.; Zhang X.; Zheng Z.; Gao Y.; Zhang C.; Zhong T.; Zhang Y.; Du F.,2024,"Pesticides are important agricultural production materials to ensure global food security, but the low utilization rate during pesticide application has caused a large amount of waste and environmental pollution. The use of pesticide carriers to deliver pesticides can help to prevent rapid release, assist in targeted release, and improve pesticide utilization. However, after completing pesticide delivery, less part of pesticide carriers has more functions and may remain in the environment, leading to material waste and environmental burden. Here, we propose that the environment-friendly carrier materials for pesticide delivery can synergistically enhance control efficacy with pesticides. Based on the bio-stimulant polyglutamic acid, amphiphilic polymers (mPEG-b-PLG) were constructed, and they assembled into nano micelle. After encapsulating prothioconazole (PTC) into the nano micelle through hydrogen bonding, electrostatic interactions and hydrophobic interactions through co-assembly, mPEG-b-PLG-PTC nanospheres with a diameter of approximately 120 nm were prepared. The nanospheres exhibit pH responsiveness for targeted release of pesticides, as well as excellent retention capacity, droplet bounce inhibition ability, and deposition capacity. At the same time, compared with commercial formulations, it has long-term antifungal properties and lower EC50, while its acute toxicity to human cells is lower, which can reduce cell apoptosis by about 63 %. It is also gratifying that the main root length, plant height, and fresh weight of wheat seedlings treated with mPEG-b-PLG have significantly improved, effectively applying carrier materials for synergistic effects. In summary, this work proposes a promising strategy to synergize pesticide carrier materials as active ingredients, providing new ideas for the integration of pesticide and fertilizer, improving pesticide utilization efficiency, and reducing environmental pollution. © 2024 Elsevier B.V.",Chemical Engineering Journal,491,NA,NA,Nano
10.1016/j.cej.2025.159859,1,0,1,"Eco-friendly 2,4-D ionic cocrystal with enhanced release and reduced non-target losses",953,"Li, ZQ; Xiao, YT; Qiu, XY; Zhang, GZ; Wu, CH; Liu, YK; Zhou, L; Gong, JB; Yin, QX",2025,"The low solubility and high volatility of 2,4-D pose significant challenges for effective herbicide delivery and ecological harmony. Organic cocrystal engineering has gained prominence as a versatile method to improve pesticide properties, characterized by ease of preparation, proven effectiveness, low cost, and scalability. In this work, we report an organic ionic cocrystal of 2,4-D with DL-proline, where both molecules self-assemble through hydrogen bonding in the crystal lattice, with DL-proline maintaining its zwitterionic form. Compared to pure 2,4D, the cocrystal reduces volatility by over 70 % while exhibiting excellent stability at room temperature. Furthermore, the cocrystal enhances the release profile of the active compound across a range of temperatures (15 degrees C, 25 degrees C, 35 degrees C), with a solubility increase of more than 2.8-fold. Moreover, the cocrystal reduces the evaporation rate of the solution, leading to a longer retention time on leaf surfaces. In terms of herbicidal efficacy, the cocrystal provides equivalent weed control at just 1/4 of the dosage required for pure 2,4-D. Additionally, it exhibits reduced toxicity to zebrafish and human hepatocytes and cardiomyocytes. This work underscores the significant potential of organic cocrystal engineering in improving multiple herbicide properties and highlights its relevance for the development of advanced agrochemical products.",CHEMICAL ENGINEERING JOURNAL,505,NA,NA,Nano
