STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,YEAR,JOURNAL,VOLUME,LPAGES,UPAGES,DOI,ABSTRACT,...10,STUDY_ID.1
1123,Lisa,NO,"Cortez Jr, Amado O.; Yoshinaga, Naoko; Mori, Naoki; Hwang, Shaw-Yhi",Plant growth-promoting rhizobacteria modulate induced corn defense against Spodoptera litura (Lepidoptera: Noctuidae),2024,BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,88,872,884,10.1093/bbb/zbae073,"Common cutworm, Spodoptera litura is an important pest of corn causing significant crop yield loss. Synthetic insecticides have mostly been used to combat this pest, raising human and environmental health concerns. Plant growth-promoting rhizobacteria (PGPR) could compensate for or augment the harmful effects of agrochemicals. Herein, we aimed to assess whether PGPR-induced defenses in corn plants impact the host-plant selection behavior of S. litura. Headspace volatile organic compounds were analyzed using gas chromatography-mass spectrometry. Larvae fed inoculated corn exhibited lower weights and relative growth rate than noninoculated plants. Under choice experiments, PGPR-treated plants significantly reduced percentage leaf damage area and oviposition rate compared to untreated plants. Volatile organic compound ratio emission varied significantly between control and PGPR treatments, which, in part, explains feeding and oviposition deterrence in PGPR-treated plants. The results demonstrate that PGPR inoculation can enhance corn resistance to S. litura, making it a promising candidate for crop protection strategies.Graphical Abstract Preinoculation of corn with PGPR alter volatile organic compound emission, with implications for S. litura's feeding and oviposition selection behavior.",NA,1123
1124,Lisa,YES,"Al Bakri, Wisam; Donovan, Maureen D.",The role of membrane transporters in the absorption of atrazine following nasal exposure,2024,INHALATION TOXICOLOGY,NA,NA,NA,10.1080/08958378.2024.2348165,"ObjectiveThe purpose of these studies was to investigate the uptake of atrazine across the nasal mucosa to determine whether direct transport to the brain through the olfactory epithelium is likely to occur. These studies were undertaken to provide important new information about the potential for the enhanced neurotoxicity of herbicides following nasal inhalation.Materials and MethodsTransport of atrazine from aqueous solution and from commercial atrazine-containing herbicide products was assessed using excised nasal mucosal tissues. The permeation rate and the role of membrane transporters in the uptake of atrazine across the nasal mucosa were also investigated. Histological examination of the nasal tissues was conducted to assess the effects of commercial atrazine-containing products on nasal tissue morphology.ResultsAtrazine showed high flux across both nasal respiratory and olfactory tissues, and efflux transporters were found to play an essential role in limiting its uptake at low exposure concentrations. Commercial atrazine-containing herbicide products showed remarkably high transfer across the nasal tissues, and histological evaluation showed significant changes in the morphology of the nasal epithelium following exposure to the herbicide products.DiscussionLipophilic herbicides such as atrazine can freely permeate across the nasal mucosa despite the activity of efflux transporters. The adjuvant compounds in commercial herbicide products disrupt the nasal mucosa's epithelial barrier, resulting in even greater atrazine permeation across the tissues. The properties of the herbicide itself and those of the formulated products play crucial roles in the potential for the enhanced neurotoxicity of herbicides following nasal inhalation.",NA,1124
1125,Lisa,NO,"Campani, Tommaso; Casini, Silvia; Maccantelli, Andrea; Tosoni, Filippo; D'Agostino, Antonella; Caliani, Ilaria",Oxidative stress and DNA alteration on the earthworm Eisenia fetida exposed to four commercial pesticides,2024,Environmental Science and Pollution Research International,31,35969,35978,10.1007/s11356-024-33511-7,"Modern agriculture is mainly based on the use of pesticides to protect crops but their efficiency is very low, in fact, most of them reach water or soil ecosystems causing pollution and health hazards to non-target organisms. Fungicide triazoles and strobilurins based are the most widely used and require a specific effort to investigate toxicological effects on non-target species. This study evaluates the toxic effects of four commercial fungicides Prosaro (R) (tebuconazole and prothioconazole), Amistar (R) Xtra (azoxystrobin and cyproconazole), Mirador (R) (azoxystrobin) and Icarus (R) (Tebuconazole) on Eisenia fetida using several biomarkers: lipid peroxidation (LPO), catalase activity (CAT), glutathione S-transferase (GST), total glutathione (GSHt), DNA fragmentation (comet assay) and lysozyme activity tested for the first time in E. fetida. The exposure to Mirador (R) and AmistarXtra (R) caused an imbalance of ROS species, leading to the inhibition of the immune system. AmistarXtra (R) and Prosaro (R), composed of two active ingredients, induced significant DNA alteration, indicating genotoxic effects. This study broadened our knowledge of the effects of pesticide product formulations on earthworms and showed the need for improvement in the evaluation of toxicological risk deriving from the changing of physicochemical and toxicological properties that occur when a commercial formulation contains more than one active ingredient and several unknown co-formulants.",NA,1125
1126,Lisa,NO,"Desclos le Peley, Victor; Grateau, Stephane; Moreau-Vauzelle, Carole; Raboteau, Daniel; Chevallereau, Colombe; Requier, Fabrice; Aupinel, Pierrick; Richard, Freddie-Jeanne",Experimental Ecotoxicology Procedures Interfere with Honey Bee Life History,2024,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,43,1320,1331,10.1002/etc.5872,"Apis mellifera was used as a model species for ecotoxicological testing. In the present study, we tested the effects of acetone (0.1% in feed), a solvent commonly used to dissolve pesticides, on bees exposed at different developmental stages (larval and/or adult). Moreover, we explored the potential effect of in vitro larval rearing, a commonly used technique for accurately monitoring worker exposure at the larval stage, by combining acetone exposure and treatment conditions (in vitro larval rearing vs. in vivo larval rearing). We then analyzed the life-history traits of the experimental bees using radio frequency identification technology over three sessions (May, June, and August) to assess the potential seasonal dependence of the solvent effects. Our results highlight the substantial influence of in vitro larval rearing on the life cycle of bees, with a 47.7% decrease in life span, a decrease of 0.9 days in the age at first exit, an increase of 57.3% in the loss rate at first exit, and a decrease of 40.6% in foraging tenure. We did not observe any effect of exposure to acetone at the larval stage on the capacities of bees reared in vitro. Conversely, acetone exposure at the adult stage reduced the bee life span by 21.8% to 60%, decreased the age at first exit by 1.12 to 4.34 days, and reduced the foraging tenure by 30% to 37.7%. Interestingly, we found a significant effect of season on acetone exposure, suggesting that interference with the life-history traits of honey bees is dependent on season. These findings suggest improved integration of long-term monitoring for assessing sublethal responses in bees following exposure to chemicals during both the larval and adult stages. Environ Toxicol Chem 2024;00:1-12. (c) 2024 The Authors. Environmental Toxicology and Chemistry published by Wiley Periodicals LLC on behalf of SETAC.",NA,1126
1127,Lisa,YES,"Yu, Bin; Cheng, Jingli; Fang, Yun; Xie, Zhengang; Xiong, Qiuyu; Zhang, Haonan; Shang, Wenxuan; Wurm, Frederik R.; Liang, Wenlong; Wei, Fanglin; Zhao, Jinhao","Multi-Stimuli-Responsive, Topology-Regulated, and Lignin-Based Nano/Microcapsules from Pickering Emulsion Templates for Bidirectional Delivery of Pesticides",2024,ACS NANO,18,10031,10044,10.1021/acsnano.3c11621,"The increasing demand for improving pesticide utilization efficiency has prompted the development of sustainable, targeted, and stimuli-responsive delivery systems. Herein, a multi-stimuli-responsive nano/microcapsule bidirectional delivery system loaded with pyraclostrobin (Pyr) is prepared through interfacial cross-linking from a lignin-based Pickering emulsion template. During this process, methacrylated alkali lignin nanoparticles (LNPs) are utilized as stabilizers for the tunable oil-water (O/W) Pickering emulsion. Subsequently, a thiol-ene radical reaction occurs with the acid-labile cross-linkers at the oil-water interface, leading to the formation of lignin nano/microcapsules (LNCs) with various topological shapes. Through the investigation of the polymerization process and the structure of LNC, it was found that the amphiphilicity-driven diffusion and distribution of cyclohexanone impact the topology of LNC. The obtained Pyr@LNC exhibits high encapsulation efficiency, tunable size, and excellent UV shielding to Pyr. Additionally, the flexible topology of the Pyr@LNC shell enhances the retention and adhesion of the foliar surface. Furthermore, Pyr@LNC exhibits pH/laccase-responsive targeting against Botrytis disease, enabling the intelligent release of Pyr. The in vivo fungicidal activity shows that efficacy of Pyr@LNC is 53%+/- 2% at 14 days postspraying, whereas the effectiveness of Pyr suspension concentrate is only 29% +/- 4%, and the acute toxicity of Pyr@LNC to zebrafish is reduced by more than 9-fold compared with that of Pyr technical. Moreover, confocal laser scanning microscopy shows that the LNCs can be bidirectionally translocated in plants. Therefore, the topology-regulated bidirectional delivery system LNC has great practical potential for sustainable agriculture.",NA,1127
1128,Lisa,NO,"Gupta, Alka; Rawat, Pragati; Singh, Mahak; Mullick, Sanjiv",Development and Characterization of Cymbopogon winterianus (Jowitt) Essential Oil-Based Nano-Emulsion for Larvicidal and Antifeedant Activity Against Spodoptera litura (Fab.) (Lepidoptera: Noctuidae),2024,BIONANOSCIENCE,14,3108,3123,10.1007/s12668-024-01341-z,"Spodoptera litura (Fab.) is a serious cosmopolitan pest with extensive host range causing severe economic losses to agricultural and horticultural crops. The essential oil (EO) of citronella grass, Cymbopogon winterianus Jowitt, known for its repellent activity against many insects, is considered as source of potential bio-pesticides. In the present study, citronella oil was extracted from the leaves by hydro-distillation method and analysed for chemical constituents using gas chromatography coupled to mass spectrometry (GC-MS). The phytochemical profiling of the same revealed the presence of thirteen mono- and sesqui-terpenoids, the major compounds being citronellal (26.38%), trans geraniol (24.61%) and citronellol (13.80%). A stable and homogeneous oil in water (O/W) nano-emulsion of citronella essential oil with oil content (15%) and Tween 80 (5%) was formulated and characterised for average diameter and surface charge on its droplets using Dynamic Light Scattering (DLS). Transmission Electron Microscopy (TEM) revealed the formation of nanometric spherical droplets. In laboratory bioassays, mortality of S. litura larvae was 100% at 10.0 mg mL(-1) and 12.50 mg mL(-1) concentrations of citronella EO and its nano-emulsion, respectively. The LC50 values were 5.52 mg mL(-1) on oil and 4.19 mg mL(-1) on nano-emulsion. Larval feeding on leaf discs treated with citronella EO and its nano-emulsion was significantly reduced (P < 0.05). The Antifeedant Index (AFI) values at 25.0 mg mL(-1) of citronella oil and its nano-emulsion were 33.78 and 51.83, respectively. Both citronella EO and its nano-emulsion are potential candidates for development of botanical insecticides to control S. litura.",NA,1128
1129,Lisa,YES,"Drechsel, Victoria; Krais, Stefanie; Peschke, Katharina; Ziegler, Michael; Koehler, Heinz-R.; Triebskorn, Rita",Glyphosate- and aminomethylphosphonic acid (AMPA)-induced mortality and residues in juvenile brown trout (Salmo trutta f. fario) exposed at different temperatures,2024,ENVIRONMENTAL SCIENCES EUROPE,36,NA,NA,10.1186/s12302-024-00857-1,"Background Glyphosate is a broad-spectrum, non-selective systemic herbicide with a commonly assumed low potential for accumulation in biota. Nevertheless, glyphosate has been shown to bioaccumulate in the tissues of several organisms. To understand the bioconcentration dynamics of glyphosate in fish, brown trout (Salmo trutta forma fario) of different age were exposed to different concentrations of glyphosate, the formulation Roundup (R) LB Plus, and the major transformation product aminomethylphosphonic acid (AMPA) for two, three, or four weeks at different temperatures in the laboratory. Mortality rates were determined, and tissue samples were collected at the end of the experiment to ascertain concentrations of glyphosate and AMPA residues by liquid chromatography coupled to mass spectrometry (LC-MS/MS). Results Brown trout mortality during exposure to glyphosate or AMPA was considerably higher at 15 degrees C than at 7 degrees C. Also, a significant increase in glyphosate concentrations in samples containing muscle, head, backbone, and caudal fin tissue with increasing exposure concentrations and temperatures was observed. Six-month-old fish contained more glyphosate per kg wet weight after exposure than ten-month-old fish. The bioconcentration factors (BCFs) for glyphosate and AMPA were much higher at 15 degrees C than at 7 degrees C, but in both cases decreased with higher glyphosate concentrations. The BCF for glyphosate formulated in Roundup (R) was higher than the one for the parent compound. Approximately 30-42% of the organ-absorbed glyphosate and AMPA remained in the tissues even when the fish were kept in clean water lacking the test substances for three weeks after termination of exposure. Conclusion Our study demonstrated that there is an interaction between glyphosate and ambient temperature in terms of toxicity. Further it was shown that increasing concentrations of glyphosate and AMPA in the surrounding media lead to significantly increased concentrations of these substances in brown trout tissues, although neither bioconcentration nor bioaccumulation of glyphosate in animal tissues is expected due to the high water solubility of this chemical. As a consequence, the uptake of glyphosate by humans through the consumption of contaminated edible fish is very likely.",NA,1129
1130,Lisa,NO,"Anwar, Muntaha; Rimsha, Gull; Majeed, Muhammad Irfan; Alwadie, Najah; Nawaz, Haq; Majeed, Muhammad Zeeshan; Rashid, Nosheen; Zafar, Fareeha; Kamran, Ali; Wasim, Muhammad; Mehmood, Nasir; Shabbir, Ifra; Imran, Muhammad",Rapid Identification and Quantification of Adulteration in Methyl Eugenol using Raman Spectroscopy Coupled with Multivariate Data Analysis,2024,ACS OMEGA,9,7545,7553,10.1021/acsomega.3c06335,"Identification of adulterants in commercial samples of methyl eugenol is necessary because it is a botanical insecticide, a tephritid male attractant lure that is used to attract and kill invasive pests such as oriental fruit flies and melon flies on crops. In this study, Raman spectroscopy was used to qualitatively and quantitatively assess commercial methyl eugenol along with adulterants. For this purpose, commercial methyl eugenol was adulterated with different concentrations of xylene. The Raman spectral features of methyl eugenol and xylene in liquid formulations were examined, and Raman peaks were identified as associated with the methyl eugenol and adulterant. Principal component analysis (PCA) and partial least-squares regression analysis (PLSR) have been used to qualitatively and quantitatively analyze the Raman spectral features. PCA was applied to differentiate Raman spectral data for various concentrations of methyl eugenol and xylene. Additionally, PLSR has been used to develop a predictive model to observe a quantitative relationship between various concentrations of adulterated methyl eugenol and their Raman spectral data sets. The root-mean-square errors of calibration and prediction were calculated using this model, and the results were found to be 1.90 and 3.86, respectively. The goodness of fit of the PLSR model is found to be 0.99. The proposed approach showed excellent potential for the rapid, quantitative detection of adulterants in methyl eugenol, and it may be applied to the analysis of a range of pesticide products.",NA,1130
1131,Lisa,NO,"Riero, Mariabelen; Pereira, Gisela; Olsson, Daniela; Lajmanovich, Rafael; Maneyro, Raul","GENOTOXICITY OF THE HERBICIDE PICLORAM (TORDON ® 24K) ON TADPOLES OF Boana pulchella (AMPHIBIA, ANURA, HYLIDAE)",2024,REVISTA INTERNACIONAL DE CONTAMINACION AMBIENTAL,40,533,542,10.20937/RICA.54984,"Picloram (PIC) is an herbicide widely used in Uruguay to control weeds, especially in forest crops. In the present study, we evaluate the acute toxicity and genotoxicity of formulated 24.9%PIC-based Tordon (R) 24K on Boana pulchella tadpoles under standard laboratory conditions. In the acute toxicity test we use mortality as the endpoint and we obtained a 48-h LC50 of 16.5 mg/L, LOEC 14.5 mg/L, and NOEC 12.5 mg/L. We determined genotoxicity in GS36 tadpoles exposed to sublethal concentrations of 8.5 (NOEC/1.5) and 12.5 mg/L (NOEC) PIC using micronucleus frequency (MN) and occurrence of nuclear abnormalities (AN) as endpoints. We noticed a significant increase in the frequency of MN and AN in all treatments tested at sublethal concentrations. Our findings demonstrate the genotoxic effects of this herbicide, which represent a danger to amphibians that inhabit agroecosystems. Based on the results obtained and considering that Boana pulchella is not a threatened species and has a wide distribution in the Uruguayan territory and the Pampa Biome, it could be considered a reference organism in environmental monitoring programs in the region.",NA,1131
1132,Lisa,NO,"Fine, Julia D.; Cox-Foster, Diana L.; Moor, Kyle J.; Chen, Ruiwen; Avalos, Arian",Trisiloxane Surfactants Negatively Affect Reproductive Behaviors and Enhance Viral Replication in Honey Bees,2024,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,43,222,233,10.1002/etc.5771,"Trisiloxane surfactants are often applied in formulated adjuvant products to blooming crops, including almonds, exposing the managed honey bees (Apis mellifera) used for pollination of these crops and persisting in colony matrices, such as bee bread. Despite this, little is known regarding the effects of trisiloxane surfactants on important aspects of colony health, such as reproduction. In the present study, we use laboratory assays to examine how exposure to field-relevant concentrations of three trisiloxane surfactants found in commonly used adjuvant formulations affect queen oviposition rates, worker interactions with the queen, and worker susceptibility to endogenous viral pathogens. Trisiloxane surfactants were administered at 5 mg/kg in pollen supplement diet for 14 days. No effects on worker behavior or physiology could be detected, but our results demonstrate that hydroxy-capped trisiloxane surfactants can negatively affect queen oviposition and methyl-capped trisiloxane surfactants cause increased replication of Deformed Wing Virus in workers, suggesting that trisiloxane surfactant use while honey bees are foraging may negatively impact colony longevity and growth. Environ Toxicol Chem 2023;00:1-12. (c) 2023 SETAC. This article has been contributed to by U.S. Government employees and their work is in the public domain in the USA.",NA,1132
1133,Lisa,YES,"Makame, Khadija Ramadhan; Masese, Sylvia Nyambeki; Adam, Balazs; Nagy, Karoly",Oxidative Stress and Cytotoxicity Induced by Co-Formulants of Glyphosate-Based Herbicides in Human Mononuclear White Blood Cells,2023,TOXICS,11,NA,NA,10.3390/toxics11120976,"The use of genetically modified, glyphosate-resistant crops has led to the widespread application of glyphosate-based herbicides (GBHs), making them one of the most widely used herbicide formulations on the market. To enhance the efficacy of the active ingredient, GBHs used in practice often contain other ingredients marked as inert adjuvants or co-formulants, the toxic properties of which are poorly understood. The objective of this study was to compare the cytotoxic effects of pure glyphosate, three GBHs (Roundup Mega, Fozat 480 and Glyfos) and two co-formulants commonly used in GBHs as assessed via CCK-8 assay, and the extent of their potential oxidative damage as assessed via superoxide dismutase (SOD) assay, in order to reveal the role of adjuvants in the toxicity of the formulations. Our results showed that glyphosate alone did not significantly affect cell viability. In contrast, GBHs and adjuvants induced a pronounced cytotoxic effect from a concentration of 100 mu M. SOD activity of cells treated with GBHs or adjuvants was significantly lower compared to cells treated with glyphosate alone. This suggests that the adjuvants in GBHs are responsible for the cytotoxic effects of the formulations through the induction of oxidative stress.",NA,1133
1134,Lisa,YES,"DesJardins, Nicole S.; Macias, Jessalynn; Soto Soto, Daniela; Harrison, Jon F.; Smith, Brian H.",'Inert' co-formulants of a fungicide mediate acute effects on honey bee learning performance,2023,SCIENTIFIC REPORTS,13,NA,NA,10.1038/s41598-023-46948-6,"Managed honey bees have experienced high rates of colony loss recently, with pesticide exposure as a major cause. While pesticides can be lethal at high doses, lower doses can produce sublethal effects, which may substantially weaken colonies. Impaired learning performance is a behavioral sublethal effect, and is often present in bees exposed to insecticides. However, the effects of other pesticides (such as fungicides) on honey bee learning are understudied, as are the effects of pesticide formulations versus active ingredients. Here, we investigated the effects of acute exposure to the fungicide formulation Pristine (active ingredients: 25.2% boscalid, 12.8% pyraclostrobin) on honey bee olfactory learning performance in the proboscis extension reflex (PER) assay. We also exposed a subset of bees to only the active ingredients to test which formulation component(s) were driving the learning effects. We found that the formulation produced negative effects on memory, but this effect was not present in bees fed only boscalid and pyraclostrobin. This suggests that the trade secret other ingredients in the formulation mediated the learning effects, either through exerting their own toxic effects or by increasing the toxicities of the active ingredients. These results show that pesticide co-formulants should not be assumed inert and should instead be included when assessing pesticide risks.",NA,1134
1135,Lisa,NO,"Ashu, Fred A.; Fouet, Caroline; Ambadiang, Marilene M.; Penlap-Beng, Veronique; Kamdem, Colince",Vegetable oil-based surfactants are adjuvants that enhance the efficacy of neonicotinoid insecticides and can bias susceptibility testing in adult mosquitoes,2023,PLOS NEGLECTED TROPICAL DISEASES,17,NA,NA,10.1371/journal.pntd.0011737,"BackgroundThe standard operating procedure for testing the susceptibility of adult mosquitoes to neonicotinoid or butenolide insecticides recommends using a vegetable oil ester (Mero) as a surfactant. However, there is growing evidence that this adjuvant contains surfactants that can enhance insecticide activity, mask resistance and bias the bioassay.Methodology/Principal findingsUsing standard bioassays, we tested the effects of commercial formulations of vegetable oil-based surfactants similar to Mero on the activity of a spectrum of active ingredients including four neonicotinoids (acetamiprid, clothianidin, imidacloprid and thiamethoxam) and two pyrethroids (permethrin and deltamethrin). We found that three different brands of linseed oil soap used as cleaning products drastically enhanced neonicotinoid activity in Anopheles mosquitoes. At 1% (v/v), the surfactant reduced the median lethal concentration, LC50, of clothianidin more than 10-fold both in susceptible and in resistant populations of Anopheles gambiae. At 1% or 0.5% (v/v), linseed oil soap restored the susceptibility of adult mosquitoes fully to clothianidin, thiamethoxam and imidacloprid and partially to acetamiprid. By contrast, adding soap to the active ingredient did not significantly affect the level of resistance to permethrin or deltamethrin suggesting that vegetable oil-based surfactants specifically enhance the potency of some classes of insecticides.Conclusions/SignificanceOur findings indicate that surfactants are not inert ingredients, and their use in susceptibility testing may jeopardize the ability to detect resistance. Further research is needed to evaluate the potential, the limitations and the challenges of using some surfactants as adjuvants to enhance the potency of some chemicals applied in mosquito control.Monitoring the susceptibility of insect populations to chemical insecticides provides vital information for resistance management. New chemicals are being tested and added to the arsenal used for malaria prevention. As a result, the World Health Organisation (WHO) standard operating procedure for testing insecticide susceptibility in adult mosquitoes has been updated to include new active ingredients. To evaluate their susceptibility to clothianidin, a neonicotinoid or to flupyradifurone, a butenolide, adult mosquitoes are not exposed to the active ingredient alone, but to a mixture containing a surfactant which helps to solubilize the pesticide. In the present study, we report that surfactants such as vegetable oil esters or soap can enhance the potency of some active ingredients. Because of this synergistic action, the actual level of susceptibility of the insect populations tested can be largely overestimated. However, the results also reveal that some affordable products such as soaps can enhance the efficacy of neonicotinoids against mosquitoes. Although it remains unclear how soaps can be used as an adjuvant in insecticide formulations applied against mosquitoes, their potential utility warrants further investigations.",NA,1135
1136,Lisa,NO,"Reiss, Fabienne; Schuhmann, Antonia; Sohl, Leon; Thamm, Markus; Scheiner, Ricarda; Noll, Matthias",Fungicides and insecticides can alter the microbial community on the cuticle of honey bees,2023,FRONTIERS IN MICROBIOLOGY,14,NA,NA,10.3389/fmicb.2023.1271498,"Honey bees are crucial for our ecosystems as pollinators, but the intensive use of plant protection products (PPPs) in agriculture poses a risk for them. PPPs do not only affect target organisms but also affect non-targets, such as the honey bee Apis mellifera and their microbiome. This study is the first of its kind, aiming to characterize the effect of PPPs on the microbiome of the cuticle of honey bees. We chose PPPs, which have frequently been detected in bee bread, and studied their effects on the cuticular microbial community and function of the bees. The effects of the fungicide Difcor (R) (difenoconazole), the insecticide Steward (R) (indoxacarb), the combination of both (mix A) and the fungicide Cantus (R) Gold (boscalid and dimoxystrobin), the insecticide Mospilan (R) (acetamiprid), and the combination of both (mix B) were tested. Bacterial 16S rRNA gene and fungal transcribed spacer region gene-based amplicon sequencing and quantification of gene copy numbers were carried out after nucleic acid extraction from the cuticle of honey bees. The treatment with Steward (R) significantly affected fungal community composition and function. The fungal gene copy numbers were lower on the cuticle of bees treated with Difcor (R), Steward (R), and PPP mix A in comparison with the controls. However, bacterial and fungal gene copy numbers were increased in bees treated with Cantus (R) Gold, Mospilan (R), or PPP mix B compared to the controls. The bacterial cuticular community composition of bees treated with Cantus (R) Gold, Mospilan (R), and PPP mix B differed significantly from the control. In addition, Mospilan (R) on its own significantly changed the bacterial functional community composition. Cantus (R) Gold significantly affected fungal gene copy numbers, community, and functional composition. Our results demonstrate that PPPs show adverse effects on the cuticular microbiome of honey bees and suggest that PPP mixtures can cause stronger effects on the cuticular community than a PPP alone. The cuticular community composition was more diverse after the PPP mix treatments. This may have far-reaching consequences for the health of honey bees.",NA,1136
1137,Lisa,NO,"Horak, Ilze; Horn, Suranie; Pieters, Rialet",The benefit of using in vitro bioassays to screen agricultural samples for oxidative stress: South Africa's case,2023,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,58,689,710,10.1080/03601234.2023.2264739,"Applied pesticides end up in non-target environments as complex mixtures. When bioavailable, these chemicals pose a threat to living organisms and can induce oxidative stress (OS). In this article, attention is paid to OS and the physiological role of the antioxidant defense system. South African and international literature was reviewed to provide extensive evidence of pesticide-induced OS in non-target organisms, in vivo and in vitro. Although in vitro approaches are used internationally, South African studies have only used in vivo methods. Considering ethical implications, the authors support the use of in vitro bioassays to screen environmental matrices for their OS potential. Since OS responses are initiated and measurable at lower cellular concentrations compared to other toxicity endpoints, in vitro OS bioassays could be used as an early warning sign for the presence of chemical mixtures in non-target environments. Areas of concern in the country could be identified and prioritized without using animal models. The authors conclude that it will be worthwhile for South Africa to include in vitro OS bioassays as part of a battery of tests to screen environmental matrices for biological effects. This will facilitate the development and implementation of biomonitoring programs to safeguard the South African environment.",NA,1137
1138,Lisa,NO,"de Palma Lopes, Lais Fernanda; Rocha, Giseli Swerts; de Medeiros, Jessyca Ferreira; Montagner, Cassiana Carolina; Espindola, Evaldo Luiz Gaeta","The acute effects of fipronil and 2,4-D, individually and in mixture: a threat to the freshwater Calanoida copepod Notodiaptomus iheringi",2023,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,30,80335,80348,10.1007/s11356-023-28066-y,"The magnitude of copepods' responses to pesticides, individually and in mixture, is little understood. The aims of this study were to evaluate: (i) the effects of the pesticides fipronil and 2,4-D, individually and in mixture, on the freshwater copepod Notodiaptomus iheringi; and (ii) the survival and the feeding rate of copepods after the exposure. Acute toxicity tests using the commercial formulations of fipronil and 2,4-D, individually and in mixture, were performed. The LC10-48h, LC20-48h, and LC50-48h of fipronil to N. iheringi were 2.38 +/- 0.48, 3.08 +/- 1.14, and 4.97 +/- 3.30 mu g L-1, respectively. For 2,4-D the LC10-48h, LC20-48h, and LC50-48h were 371.18 +/- 29.20, 406.93 +/- 53.77, and 478.24 +/- 107.77 mg L-1, respectively. Morphological damages on the copepods exposed to pesticides were observed at all concentrations. Fungal filaments covering dead organisms were presented at the treatment highest concentration (R5:7.43 +/- 2.78 mu g L-1 fipronil). The mixture of the pesticides presented synergistic effects on the mortality of N. iheringi. Post-exposure tests showed no difference between the treatments and the control on the mortality and on the feeding rate for 4 h. However, since delayed toxicity of pesticides can occur, longer post-exposure tests using N. iheringi should be tested. N. iheringi is a key species in the aquatic Brazilian ecosystem and showed sensitivity to fipronil and 2,4-D; thus, more studies with this species assessing other responses are recommended.",NA,1138
1139,Lisa,NO,"Lee, Jong -won; Mwamula, Abraham Okki; Choi, Jae-hyuk; Lee, Ho-wook; Kim, Yi Seul; Kim, Jin-Hyo; Lee, Dong Woon","The Potency of Abamectin Formulations against the Pine Wood Nematode, Bursaphelenchus xylophilus",2023,PLANT PATHOLOGY JOURNAL,39,290,302,10.5423/PPJ.OA.02.2023.0023,"Abamectin offers great protection against Bursaphelenchus xylophilus, a well-known devastating pathogen of pine tree stands. Trunk injection of nematicides is currently the most preferred method of control. This study aimed to evaluate the potency of the commonly used formulations of abamectin against B. xylophilus. Twenty-one formulations of abamectin were evaluated by comparing their sublethal toxicities and reproduction inhibition potentials against B. xylophilus. Nematodes were treated with diluted formulation concentrations in multi-well culture plates. And, populations preexposed to pre-determined concentrations of the formulations were inoculated onto Botrytis cinerea culture, and in pine twig cuttings. Potency was LC95 of 0.00285 and 0.39462 mg/ml for the most, and generally occurred at an application dose of 0.06 & mu;g/ ml or higher, and formulations with high sublethal toxicities caused significant paralysis levels at the tested doses, albeit the variations. Nematode reproduction was evident at lower doses of 0.00053-0.0006 & mu;g/ml both on Botrytis cinerea and pine twigs, with significant variations among formulations. Thus, the study highlighted the inconsistencies in the potency of similar product formulations with the same active ingredient concentration against the target organism, and the need to analyze the potential antagonistic effects of the additives used in formulations.",NA,1139
1140,Lisa,NO,"Juana, Sanchez-Alarcon; Mirta, Milic; Stefano, Bonassi; Sandra, Gomez-Arroyo; Josefina, Cortes- Eslava; Rosa, Flores-Marquez Ana; Alexander, Valencia- Quintana Rafael; Rafael, Valencia-Quintana","Occupational exposure to pesticides: DNA damage in horticulturist from Nativitas, Tlaxcala in Mexico",2023,ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY,100,NA,NA,10.1016/j.etap.2023.104141,"Mexico is a country where agricultural activity is of great importance, but biomonitoring data are still scarce. With more intensive pesticides use per unit area/surface in horticultural productivity, there is a higher impact on environmental contamination and workers' health. Considering that exposure to various pesticide and pesticide mixtures represents an additional genotoxic risk, the appropriate characterization of exposure, confounding factors and the risk itself are very much needed. We compared genetic damage in 42 horticulturists and 46 unexposed controls (Nativitas, Tlaxcala) using alkaline comet (whole blood) and micronucleus (MN) test with nuclear abnormalities (NA) (buccal epithelial cells). Workers demonstrated significantly higher levels of damage (TI%=14.02 +/- 2.49 vs. 5.37 +/- 0.46; MN=10.14 +/- 5.15 vs. 2.40 +/- 0.20), with more than 90% of them not using protective clothing nor gloves during application. Combined DNA damage techniques and periodic monitoring together with educational programs for safe pesticide application is the best strategy to assess and prevent workers' health risks.",NA,1140
