"STUDY_ID","REVIEWERS","INCLUDE","STUDY_ID.2","REVIEWERS.1","INCLUDE.1","AUTHORS","TITLE","YEAR","JOURNAL","VOLUME","LPAGES","UPAGES","DOI","ABSTRACT","...13","STUDY_ID.1"
"100","Lisa","NO","1026","Lisa","maybe","Norris D.O.","Environmental influences on hormones and reproduction in amphibians","2024","Hormones and Reproduction of Vertebrates: Volume 2: Amphibians, Second Edition","2","257","289","10.1016/B978-0-443-16020-2.00003-6","Amphibians are important members of many aquatic and terrestrial communities and represent the transitional evolutionary stage between fishes and terrestrial amniote vertebrates. Because of the unique life history patterns of many amphibians with aquatic larvae that become terrestrial adults, amphibians bridge the aquatic and terrestrial habitats during their life cycles. Natural environmental factors (e.g., photoperiod, temperature) and endocrine-disrupting chemicals (pesticides, pharmaceuticals, agricultural and industrial chemicals) can influence metamorphosis and reproduction through disruption of the HPA, HPT, and/or HPG axes, thus affecting the opportunity to reproduce. Microplastic contamination (microbeads and microfibers) is also of concern. Disruption of sexual differentiation, metamorphosis, gonadal maturation, and reproductive behavior by human influences may be contributing to the worldwide decline and extinction of many amphibian species. Sufficient scientific information already is available that demonstrates anthropogenic factors are affecting the development, metamorphosis, and reproduction of amphibians, as well as other vertebrates and that mitigating actions should be taken now. © 2024 by Elsevier Inc. All rights reserved.",NA,"1026"
"101","Lisa","YES","1027","Lisa","maybe","Simonsen D.; Livania V.; Cwiertny D.M.; Samuelson R.J.; Sivey J.D.; Lehmler H.-J.","A systematic review of herbicide safener toxicity","2024","Critical Reviews in Toxicology","54","805","855","10.1080/10408444.2024.2391431","Herbicide safeners are agrochemicals added to herbicide formulations to protect crops from herbicide damage without reducing the effectiveness of the herbicide against weeds. While safeners are typically structurally similar to their co-formulated herbicides, they are classified as ""inert"" in the United States, meaning they are not held to the same regulatory standards as the herbicides. This review systematically examines the toxicity of safeners, which is important given their large-scale global use and potential for exposure to wildlife, livestock, and humans. A systematic review of peer-reviewed literature identified only seven studies examining safener toxicity. Regulatory toxicity data, compiled from the European Chemicals Agency (ECHA) database, included data for 9 of the 18 commercial safeners. Most safeners have low acute ecotoxicity and mammalian toxicity; however, chronic effects and the underlying mechanism are less clear. Benoxacor showed enantioselective metabolism and depletion by drug-metabolizing enzymes. In conclusion, despite the widespread use of safeners, significant knowledge gaps exist regarding their toxicity. More research is needed to fully characterize the potential risks of safeners to human health and the environment. Regulatory agencies should consider reclassifying safeners as active ingredients to ensure adequate toxicity testing and risk assessment. © 2024 Informa UK Limited, trading as Taylor & Francis Group.",NA,"1027"
"102","Lisa","NO","1029","Lisa","maybe","Gomes I.N.; Gontijo L.M.; Lima M.A.P.; Zanuncio J.S., Jr; Resende H.C.","The survival and flight capacity of commercial honeybees and endangered stingless bees are impaired by common agrochemicals","2023","Ecotoxicology","32","937","947","10.1007/s10646-023-02699-8","The impact of agrochemicals on native Brazilian bees may be underestimated, since studies of non-target effects on bees have, by and large, concerned mostly the Apis mellifera L. Furthermore, bees may be exposed in the field to multiple agrochemicals through different routes, thus suggesting the necessity for more comprehensive toxicological experiments. Here, we assessed the lethal and sublethal toxicity of multiple agrochemicals (herbicide [glyphosate – Roundup®], fungicide [mancozeb], insecticide [thiamethoxam]) through distinct routes of exposure (contact or ingestion) to an endangered native Brazilian bee Melipona (Michmelia) capixaba Moure & Camargo, 1994 and to A. mellifera. Results indicate that none of the agrochemicals caused feeding repellency on the bees. Thiamethoxam caused high mortality of both species, regardless of the route of exposure or the dose used. In addition, thiametoxam altered the flight capacity of M. capixaba when exposed to the lowest dose via contact exposure. The field dose of glyphosate caused high mortality of both bee species after oral exposure as well as impaired the flight capacity of A. mellifera (ingestion exposure) and M. capixaba (contact exposure). The lower dose of glyphosate also impaired the flight of M. capixaba through either routes of exposure. Exposure of A. mellifera through contact and ingestion to both doses of mancozeb caused high mortality and significantly impaired flight capacity. Taken altogether, the results highlight the importance of testing the impact of multiple agrochemicals (i.e. not just insecticides) through different routes of exposure in order to understand more comprehensively the potential risks for Apis and non-Apis bees. © 2023, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",NA,"1029"
"103","Lisa","NO","1031","Lisa","maybe","Saha S.; Banerjee P.; Saha N.C.; Chukwuka A.V.","Triazophos-induced Respiratory and Behavioral Effects and Development of Adverse Outcome Pathway (AOP) for short-term Exposed Freshwater Snail, Bellamya Bengalensis","2023","Bulletin of Environmental Contamination and Toxicology","110",NA,NA,"10.1007/s00128-023-03734-4","The physiological effects of triazophos were examined using respiratory and behavioral endpoints in Bellamya bengalensis under a 96-hour acute exposure regime. Physiological manifestation of respiratory stress was measured using the rate of oxygen consumption while behavioral toxicity was measured using crawling reflexes, touch response, and mucus production. The threshold effect values for LOEC (Lowest Observed Effect Concentration), NOEC (No Observed Effect Concentration), and MATC (Maximum Acceptable Toxicant Concentration) at 96 h were 0.40, 0.60, and 0.075 mg/l, respectively. Definitive 96 h acute exposures for both respiratory and behavioral endpoints tests were determined using a control group and concentrations ranging from 0.40 to 1.60 mg/l monitored for 24, 48, 72, and 96 h. Test organisms irrespective of exposure concentration demonstrated an initial rise in oxygen consumption rate after 24 h, followed by a progressive decrease in toxicant concentration and exposure period. The in silico structural analysis presents triazophos as having an electrophilic toxic structure similar to choline esterase inhibitors, and also capable of inducing oxidative stress. The AOP highlighted neurotoxicity and oxidative stress as plausible pathways of triazophos toxicity in mollusk species. © 2023, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",NA,"1031"
"104","Lisa","YES","1036","Lisa","maybe","da Silva A.P.; Poquioma Hernández H.V.; Comelli C.L.; Guillén Portugal M.A.; Moreira Delavy F.; de Souza T.L.; de Oliveira E.C.; de Oliveira-Ribeiro C.A.; Silva de Assis H.C.; de Castilhos Ghisi N.","Meta-analytical review of antioxidant mechanisms responses in animals exposed to herbicide 2,4-D herbicide","2024","Science of the Total Environment","924",NA,NA,"10.1016/j.scitotenv.2024.171680","The 2,4-Dichlorophenoxyacetic acid (2,4-D) is a low-cost herbicide to eradicate broadleaf weeds. Since the development of 2,4-D resistant transgenic crops, it has been described as one of the most widely distributed pollutants in the world, increasing concern about its environmental impacts. This study aimed to elucidate the antioxidant system response in animals exposed to 2,4-D by different routes of exposure. It focused on determining if tissue, phylogenetic group, and herbicide formulation would influence the antioxidant mechanisms. A careful literature search of Scopus, WoS, and Science Direct retrieved 6983, 24,098, and 20,616 articles, respectively. The dataset comprised 390 control-treatment comparisons and included three routes of exposure: transgenerational, oral, and topical. The data set for transgenerational and oral exposure revealed oxidative stress through a decrease in enzymatic activities and the level of molecules of the antioxidant system. In contrast, topical exposure increased the oxidative stress. Tissue-specific analyses revealed that the transgenerational effects reduced hepatic catalase (CAT) activity. Oral exposure caused a variety of effects, including increased CAT activity in the prostate and decreased activity in various tissues. Mammals predominate in the transgenerational and oral groups, showing a significantly reduced activity of the antioxidant system. In contrast, in the topical exposure, an increased activity of oxidative stress biomarkers was observed in fish, earthworms, and mollusks. The effects of the 2,4-D formulation on oxidative stress responses showed significant differences between pure and commercial formulations, with oral exposure resulting in decreased activity and topical exposure increasing responses. In summary, orally exposed animals exhibited a clear decrease in enzyme activities, transgenerational exposure elicited tissue-specific prompted biochemical reductions, and topical exposure induced increased responses, emphasizing the need for unbiased exploration of the effects of 2,4-D on biomarkers of oxidative stress while addressing publication bias in oral and topical datasets. © 2024 Elsevier B.V.",NA,"1036"
"105","Lisa","NO","1044","Lisa","maybe","Straw E.A.","The active ingredient is not always to blame: in response to Serra et al. (2023)","2024","Ecotoxicology","33","235","237","10.1007/s10646-024-02733-3","[No abstract available]",NA,"1044"
"106","Lisa","NO","1051","Lisa","maybe","Zhuang J.; Jiang Z.; Chen D.; Li J.; Crabbe M.J.C.; Qiu M.; Zheng Y.; Qu W.","Thyroid-Disrupting Effects of Exposure to Fipronil and Its Metabolites from Drinking Water Based on Human Thyroid Follicular Epithelial Nthy-ori 3-1 Cell Lines","2023","Environmental Science and Technology","57","6072","6084","10.1021/acs.est.2c08627","Fipronil is a broad-spectrum insecticide used for plants and poultry. Owing to its widespread use, fipronil and its metabolites (fipronil sulfone, fipronil desulfinyl, and fipronil sulfide), termed FPM, can be frequently detected in drinking water and food. Fipronil can affect the thyroid function of animals, but the effects of FPM on the human thyroid remain unclear. We employed human thyroid follicular epithelial Nthy-ori 3-1 cells to examine combined cytotoxic responses, thyroid-related functional proteins including the sodium-iodide symporter (NIS), thyroid peroxidase (TPO), deiodinases I-III (DIO I-III), and the nuclear factor erythroid-derived factor 2-related factor 2 (NRF2) pathway induced by FPM of 1-1000-fold concentrations detected in school drinking water collected from a heavily contaminated area of the Huai River Basin. Thyroid-disrupting effects of FPM were evaluated by examining biomarkers of oxidative stress and thyroid function and tetraiodothyronine (T4) levels secreted by Nthy-ori 3-1 cells after FPM treatment. FPM activated the expression of NRF2, HO-1 (heme oxygenase 1), TPO, DIO I, and DIO II but inhibited NIS expression and increased the T4 level of thyrocytes, indicating that FPM can disrupt the function of human thyrocytes through oxidative pathways. Given the adverse impact of low FPM concentrations on human thyrocytes, supportive evidence from rodent studies, and the critical importance of thyroid hormones on development, the effects of FPM on the neurodevelopment and growth of children warrant priority attention. © 2023 American Chemical Society.",NA,"1051"
"107","Lisa","YES","1061","Lisa","maybe","Oliveira W.D.L.; Mota T.F.M.; da Silva A.P.; Oliveira R.D.D.L.; Comelli C.L.; Orlandini N.D.; Zimmer D.F.; de Oliveira E.C.; Ghisi N.D.C.","Does the atrazine increase animal mortality: Unraveling through a meta-analytic study","2024","Science of the Total Environment","951",NA,NA,"10.1016/j.scitotenv.2024.175553","Atrazine is one of the most used herbicides in the world, although it is banned in several countries. Pollution of terrestrial and aquatic ecosystems represents a threat to non-target organisms, with various damages already reported in different species. However, there is controversy in studies on atrazine. The question of whether atrazine increases animal mortality is not yet clearly resolved. In this context, this study aimed to carry out a meta-analytic review, focusing on studies on environmental concentrations of the herbicide atrazine to evaluate its lethal effects on various animal species. We identified and analyzed 107 datasets through a selection process that used the Scopus, PubMed, and Web of Science (WoS) databases. A significant increase in the mortality rate of animals exposed to environmental concentrations of atrazine was observed. Nematodes, amphibians, molluscs, insects, and fish showed increased mortality after exposure to atrazine. Animals in the larval and juvenile stages showed greater susceptibility when exposed to different concentrations of atrazine. Furthermore, both commercial and pure formulations resulted in high mortality rates for exposed animals. Atrazine and other pesticides had a synergistic effect, increasing the risk of mortality in animals. There are still many gaps to be filled, and this study can serve as a basis for future regulations involving atrazine. © 2024 Elsevier B.V.",NA,"1061"
"108","Lisa","NO","1095","Lisa","maybe","Pitombeira de Figueirêdo L.; Cirqueira F.; de Sousa B.L.C.; Mamboungou J.; Rocha T.L.","Developmental toxicity of formulated insecticide mixture containing imidacloprid and beta-cyfluthrin in fish: Insights using zebrafish","2025","Chemosphere","377",NA,NA,"10.1016/j.chemosphere.2025.144314","Insecticides are critical in controlling pests and disease vectors. However, there is still a lack of ecotoxicological studies using commercial formulations of insecticides containing active ingredients. The study aimed to evaluate the developmental toxicity of a commercial insecticide mixture (imidacloprid [IMI] + beta-cyfluthrin [β-CYF]). Mortality, hatching rate, spontaneous contraction, heartbeat, morphological changes, reactive oxygen species (ROS), skeletal development, and locomotor behavior of zebrafish were analyzed. Embryos were exposed to imidacloprid (IMI) and β-cyfluthrin (β-CYF) in the following ratios: 0.001 mg IMI·L−1 + 0.000125 mg β-CYF·L−1 (C1); 0.01 mg IMI·L−1 + 0.00125 mg β-CYF·L−1 (C2); 0.1 mg IMI·L−1 + 0.0125 mg β-CYF·L−1 (C3); 1.0 mg IMI·L−1 + 0.125 mg β-CYF·L−1 (C4); 10.0 mg IMI·L−1 + 1.25 mg β-CYF·L−1 (C5) for 144 h. The results showed a mortality of 50 % of organisms in the C5 concentration. Embryos exposed to C1 and C3 showed tachycardia and hatched early compared to the negative control, indicating cardiotoxic and embryotoxic effects. The two highest concentrations tested (C4 and C5) induced evident morphological changes (yolk sac and pericardial edema, and spine alterations), and skeletal toxicity (absence of cartilage and bone formation), along with decreased larval swimming behavior. Also, the formulated insecticide (C1) increased ROS levels in zebrafish larvae. Results showed that the formulated insecticide containing IMI and β-CYF induces several toxic effects on developing zebrafish, indicating its environmental risk to aquatic organisms. © 2025 Elsevier Ltd",NA,"1095"
"109","Lisa","YES","1096","Lisa","maybe","Martins R.X.; Carvalho M.; Maia M.E.; Flor B.; Souza T.; Rocha T.L.; Félix L.M.; Farias D.","2,4-D Herbicide-Induced Hepatotoxicity: Unveiling Disrupted Liver Functions and Associated Biomarkers","2024","Toxics","12",NA,NA,"10.3390/toxics12010035","2,4-dichlorophenoxyacetic acid (2,4-D) is a widely used herbicide worldwide and is frequently found in water samples. This knowledge has prompted studies on its effects on non-target organisms, revealing significant alterations to liver structure and function. In this review, we evaluated the literature on the hepatotoxicity of 2,4-D, focusing on morphological damages, toxicity biomarkers and affected liver functions. Searches were conducted on PubMed, Web of Science and Scopus and 83 articles were selected after curation. Among these studies, 72% used in vivo models and 30% used in vitro models. Additionally, 48% used the active ingredient, and 35% used commercial formulations in exposure experiments. The most affected biomarkers were related to a decrease in antioxidant capacity through alterations in the activities of catalase, superoxide dismutase and the levels of malondialdehyde. Changes in energy metabolism, lipids, liver function, and xenobiotic metabolism were also identified. Furthermore, studies about the effects of 2,4-D in mixtures with other pesticides were found, as well as hepatoprotection trials. The reviewed data indicate the essential role of reduction in antioxidant capacity and oxidative stress in 2,4-D-induced hepatotoxicity. However, the mechanism of action of the herbicide is still not fully understood and further research in this area is necessary. © 2024 by the authors.",NA,"1096"
"110","Lisa","YES","1099","Lisa","maybe","Meng T.; Fang K.; Li T.; Qi W.; Zhang L.; Hu Y.; Liu Y.; Shi Y.; Cao H.; Xiao J.","Implications of inhalation bioaccessibility for the exposure assessment of drifting airborne pesticides caused by field spraying","2024","Science of the Total Environment","956",NA,NA,"10.1016/j.scitotenv.2024.177254","Pesticide contamination in ambient air due to spray drifting has received extensive attention. Quantifying the associated health risk highlights the importance of incorporating bioaccessibility into inhalation exposure assessments rather than using the total inhaled concentration of airborne pesticides. In this study, we measured the inhalation unit exposure (UE) of three typical pesticides (lambda-cyhalothrin, phoxim, and acetamiprid) during application and post-application drift at the recommended application dosage. The UE values were found to be 1.74–424.37 ng/m3 and 0.07–1.40 ng/m3, respectively, with marked variation between different spraying nozzles and formulations. For the inhalation exposure assessment, an in vitro method was developed to determine the inhalation bioaccessibility of lambda-cyhalothrin, phoxim, and acetamiprid and its applicability was validated based on in vivo-in vitro correlations (IVIVC) analysis. Their conservative inhalation bioaccessibility values estimates were 46.09 %, 67.12 %, and 40.31 %, respectively. The calculated average daily dose values of the analyzed pesticides in both single and mixed formulations ranged from 8.03 × 10−8 to 4.35 × 10−5 mg/kg·day based on the bioaccessible UE, corresponding to 22.99–67.11 % of the total exposure. Collectively, these findings are of guiding significance for improving risk management in pesticide application. © 2024 Elsevier B.V.",NA,"1099"
"111","Lisa","YES","1105","Lisa","maybe","Ádám B.; Cocco P.; Godderis L.","Hazardous Effects of Pesticides on Human Health","2024","Toxics","12",NA,NA,"10.3390/toxics12030186","[No abstract available]",NA,"1105"
"112","Lisa","NO","1106","Lisa","maybe","Guadalupe G.A.; García L.; Quispe-Sánchez L.; Doménech E.","The fault tree analysis (FTA) to support management decisions on pesticide control in the reception of peruvian parchment coffee","2024","Food Control","166",NA,NA,"10.1016/j.foodcont.2024.110729","[No abstract available]",NA,"1106"
"113","Lisa","YES","1107","Lisa","maybe","Han, Xu; Wang, Qifan; Wu, Jiaying; Qiao, Yuqing; Kong, Yue; Lou, Yuhang; Gao, Yanqing; Shang, Shibin; Song, Zhanqian; Li, Jian","Construction of Iron-Modified Lignin-Based Nanomicrocapsules for Enhancing the Functionality of Natural Product-Based Pesticides","2024","SMALL",NA,NA,NA,"10.1002/smll.202406733","To address the issue of low pesticide utilization owing to poor dispersibility, low leaf surface adhesion, and poor transport within plants, this study exploits electrostatic interactions between sodium lignosulfonate (SL) and dodecyltrimethylammonium chloride (DTAC) to induce self-assembly, followed by iron ion (Fe3+) chelation and loading with a natural product-based pesticide, rosin-based triazole derivative (RTD), yielding RTD@SL-DTAC-Fe nanomicrocapsules (NMs). It is worth noting that the presence of Fe3+ enhances the dispersibility of the NMs. The water dispersibility and photostability of RTD are significantly improved after encapsulation, and a stimulus response to laccase is achieved. Leaf-washing experiments confirm the enhanced adhesion of RTD@SL-DTAC-Fe NMs to the surface of rice plant leaves compared to that of free RTD. Fluorescently labeled NMs exhibit bidirectional transport within rice plants, and RTD@SL-DTAC-Fe NMs demonstrates better transport performance than RTD. In vitro and in vivo antifungal tests indicate that encapsulation by NMs significantly enhanced pesticide activity. Field trials demonstrate that NMs exhibited prolonged efficacy compared to RTD. Finally, the safety evaluation confirms the environmental friendliness of the NMs. This study provides valuable insight for optimizing and improving the utilization efficiency and biosafety of natural product-based pesticides.",NA,"1107"
"114","Lisa","YES","1111","Lisa","maybe","Simonsen, Derek; Livania, Vanessa; Cwiertny, David M.; Samuelson, Riley J.; Sivey, John D.; Lehmler, Hans-Joachim","A systematic review of herbicide safener toxicity","2024","CRITICAL REVIEWS IN TOXICOLOGY","54","805","855","10.1080/10408444.2024.2391431","Herbicide safeners are agrochemicals added to herbicide formulations to protect crops from herbicide damage without reducing the effectiveness of the herbicide against weeds. While safeners are typically structurally similar to their co-formulated herbicides, they are classified as inert in the United States, meaning they are not held to the same regulatory standards as the herbicides. This review systematically examines the toxicity of safeners, which is important given their large-scale global use and potential for exposure to wildlife, livestock, and humans. A systematic review of peer-reviewed literature identified only seven studies examining safener toxicity. Regulatory toxicity data, compiled from the European Chemicals Agency (ECHA) database, included data for 9 of the 18 commercial safeners. Most safeners have low acute ecotoxicity and mammalian toxicity; however, chronic effects and the underlying mechanism are less clear. Benoxacor showed enantioselective metabolism and depletion by drug-metabolizing enzymes. In conclusion, despite the widespread use of safeners, significant knowledge gaps exist regarding their toxicity. More research is needed to fully characterize the potential risks of safeners to human health and the environment. Regulatory agencies should consider reclassifying safeners as active ingredients to ensure adequate toxicity testing and risk assessment.",NA,"1111"
"115","Lisa","YES","1112","Lisa","maybe","Mamboungou, Joseph; Fernandes, Everton Kort Kamp; Vieira, Lucelia Goncalves; Rocha, Thiago Lopes","Hazardous fipronil insecticide effects on aquatic animals' health: Historical review and trends","2024","SCIENCE OF THE TOTAL ENVIRONMENT","954",NA,NA,"10.1016/j.scitotenv.2024.176334","Fipronil (FIP) is a broad-spectrum and highly efficient insecticide used against several arthropod pests, such as parasitic mites and insect pests affecting both animals and plants. Given its several benefits, FIP is widely used in the agricultural and veterinary medicine fields, but its indiscriminate use can have ecotoxic effects on non-target species. Thus, the current study aimed to summarise and critically analyse FIP's ecotoxicity in aquatic animals. Data referring to bibliometric parameters (publication year and geographical distribution), experimental conditions (field and laboratory, FIP type, animal class, species, habitat, and exposure conditions), and biomarkers (oxidative stress, DNA damage, neurotoxicity, and morphological changes) were summarised and critically analysed. Ecotoxicological studies were mainly conducted with insects, crustaceans, molluscs, and fish. Exposure to pure FIP or FIP-based commercial formulation can induce mortality and have sublethal effects on non-target organisms, such as increased reactive oxygen species (ROS), oxidative damage, genotoxicity (DNA damage), neurotoxicity, and morphological changes. The herein reviewed data have evidenced high median lethal FIP concentration (LC50) in vertebrates in comparison to invertebrates. The current findings confirmed that FIP can have several effects on aquatic organisms, besides suggesting potential ecotoxicological risks posed by this insecticide.",NA,"1112"
"116","Lisa","NO","1122","Lisa","maybe","Mach, Bernadette M.; Glynn, Sacha E.; Daniels, Jaret C.; Dale, Adam G.","Target and non-target effects of insecticide use during ornamental milkweed production","2024","ENVIRONMENTAL ENTOMOLOGY",NA,NA,NA,"10.1093/ee/nvae056","There are widespread public efforts to conserve wildlife in urbanized landscapes via the installation of nursery-grown plants that support Lepidoptera taxa. Insecticides are commonly used during nursery production to suppress key plant pests, and many products have extended periods of toxicity and affect a wide range of herbivore taxa. While there are plentiful toxicological data on bee species, predominantly the Western honey bee (Apis mellifera L.), little is known about how insecticides affect nonpest lepidopterans. Lepidoptera has different modes of exposure (e.g., leaf-feeding) and differences in susceptibility to insecticide target sites compared to bees. Consequently, many products compatible with bee conservation pose an uncertain risk to nonpest lepidopterans and thus may represent an under-recognized conflict with conservation efforts. Using the monarch butterfly (Danaus plexippus, L.), tropical milkweed (Asclepias curassavica, L.), and oleander aphid (Aphis nerii, Fonscolombe, 1841) system, we conducted leaf and whole-plant feeding assays to evaluate effects of acute and chronic monarch exposure to industry standard and alternative reduced-risk insecticides used during nursery production. We also evaluated the efficacy of these insecticides against their target pest, the oleander aphid. Our results indicate that insecticides used to control pests on ornamental milkweed can cause monarch larval mortality up to 4 wk after treatment application. Furthermore, the duration of aphid suppression is often shorter than the duration of adverse effects on monarchs. This study demonstrates a conflict between insect pest management and Lepidoptera conservation during ornamental plant production and has implications for the conservation value of ornamentals after retail sale.",NA,"1122"
"117","Lisa","YES","1151","Lisa","maybe","Oliveira, Wesley de Lima; Mota, Thais Fernandes Mendonca; da Silva, Ana Paula; Oliveira, Rangel David de Lima; Comelli, Camila Luiza; Orlandini, Nelson Donizete; Zimmer, Douglas Fernando; de Oliveira, Elton Celton; Ghisi, Nedia de Castilhos","Does the atrazine increase animal mortality: Unraveling through a meta-analytic study","2024","SCIENCE OF THE TOTAL ENVIRONMENT","951",NA,NA,"10.1016/j.scitotenv.2024.175553","Atrazine is one of the most used herbicides in the world, although it is banned in several countries. Pollution of terrestrial and aquatic ecosystems represents a threat to non-target organisms, with various damages already reported in different species. However, there is controversy in studies on atrazine. The question of whether atrazine increases animal mortality is not yet clearly resolved. In this context, this study aimed to carry out a meta-analytic review, focusing on studies on environmental concentrations of the herbicide atrazine to evaluate its lethal effects on various animal species. We identified and analyzed 107 datasets through a selection process that used the Scopus, PubMed, and Web of Science (WoS) databases. A significant increase in the mortality rate of animals exposed to environmental concentrations of atrazine was observed. Nematodes, amphibians, molluscs, insects, and fish showed increased mortality after exposure to atrazine. Animals in the larval and juvenile stages showed greater susceptibility when exposed to different concentrations of atrazine. Furthermore, both commercial and pure formulations resulted in high mortality rates for exposed animals. Atrazine and other pesticides had a synergistic effect, increasing the risk of mortality in animals. There are still many gaps to be filled, and this study can serve as a basis for future regulations involving atrazine.",NA,"1151"
"118","Lisa","YES","1153","Lisa","maybe","Ndikuryayo, Ferdinand; Gong, Xue-Yan; Yang, Wen-Chao","Advances in Understanding the Toxicity of 4-Hydroxyphenylpyruvate Dioxygenase-Inhibiting Herbicides","2024","JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY","72","17762","17770","10.1021/acs.jafc.4c04624","4-Hydroxyphenylpyruvate dioxygenase inhibiting herbicides (HIHs) represent a recent class (HRAC group 27) of herbicides that offer many advantages, such as broad-spectrum activity, crop selectivity, and low resistance rates. However, emerging studies have highlighted the potential toxicity of HIHs in the environment. This review aims to provide a comprehensive summary of the toxicity of HIHs toward nontarget organisms, including plants, microorganisms, animals, and humans. Furthermore, the present work discusses the ecological roles of these organisms in the environment and their significance in agriculture. By shedding light on the toxicity of HIHs, this study seeks to raise awareness among end users, including environmentalists, researchers, and farmers, regarding the potential ecological implications of these herbicides. Hopefully, this knowledge can contribute to informed decision-making and sustainable practices in green agriculture and environmental management.",NA,"1153"
"119","Lisa","NO","1156","Lisa","maybe","Guadalupe, Grobert A.; Garcia, Ligia; Quispe-Sanchez, Luz; Domenech, Eva","The fault tree analysis (FTA) to support management decisions on pesticide control in the reception of peruvian parchment coffee","2024","FOOD CONTROL","166",NA,NA,"10.1016/j.foodcont.2024.110729",NA,NA,"1156"
"120","Lisa","YES","1169","Lisa","maybe","Takacs, Eszter; Lazar, Diana; Siakwa, Augustine; Klatyik, Szandra; Mortl, Maria; Kocsanyi, Laszlo; Barocsi, Attila; Lenk, Sandor; Lengyel, Edina; Szekacs, Andras","Ecotoxicological Evaluation of Safener and Antimicrobial Additives in Isoxaflutole-Based Herbicide Formulations","2024","TOXICS","12",NA,NA,"10.3390/toxics12040238","The environmental load by isoxaflutole and its formulated herbicide products has increasingly become apparent because, after the ban of atrazine, isoxaflutole has become its replacement active ingredient (a.i.). Obtaining information regarding the fate of this a.i. in environmental matrices and its ecotoxicological effects on aquatic organisms is essential for the risk assessment of the herbicide. In this study, the effects of Merlin Flexx- and Merlin WG75 formulated isoxaflutole-based herbicide products and two selected additives (cyprosulfamide safener and 1,2-benzisothiazol-3(2H)-one antimicrobial agent) were investigated on Raphidocelis subcapitata in growth inhibition assays. In ecotoxicological tests, two conventional (optical density and chlorophyll-a content) and two induced fluorescence-based (Fv*/Fp: efficiency of the photosystem PSII and Rfd* changes in the observed ratio of fluorescence decrease) endpoints were determined by UV-spectrophotometer and by our FluoroMeter Module, respectively. Furthermore, dissipation of isoxaflutole alone and in its formulated products was examined by an HPLC-UV method. In ecotoxicological assays, the fluorescence-based Rfd* was observed as the most sensitive endpoint. In this study, the effects of the safener cyprosulfamide and the antimicrobial agent 1,2-benzisothiazol-3(2H)-one on R. subcapitata is firstly reported. The results indicated that the isoxaflutole-equivalent toxicity of the mixture of the isoxaflutole-safener-antimicrobial agent triggered lower toxicity (EC50 = 2.81 +/- 0.22 mg/L) compared to the individual effect of the a.i. (EC50 = 0.02 +/- 0.00 mg/L). The Merlin Flexx formulation (EC50 = 27.04 +/- 1.41 mg/L) was found to be approximately 50-fold less toxic than Merlin WG75, which can be explained by the different chemical characteristics and quantity of additives in them. The additives influenced the dissipation of the a.i. in Z8 medium, as the DT50 value decreased by approximately 1.2- and 3.5-fold under light and dark conditions, respectively.",NA,"1169"
"121","Lisa","YES","1170","Lisa","maybe","da Silva, Ana Paula; Hernandez, Hilda Vanessa Poquioma; Comelli, Camila Luiza; Portugal, Miguel Angel Guillen; Delavy, Fernanda Moreira; de Souza, Tugstenio Lima; de Oliveira, Elton Celton; Oliveira-Ribeiro, Ciro Alberto de; de Assis, Helena Cristina Silva; Ghisi, Fedia de Castilhos","Meta-analytical review of antioxidant mechanisms responses in animals exposed to herbicide 2,4-D herbicide","2024","SCIENCE OF THE TOTAL ENVIRONMENT","924",NA,NA,"10.1016/j.scitotenv.2024.171680","The 2,4-Dichlorophenoxyacetic acid (2,4-D) is a low-cost herbicide to eradicate broadleaf weeds. Since the development of 2,4-D resistant transgenic crops, it has been described as one of the most widely distributed pollutants in the world, increasing concern about its environmental impacts. This study aimed to elucidate the antioxidant system response in animals exposed to 2,4-D by different routes of exposure. It focused on determining if tissue, phylogenetic group, and herbicide formulation would influence the antioxidant mechanisms. A careful literature search of Scopus, WoS, and Science Direct retrieved 6983, 24,098, and 20,616 articles, respectively. The dataset comprised 390 control-treatment comparisons and included three routes of exposure: transgenerational, oral, and topical. The data set for transgenerational and oral exposure revealed oxidative stress through a decrease in enzymatic activities and the level of molecules of the antioxidant system. In contrast, topical exposure increased the oxidative stress. Tissue-specific analyses revealed that the transgenerational effects reduced hepatic catalase (CAT) activity. Oral exposure caused a variety of effects, including increased CAT activity in the prostate and decreased activity in various tissues. Mammals predominate in the transgenerational and oral groups, showing a significantly reduced activity of the antioxidant system. In contrast, in the topical exposure, an increased activity of oxidative stress biomarkers was observed in fish, earthworms, and mollusks. The effects of the 2,4-D formulation on oxidative stress responses showed significant differences between pure and commercial formulations, with oral exposure resulting in decreased activity and topical exposure increasing responses. In summary, orally exposed animals exhibited a clear decrease in enzyme activities, transgenerational exposure elicited tissue-specific prompted biochemical reductions, and topical exposure induced increased responses, emphasizing the need for unbiased exploration of the effects of 2,4-D on biomarkers of oxidative stress while addressing publication bias in oral and topical datasets.",NA,"1170"
