TITLE,INCLUDE_GUY,STUDY_ID,REVIEWERS,INCLUDE_LISA,AUTHORS,JOURNAL,ABSTRACT,YEAR,BLIND_ID,COMPARING
Metabolomics reveals differential mechanisms of toxicity of hyperbranched poly(ethyleneimine)-derived nanoparticles to the soil-borne fungus Verticillium dahliae Kleb,NO,79,Lisa,NO,"Lykogianni, M; Papadopoulou, EA; Sapalidis, A; Tsiourvas, D; Sideratou, Z; Aliferis, KA",PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY,"There is a consensus on the urge for the discovery and assessment of alternative, improved sources of bioactivity that could be developed as plant protection products (PPPs), in order to combat issues that the agrochemical sector is facing. Based on the recent advances in nanotechnology, nanoparticles seem to have a great potential towards the development of the next generation nano-PPPs used as active ingredients (a.i.) per se or as nanocarriers in their formulation. Nonetheless, information on their mode(s)-of-action (MoA) and mechanisms of toxicity is yet largely unknown, representing a bottleneck in their further assessment and development. Therefore, we have undertaken the task to assess the fungitoxicity of hyperbranched poly(ethyleneimine) (HPEI), quaternized hyperbranched poly(ethyleneimine) (QPEI), and guanidinylated hyperbranched poly (ethyleneimine) (GPEI) nanoparticles to the soil-born plant pathogenic fungus Verticillium dahliae Kleb, and dissect their effects on its metabolism applying GC/EI/MS metabolomics. Results revealed that functionalization of HPEI nanoparticles with guanidinium end groups (GPEI) increases their toxicity to V. dahliae, while functionalization with quaternary ammonium end groups (QPEI) decreases it. The treatments with the nanoparticles affected the chemical homeostasis of the fungus, altering substantially its amino acid pool, energy production, and fatty acid content, causing additionally oxidative and osmotic stresses. To the best of our knowledge, this is the first report on the comparative toxicity of HPEI, QPEI, and GPEI to filamentous fungi applying metabolomics. The findings could be exploited in the study of the quantitative structure-activity relationship (QSAR) of HPEI-derived nanoparticles and their further development as nano-PPPs.",2020,5403,TRUE
In vitro larvicidal efficacy of flystrike dressings against the Australian sheep blowfly,NO,80,Lisa,NO,"Levot, GW; Sales, N; Barchia, I",AUSTRALIAN JOURNAL OF EXPERIMENTAL AGRICULTURE,"The abilities of 14 registered flystrike products to prevent development of Australian sheep blowfly (Lucilia cuprina) larvae were measured by laboratory bioassay. Larvae were exposed to the products for periods ranging from 5 to 180 s. Most products were quite effective against susceptible-strain larvae but less effective in field strains due to organophosphate resistance. Some products killed fewer than 20% of field larvae, even after 180 s exposure. However, field strain and susceptible-strain L. cuprina were equally likely to succumb after thorough exposure to a powder formulation of diazinon or to products containing ivermectin or cyromazine. Most products had no obvious effects on larvae until 2-8 h after treatment. Exceptions were non-aqueous, ready to use formulations such as Kleendok with diazinon, Defiance S and Coopers Flystrike Powder. In the cases of Kleendok with diazinon and Defiance S it is likely that formulation components other than the active ingredient were responsible for the fast action. Of the aqueous organophosphate formulation products Supona, containing chlorfenvinphos, was the fastest acting. Greater proportions of susceptible larvae responded over time but among field larvae that responded initially, there were some that recovered within 24 h. Increasing concern over insecticide residues in wool following jetting (topical treatment) of whole sheep, has placed greater reliance on dressing products to control flystrike. With so few effective products available there is a ready market for fast-acting, efficacious products.",1999,5412,TRUE
Preparation and characterization of neem oil nanoemulsion formulations against Sitophilus oryzae and Tribolium castaneum adults,NO,81,Lisa,NO,"Choupanian, M; Omar, D; Basri, M; Asib, N",JOURNAL OF PESTICIDE SCIENCE,"This study aimed to improve the efficacy of azadirachtin (Azadirachta indica. A. Juss) against two serious pest species of stored products, Sitophilus oryzae (L.) and Tribolium castaneum (Herbst), through nano -emulsion formulations. Pseudoternary phase diagrams were constructed consisting of an emulsion system of an active ingredient (neem oil), surfactant (polysorbate or alkylpolyglucoside), and water. Isotropic regions were formed in the pseudoternary phase diagrams, and four formulations were selected from the isotropic regions and characterized according to particle size, particle aging, zeta potential, stability and thermostability, surface tension, viscosity, and pH. The selected formulations showed particle sizes of 208-507 nm in diameter. The result of contact toxicity demonstrated excellent mortality of S. oryzae and T castaneum adults, with a mortality range of 85100% and 74-100%, respectively, at a 1% azadirachtin concentration after only 2 days of exposure. Compared to non -formulated neem oil, the nano -emulsion formulations significantly increased the mortality of the tested species. (C) Pesticide Science Society of Japan",2017,5418,TRUE
Development of an attract-and-kill co-formulation containing Saccharomyces cerevisiae and neem extract attractive towards wireworms,NO,82,Lisa,NO,"Humbert, P; Vemmer, M; Mavers, F; Schumann, M; Vidal, S; Patel, AV",PEST MANAGEMENT SCIENCE,"BACKGROUNDWireworms (Coleoptera: Elateridae) are major insect pests of worldwide relevance. Owing to the progressive phasing-out of chemical insecticides, there is great demand for innovative control options. This study reports on the development of an attract-and-kill co-formulation based on Ca-alginate beads, which release CO2 and contain neem extract as a bioinsecticidal compound. The objectives of this study were to discover: (1) whether neem extract can be immobilized efficiently, (2) whether CO2-releasing Saccharomyces cerevisiae and neem extract are suitable for co-encapsulation, and (3) whether co-encapsulated neem extract affects the attractiveness of CO2-releasing beads towards wireworms. RESULTSNeem extract was co-encapsulated together with S. cerevisiae, starch and amyloglucosidase with a high encapsulation efficiency of 98.6% (based on measurement of azadirachtin A as the main active ingredient). Even at enhanced concentrations, neem extract allowed growth of S. cerevisiae, and beads containing neem extract exhibited CO2-emission comparable with beads without neem extract. When applied to the soil, the beads established a CO2 gradient of >15 cm. The co-formulation containing neem extract showed no repellent effects and was attractive for wireworms within the first 24 h after exposure. CONCLUSIONCo-encapsulation of S. cerevisiae and neem extract is a promising approach for the development of attract-and-kill formulations for the control of wireworms. This study offers new options for the application of neem extracts in soil. (c) 2017 Society of Chemical Industry",2018,5423,TRUE
Dissipation kinetics and risk assessment of fluopyram and tebuconazole in mango (Mangifera indica),NO,83,Lisa,NO,"Mohapatra, S; Siddamallaiah, L; Buddidathi, R; Matadha, NY",INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY,"The combination formulation of fluopyram and tebuconazole is used for control of fungal diseases and post-harvest disease management of mango. Dissipation study of the fungicides on mango was carried out after giving applications of fluopyram +tebuconazole at the standard and double doses of 150+150 and 300+300g active ingredient hectare(-1) (g a.i. ha(-1)), respectively. Fluopyram residues on mango were 0.8 and 0.9mg kg(-1) and tebuconazole residues, 0.308 and 0.4mg kg(-1) after three and four applications at the standard dose. At double dose treatment the residue levels for fluopyram were 1.266 and 1.453mg kg(-1) and tebuconazole, 0.681 and 0.853mg kg(-1), respectively. Residue dissipation in mango fruits followed first order rate kinetics and the half-life (DT50) were 4.3-5.4days for fluopyram and 3-3.8days for tebuconazole. Faster dissipation of the fungicides was observed after the fourth treatment which directly correlated to higher rainfall during that period. The combined residues of fluopyram+tebuconazole reduced to below their maximum residue limits (MRLs) within 36-38days. Dietary risk assessment on human health indicated that fluopyram and tebuconazole application to mango is unlikely to pose risk to human beings. This study gives valuable information on the judicious use of this combination formulation on mango, especially towards harvest.",2018,5434,TRUE
"Synthetic and Natural Insecticides: Gas, Liquid, Gel and Solid Formulations for Stored-Product and Food-Industry Pest Control",NO,84,Lisa,NO,"Stejskal, V; Vendl, T; Aulicky, R; Athanassiou, C",INSECTS,"Simple Summary Currently, there is great global research interest in the use of novel methods of protection against agricultural, storage, and urban pests, particularly in the use of botanical substances and nontoxic materials. To ensure efficacy and safety, botanical and synthetic insecticides must be properly formulated and delivered in a species-specific way to their pest targets. The wide diversity of pests and environments-globally occurring at farms and food industry facilities-has inevitably resulted in a massive proliferation of application formulations and approaches. Although there are excellent summaries on particular aspects of the usage of synthetic and botanical pesticides, a general overview of application formulations on stored-product and food-associated pests is not currently available. This review provides an inventory of current and historical pesticide formulations. Its structure follows the traditional insecticide categorization based on four physical formulation types: gas, liquid, gel/foam, and solid. The review documents renewed research interest in optimizing traditional methods, such as insecticide baits, aerosols, sprays, fumigants, and inert gases, as well as the feasibility of integrating these methods with natural insecticides and physical measures (e.g., low temperatures) as combined application approaches. Several emerging technologies of pesticide formulations have been identified; they include electrostatic dusts or sprays, nanoparticles, hydrogels, inert baits with synthetic attractants, biodegradable cyanogenic protective coatings of grain, and RNA-based gene silencing compounds encapsulated in baits. Traditional and new formulations of natural compounds, including inert dust (diatomaceous earth) and botanicals (essential oils), have been considered as non-synthetic chemical control solutions for organic food production in developed countries and as affordable home-made insecticides in developing countries. The authors hope that the general coverage and extensive photographic documentation will make this review useful not only for scientists but also for students and practitioners. The selective application of insecticides is one of the cornerstones of integrated pest management (IPM) and management strategies for pest resistance to insecticides. The present work provides a comprehensive overview of the traditional and new methods for the application of gas, liquid, gel, and solid physical insecticide formulations to control stored-product and food industry urban pests from the taxa Acarina, Blattodea, Coleoptera, Diptera, Hymenoptera, Lepidoptera, Psocoptera, and Zygentoma. Various definitions and concepts historically and currently used for various pesticide application formulations and methods are also described. This review demonstrates that new technological advances have sparked renewed research interest in the optimization of conventional methods such as insecticide aerosols, sprays, fumigants, and inert gases. Insect growth regulators/disruptors (IGRs/IGDs) are increasingly employed in baits, aerosols, residual treatments, and as spray-residual protectants for long-term stored-grain protection. Insecticide-impregnated hypoxic multilayer bags have been proven to be one of the most promising low-cost and safe methods for hermetic grain storage in developing countries. Insecticide-impregnated netting and food baits were originally developed for the control of urban/medical pests and have been recognized as an innovative technology for the protection of stored commodities. New biodegradable acaricide gel coatings and nets have been suggested for the protection of ham meat. Tablets and satchels represent a new approach for the application of botanicals. Many emerging technologies can be found in the form of impregnated protective packaging (insect growth regulators/disruptors (IGRs/IGDs), natural repellents), pheromone-based attracticides, electrostatic dust or sprays, nanoparticles, edible artificial sweeteners, hydrogels, inert baits with synthetic attractants, biodegradable encapsulations of active ingredients, and cyanogenic protective grain coatings. Smart pest control technologies based on RNA-based gene silencing compounds incorporated into food baits stand at the forefront of current strategic research. Inert gases and dust (diatomaceous earth) are positive examples of alternatives to synthetic pesticide products, for which methods of application and their integration with other methods have been proposed and implemented in practice. Although many promising laboratory studies have been conducted on the biological activity of natural botanical insecticides, published studies demonstrating their effective industrial field usage in grain stores and food production facilities are scarce. This review shows that the current problems associated with the application of some natural botanical insecticides (e.g., sorption, stability, field efficacy, and smell) to some extent echo problems that were frequently encountered and addressed almost 100 years ago during the transition from ancient to modern classical chemical pest control methods.",2021,5445,TRUE
Constructing sustained-release herbicide formulations based on poly-3-hydroxybutyrate and natural materials as a degradable matrix,NO,85,Lisa,NO,"Kiselev, EG; Boyandin, AN; Zhila, NO; Prudnikova, SV; Shumilova, AA; Baranovskiy, SV; Shishatskaya, EI; Thomas, S; Volova, TG",PEST MANAGEMENT SCIENCE,"BACKGROUND The purpose of the present study was to develop ecofriendly herbicide formulations. Its main aim was to develop and investigate slow-release formulations of herbicides (metribuzin, tribenuron-methyl, and fenoxaprop-P-ethyl) of different structure, solubility, and specificity, which were loaded into a degradable matrix of poly-3-hydroxybutyrate (P(3HB)) blended with available natural materials (peat, clay, and wood flour). RESULTS Differences in the structure and physicochemical properties of the formulations were studied depending on the type of the matrix. Herbicide release and accumulation in soil were associated with the solubility of the herbicide. Fourier-transform infrared spectroscopy showed that no chemical bonds were formed between the components in the experimental formulations. Degradation of the formulations in agro-transformed soil in laboratory conditions was chiefly influenced by the shape of the specimens (granules or pellets) while the effect of the type of filler (peat, clay, or wood flour) was insignificant. The use of granules enabled more rapid accumulation of the herbicides in soil: their peak concentrations were reached after 3 weeks of incubation while the concentrations of the herbicides released from the pellets were the highest after 5-7 weeks. Loading of the herbicides into the polymer matrix composed of the slowly degraded P(3HB) and natural materials enabled both sustained function of the formulations in soil (lasting between 1.5 and >= 3 months) and stable activity of the otherwise rapidly inactivated herbicides such as tribenuron-methyl and fenoxaprop-P-ethyl. CONCLUSION The experimental herbicide formulations enabled slow release of the active ingredients to soil. (c) 2019 Society of Chemical Industry",2020,5468,TRUE
"Glyphosate and glufosinate-based herbicides: fate in soil, transfer to, and effects on land snails",NO,86,Lisa,NO,"Druart, C; Millet, M; Scheifler, R; Delhomme, O; de Vaufleury, A",JOURNAL OF SOILS AND SEDIMENTS,"Purpose The aim of this work was to assess the transfer and effects of two widely used herbicides on the land snail Helix aspersa during long-term exposure under laboratory conditions. Materials and methods Newly hatched snails were exposed for 168 days to soil and/or food contaminated with a formulation of glyphosate (BypassA (R)) or glufosinate (BastaA (R)) at the recommended field doses and also at 10-fold this dose. Results and discussion Herbicide degradation patterns showed that snails were mainly exposed during the first 28 days. The DT50 of glyphosate and glufosinate was established at 10.6 and 3.7 days, respectively. No significant effects on survival and growth were determined. Concerning genital tract maturation of the snails, exposure to herbicides tended to decrease the development of the albumen gland (inhibition of 43.5 +/- 32.8%). The presence of glyphosate (6 mg kg(-1) dry weight) was demonstrated in snails exposed continuously to this active ingredient at the highest concentration in their food. Conclusions These results showed a low effect of herbicides at relevant concentrations in soil but the detection of residues in tissues indicated a potential risk of transfer to the food chain. This chronic toxicity bioassay could complete the available tests to assess toxicity of contaminants, and more particularly pesticides, in soil.",2011,5477,TRUE
Multi-Encapsulation Combination of O/W/O Emulsions with Polyurea Microcapsules for Controlled Release and Safe Application of Dimethyl Disulfide,NO,87,Lisa,NO,"Ren, LR; Huang, B; Fang, WS; Zhang, DQ; Cheng, HY; Song, ZX; Yan, DD; Li, Y; Wang, QX; Zhou, ZQ; Cao, AC",ACS APPLIED MATERIALS & INTERFACES,"Dimethyl disulfide (DMDS), a promising alternative fumigant, has been highly desirable for excellent management of soil pests and diseases. However, high volatility and moderate toxicity of this sulfide limit its application. To address these issues, a novel controlled release formulation of DMDS was proposed employing multiple emulsions and polyurea microcapsules (DMDS@MEs-MCs). The successful combination of the two technologies was revealed by confocal laser scanning microscopy, scanning electron microscopy, thermogravimetric analysis, and Fourier transform infrared. According to the multiple encapsulation structure, the encapsulation efficiency decreased by only 3.13% after thermal storage, compared with a 15.21% decrease of microcapsules made with only a monolayer film. DMDS@MEs-MCs could effectively control the release of active ingredient, which increased applicator and environmental safety during application. Moreover, it could be facilely used by spraying and drip irrigation instead of a special fumigation device. The innovative formulation exhibited better control efficacy on soil pathogens (Fusarium spp. and Phytophthora spp.) and root-knot nematodes (Meloidogyne spp.) than DMDS technical concentration (DMDS TC). In addition, it did not inhibit seed germination after 10 days when the plastic film was removed from the fumigated soil. This method appears to be of broad interest for the development of safe and handy fumigant application.",2021,5611,TRUE
"Acute toxicity of chlorpyrifos and carbosulfan to glochidia of the freshwater mussel Hyriopsis bialata Simpson, 1900",NO,88,Lisa,NO,"Sangsawang, A; Kovitvadhi, U; Clearwater, SJ; Kovitvadhi, S; Satapornvanit, K; Thompson, K",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,"The acute toxicity of carbosulfan and chlorpyrifos in formulated pesticides to glochidia (larvae) of the freshwater mussel (Hyriopsis bialata Simpson, 1900) was evaluated under static conditions in moderately hard dechlorinated tap water. Measured pesticide concentrations were 26 to 34% lower than nominal concentrations; therefore, all results are expressed in terms of measured active ingredient. Carbosulfan was relatively non-toxic to the mussel larvae with median effective concentrations (EC50) of carbosulfan at 24 and 48 h greater than 0.10 mg/L. The EC(50)s of chlorpyrifos at 24 and 48 h were 0.083 and 0.078 mg/L, respectively (measured concentrations). The 48-h EC50 of a combined exposure to a mixture of chlorpyrifos and carbosulfan at a constant ratio of 2.9:1 was 0.0142:0.049 mg CP:CB/L. In a separate experiment, the effect of water hardness on carbosulfan, chlorpyrifos, or a combined exposure was assessed using glochidia exposed to either soft, moderately hard, or hard reconstituted water. There was no effect of water hardness on the survival of glochidia after 24- or 48-h exposure to carbosulfan. The chlorpyrifos 48-h EC(50)s in soft water, moderately hard water, and hard water were 0.18, 0.11, and 0.16 mg/L, respectively. The data indicate that the lowest water hardness resulted in the highest survival of glochidia, whereas an increase to moderate water hardness resulted in significantly decreased survival of glochidia (F = 15.5, P < 0.05). The EC(50)s of a combined exposure at 48 h in soft water, moderately hard water, and hard water were 0.124:0.044, 0.132:0.047, and 0.064:0.022 mg CP:CB/L, respectively. The data indicate that the combined toxicity was lowest at low and moderate water hardness, whereas an increase to high water hardness resulted in a significantly decreased survival of glochidia. After 48 h, the toxicity of the combined chlorpyrifos and carbosulfan exposure in soft and hard water was greater than that of chlorpyrifos alone.",2017,5637,TRUE
"Solar radiation, relative humidity, and soil water effects on metolachlor volatilization",NO,89,Lisa,NO,"Prueger, JH; Gish, TJ; McConnell, LL; McKee, LG; Hatfield, JL; Kustas, WP",ENVIRONMENTAL SCIENCE & TECHNOLOGY,"Pesticide volatilization is a significant loss pathway that may have unintended consequences in nontarget environments. Field-scale pesticide volatilization involves the interaction of a number of complex variables. There is a need to acquire pesticide volatilization fluxes from a location where several of these variables can be held constant. Accordingly, soil properties, tillage practices, surface residue management, and pesticide formulations were held constant while fundamental information regarding metolachlor volatilization (a pre-emergent pesticide) was monitored over a five-year period as influenced by meteorological variables and soil water content. Metolachlor vapor concentrations were measured continuously for 120 h after each application using polyurethane foam plugs in a logarithmic profile above the soil surface. A flux gradient technique was used to compute volatilization fluxes from metolachlor concentration profiles and turbulent fluxes of heat and water vapor (as determined from eddy covariance measurements). Differences in meteorological conditions and surface soil water contents resulted in variability of the volatilization losses over the years studied. The peak volatilization losses for each year occurred during the first 24 h after application with a maximum flux rate in 2001 (1500 ng m(-2) s(-1)) associated with wet surface soil conditions combined with warm temperatures. The cumulative volatilization losses for the 120-hour period following metolachlor application varied over the years from 5 to 25% of the applied active ingredient, with approximately 87% of the losses occurring during the first 72 h. In all of the years studied, volatilization occurred diurnally and accounted for between 43 and 86% during the day and 14 and 57% during the night of the total measured loss. The results suggest that metolachlor volatilization is influenced by multiple factors involving meteorological, surface soil, and chemical factors.",2005,5689,TRUE
A new philosophy in fabrication pesticides (Abamectin) and Essential oils (Orange oil) into nano-form,NO,90,Lisa,NO,"Soudy, BA; Allam, SFM; Hassan, MF; Khalil, NS; Youssef, DA",EGYPTIAN JOURNAL OF CHEMISTRY,"A new philosophy and new formulation of pesticide nanoemulsion Abamectin and limonene have been tested for its adult activity against Tetranychus urticae Koch. The presence of Abamectin and limonene in the formulation was confirmed by Transmission Electron Microscope and Gas Chromatography-Mass Spectrometer. The dose-response data of T. Urticae indicated that the Abamectin and limonene TC were more toxic to the pest than its commercial one. Arranged the toxicity values of some treatment based on LT50 values tested against T. urticae in descending orders as follows abamectin1.8%, nano Abamectin TC, nano Abamectin 1.8%, and Abamectin TC. Nano Abamectin TC is the second level but is the lowest dose with high absorption and fast toxicity. It was shown that nano orange oil TC was the most effective essential oil and Thymus oil was the least effective oil. LC 50 values were 11.21%, 12.17%, 16.11% and 19.17 % for nano orange oil TC. Orange oil 6%, nano Orange oil 6%, and Orange oil TC respectively after 96hr post-treatment. Time of Absorption on Plant Leaves per minutes was the lowest time in leaves absorption nano orange oil (10.33,15.16,21.14,21.25,23.12,33.09,39.13 and 48.08 respectively) for (nano orange oil TC, nano Abamectin TC, orange oil TC nano orange oi l6% nano Abamectin 1.8% Abamectin 1.8% orange oil 6% Abamectin TC respectively).nano orange oil was more absorption than orange oil TC by 21%. Our findings indicated that nano shape in TC form and then make pesticide formulation was more effective and more absorption in plant leaves against T. Urticae than Abamectin and limonene in normal shape and formulation nano shape conversion. The required concentration for controlling T. urticae decreased more then. because active ingredients became more speared in formulation This approach might be successful examples for decreasing the resistance of this pest to pesticides and reduce environmental pollution.",2021,5721,TRUE
Differential impact of Limnoperna fortunei-herbicide interaction between Roundup Max (R) and glyphosate on freshwater microscopic communities,YES,91,Lisa,YES,"Gattas, F; Vinocur, A; Graziano, M; Afonso, MD; Pizarro, H; Cataldo, D",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,"Multiple anthropogenic stressors act simultaneously on the environment, with consequences different from those caused by single-stressor exposure. We investigated how the combination of the invasive mussel Limnoperna fortunei and a widely applied herbicide, Roundup Max (R), affected freshwater microscopic communities and water quality. Further, we compared these results with those induced by the combination of the mussel and technical-grade glyphosate. We carried out a 34-day experiment in outdoor mesocosms, applying the following six treatments: 6 mg L-1 of technical-grade glyphosate (G), the equivalent concentration of glyphosate in Roundup Max (R) (R), 100 mussels (M), the combination of mussels and herbicide either in the technical-grade or formulated form (MG and MR, respectively), and control (C). Herbicides significantly increased total phosphorus in water; R and MR showed greater initial total nitrogen and ammonium. R increased picoplankton abundance and caused an eightfold increase in phytoplankton, with high turbidity values; G had a lower effect on these variables. Herbicide-mussel combination induced an accelerated dissipation of glyphosate in water (MG 6.36 +/- 0.83 mg G g DW-1 day(-1) and MR 5.16 +/- 1.26 mg G g DW-1 day(-1)). A synergistic effect on ammonium was observed in MR but not in MG. MR and MG had an antagonistic effect on phytoplankton, which showed a drastic reduction due to grazing, as revealed by M. We provide evidence of differential effects of Roundup Max (R) and technical-grade glyphosate over water quality and microscopic communities, and in combination with mussels. However, in the combination of mussels and herbicides, mussels seem to play a leading role. In the presence of L. fortunei, the effects of higher nutrient availability provided by herbicides addition were counteracted by the filtration activity of mussels, which released nutrients, grazed on picoplankton and phytoplankton, and boosted the development of other primary producers, periphyton and metaphyton.",2016,5740,TRUE
"Toxicity of Chlorantraniliprole and it's Formulated Product, Altacor (R), to Individuals and Populations of Ceriodaphnia Dubia Richard",YES,92,Lisa,YES,"Stark, JD; Qiao, M; Banks, JE",BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"The toxicity of the insecticide chlorantraniliprole and its formulated product Altacor(R) was determined for the Cladoceran, Ceriodaphnia dubia Richard. Acute toxicity (48 h) and 21 d population studies were conducted. The hypothesis of this study was that these two compounds would have different toxicities. We conducted acute and chronic toxicity studies for each compound and compared the results to test this hypothesis. 48 h LC50s (95% CL) for chlorantraniliprole and Altacor(R) were 8.5 (6.6-11.5) and 6.0 (3.7-9.0) mu g chlorantraniliprole/L water, respectively. Therefore, chlorantraniliprole and Altacor(R) were equitoxic to C. dubia at LC50 based on overlap of the 95% CL. In the population study, chlorantraniliprole and Altacor(R) concentrations equivalent to the acute LC5, 10, 25, and 50 for each product were evaluated on populations of C. dubia. Number of individuals after 21 d was the endpoint evaluated. T-tests conducted at each LC value indicated that there was no significant difference in population size between these two products at each LC value evaluated. Previous studies show that toxicity can vary greatly between formulated and technical grade pesticides. However, our results show that chlorantraniliprole and its formulated product, Altacor(R) were equally toxic to C. dubia. Therefore, making assumptions about the toxicity of formulated and unformulated products is ill advised.",2022,5742,TRUE
Analytical methods for biological monitoring of exposure to pesticides: a review,NO,93,Lisa,NO,"Barr, DB; Needham, LL",JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES,"Synthetic pesticides have been used since in the early to mid twentieth century. In the US alone, over 800 pesticide active ingredients are formulated in about 21000 different commercial products. Although many public health benefits have been realized by the use of pesticides, their potential impact on the environment and public health is substantial. For risk assessment studies, exposure assessment is an integral component, which has unfortunately, often been weak or missing. In the past several decades, researchers have proposed to fill these missing data gaps using biological monitoring of specific markers related to exposures. In this paper, we present a review of existing analytical methodology for the biological monitoring of exposure to pesticides. We also present a critical assessment of the existing methodology and explore areas in which more research is needed. (C) 2002 Published by Elsevier Science B.V.",2002,5878,TRUE
Effects of 'inactive' ingredients on bees,NO,94,Lisa,YES,"Mullin, CA",CURRENT OPINION IN INSECT SCIENCE,"Honey bees are sensitive to widespread co-formulants used in agrochemicals, and evaluation of the role of these 'inerts or inactives' in pollinator decline is only in its formative stages. Lack of disclosure of formulation ingredients in major products and lack of adequate methods for their analysis constrain the assessment of total chemical load and agrochemical exposures on bees. Most studies to document pesticide effects on honey bees are performed without the formulation or other relevant spray adjuvant components used to environmentally apply the toxicant. Formulations are generally more toxic than active ingredients, particularly fungicides, by up to 26,000-fold based on published literature. Some 'inactive' candidates for future risk assessment for pollinators include the organosilicone surfactants and the co-solvent N-methyl-2-pyrrolidone.",2015,5897,FALSE
Could Glyphosate and Glyphosate-Based Herbicides Be Associated With Increased Thyroid Diseases Worldwide?,NO,95,Lisa,NO,"Romano, Renata Marino; de Oliveira, Jeane Maria; de Oliveira, Viviane Matoso; de Oliveira, Isabela Medeiros; Torres, Yohandra Reyes; Bargi-Souza, Paula; Martino Andrade, Anderson Joel; Romano, Marco Aurelio",FRONTIERS IN ENDOCRINOLOGY,"The increased incidence of thyroid diseases raises a series of questions about what the main predisposing factors are nowadays. If dietary restriction of iodine was once a major global health concern, today, the processes of industrialization of food and high exposure to a wide variety of environmental chemicals may be affecting, directly or indirectly, thyroid function. The homeostasis of hypothalamus-pituitary-thyroid (HPT) axis is finely regulated through the negative feedback mechanism exerted by thyroid hormones. Allostatic mechanisms are triggered to adjust the physiology of HPT axis in chronic conditions. Glyphosate and glyphosate-based herbicides are pesticides with controversial endocrine disrupting activities and only few studies have approached their effects on HPT axis and thyroid function. However, glyphosate has an electrophilic and nucleophilic zwitterion chemical structure that may affect the mechanisms involved in iodide oxidation and organification, as well as the oxidative phosphorylation in the ATP synthesis. Thus, in this review, we aimed to: (1) discuss the critical points in the regulation of HPT axis and thyroid hormones levels balance, which may be susceptible to the toxic action of glyphosate and glyphosate-based herbicides, correlating the molecular mechanisms involved in glyphosate toxicity described in the literature that may, directly or indirectly, be associated to the higher incidence of thyroid diseases; and (2) present the literature regarding glyphosate toxicity in HPT axis.",2021,5990,TRUE
Glyphosate-based herbicide formulations and reproductive toxicity in animals,NO,96,Lisa,NO,"Jarrell, Zachery Ryan; Ahammad, Muslah Uddin; Benson, Andrew Parks",VETERINARY AND ANIMAL SCIENCE,"The adoption of genetically engineered (GE) crops in agriculture has increased dramatically over the last few decades. Among the transgenic plants, those tolerant to the herbicide glyphosate are among the most common. Weed resistance to glyphosate-based herbicides (GBHs) has been on the rise, leading to increased herbicide applications. This, in turn, has led to increased glyphosate residues in feed. Although glyphosate has been considered to be generally safe to animal health, recent studies have shown that GBHs have potential to cause adverse effects in animal reproduction, including disruption of key regulatory enzymes in androgen synthesis, alteration of serum levels of estrogen and testosterone, damage to reproductive tissues and impairment of gametogenesis. This review emphasizes known effects of GBHs on reproductive health as well as the potential risk GBH residues pose to animal agriculture.",2020,6001,TRUE
Impacts of sublethal insecticide exposure on insects - Facts and knowledge gaps,NO,97,Lisa,NO,"Mueller, Caroline",BASIC AND APPLIED ECOLOGY,"The biodiversity and biomass of insects is dramatically declining due to various anthropogenic factors. One of these factors is the use of insecticides to protect plants from pests. However, apart from the targeted pest insects, thousands of non-target organisms face traces of insecticides that are not lethal but can affect numerous traits of the individual, including development, physiology, behaviour and communication. In the present review, key facts on impacts of sublethal insecticide exposure on such traits are summarised. Attributable to various abiotic and biotic processes, insecticide concentrations may become sublethal in space and time. Nevertheless, these concentrations impede insect development, reducing growth and survival, but sometimes also enhance reproductive performance. The effects are species-specific, but sensitivity also differs within species depending on the developmental stage, sex and population. Furthermore, insecticide exposure influences several immunity pathways and causes changes in behaviour. Such changes are mostly studied on the level of behavioural traits. However, also effects on the consistency of overall individual behavioural phenotypes, i.e. personalities, should be investigated, which have consequences on individual fitness and on the effectiveness of biocontrol agents. Moreover, insecticides can act as info-disruptors, impeding signal production and perception during chemical communication at various levels. Finally, microbial symbionts may modify insect responses to insecticides, being of particular interest for biotechnological approaches. Here, methodological issues are discussed and knowledge gaps and potential future research directions are highlighted. Understanding the mechanisms of dose-dependent insecticide impacts on organisms and their cascading effects on higher levels of biological organisation and on subsequent generations are of utmost importance for proper insecticide use. (C) 2018 Gesellschaft fur Okologie. Published by Elsevier GmbH. All rights reserved.",2018,6040,TRUE
