DATA_ID,STUDY_ID,AI_NAME,AI_50,AI_50_TYPE,AI_ERROR_LOWER,AI_ERROR_HIGHER,AI_ERROR_TYPE,AI_N_CONTAINER,AI_N_INDIVIDUALS_PER_CONTAINER,AI_N_STRUCTURE,FORM_NAME,FORM_50,FORM_50_TYPE,FORM_ERROR_LOWER,FORM_ERROR_HIGHER,FORM_ERROR_TYPE,FORM_N_CONTAINER,FORM_N_INDIVIDUALS_PER_CONTAINER,FORM_N_STRUCTURE,CI_METHOD,CONTROL_GROUP,TEST_GROUP,MULTIPLE_MEASUREMENT,MULTIPLE_TYPE,SPECIES_NAME_BINOMIAL,SPECIES_NAME_COMMON,STRAIN_CLONE_SOURCE,SPECIES_CLASS,SPECIES_PHYLUM,SPECIES_KINGDOM,ECOSYSTEM,LIFE_STAGE,EXPOSURE_DURATION_HOURS,PESTICIDE_CLASS,NANO_FORMULATION,BIO_FORMULATION,SEX,EXPOSURE_ROUTE,ACUTE_CHRONIC_TOXICITY,TEMPERATURE_°C,PH,FEEDING_STATE,AGE_TEST_ORGANISM_HOURS,REGULATORY_STANDARDISED_GUIDELINES_FOLLOWED,GUIDELINES,WATER_HARDNESS_mg_L_Ca_CO3,SE_SIMULATION_REQUIRED,FORMULATION_TYPE,FORMULATION_EXPRESSED_IN_AI_CONC,FORMULATION_VALUE_ADJUSTED,YEAR_PUBLISHED,NOTES,SOURCE,AI_N_INDIVIDUAL,FORM_N_INDIVIDUAL,AI_SE_INDIVIDUAL,FORM_SE_INDIVIDUAL,AI_BIGGEST_CI_ARM,FORM_BIGGEST_CI_ARM,REASON_EXCLUSION,LRR,LRR_VAR_INDIVIDUAL,TIME_SIMPLE
219,wos17,nicosulfuron+terbuthylazine,3.24,EC50,0.83,0.84,CI_95,3,1,3 replicates,Winner Top,2.57,EC50,0.92,0.93,CI_95,3,1,3 replicates,logistic,wos17_ai_d,wos17_form_d,wos17_4,1,Lemna gibba,NA,University of Aveiro,Liliopsida,Tracheophyta,Plantae,Aquatic,NA,96,herbicide,NO,NO,NA,environmental,acute,23,NA,NA,NA,YES,NA,NA,NO,oil dispersion,YES,NA,2018,two ais but usable as mixture of them at same ratio as formulation was used. This meant the ai and the formulation could be compared in terms of TU (as the individual ais were also tested).,Guy,3,3,0.19522839809777345,0.21614572646539207,0.84,0.93,NA,-0.23166743089710976,0.010704127919104363,1
220,wos1843,glyphosate-ipa,4.2,EC50,1.8,1.8,SE,4,5,"4 containers, 5 individuals",Roundup Quick,48.9,EC50,5.5,5.5,SE,4,5,"4 containers, 5 individuals",log-normal,wos1843_ai_a,wos1843_form_a,wos1843_1,1,Daphnia magna,water flea,"National Institute of Chemical Physics and Biophysics, Estonia",Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,24,YES,NA,NA,NO,ready to use,YES,NA,2013,"glyphosate-IPA vs Roundup Max was excluded as this formulation has a glyphosate ammonium salt, not IPA. Bacterial work did not include CIs. Requested",Guy,20,20,1.8,5.5,NA,NA,NA,2.4546928711915035,0.19632396850744765,1
221,wos1843,glyphosate-ipa,7.5,EC50,1.4,1.4,SE,3,1,3 replicates,Roundup Quick,5.4,EC50,1.3,1.3,SE,3,1,3 replicates,log-normal,wos1843_ai_b,wos1843_form_b,wos1843_2,1,Aliivibrio fischeri,NA,"National Institute of Chemical Physics and Biophysics, Estonia",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,NO,ready to use,YES,NA,2013,"glyphosate-IPA vs Roundup Max was excluded as this formulation has a glyphosate ammonium salt, not IPA. Bacterial work did not include CIs. Requested",Guy,3,3,1.4,1.3,NA,NA,NA,-0.32850406697203594,0.09280054869684498,1
322,wos1895,glyphosate,199,LC50,29,37,CI_95,3,10,"3 replicates, 10 individuals per replicate",Roundup Max,9.34,LC50,0.63,0.61,CI_95,3,10,"3 replicates, 10 individuals per replicate",probit,wos1895_ai_a,wos1895_form_a,wos1895_1,1,Daphnia magna,water flea,Watertox Bioassays Program of the International Development Research Center of Canada,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,herbicide,NO,NO,NA,environmental,acute,21,7.8,starved,24,YES,NA,170,NO,soluble concentrate,YES,NA,2014,extracted part of the sample size from the referenced guideline. Was in spanish. Use deepL to translate p61.,Guy,30,30,18.0908780304091,0.3080338691664252,37,0.63,NA,-3.058998572483741,0.009352119556954329,1
323,wos1895,cypermethrin,3.73,LC50,0.48,0.56,CI_95,3,10,"3 replicates, 10 individuals per replicate",Glextrin,2.81,LC50,0.32,0.35,CI_95,3,10,"3 replicates, 10 individuals per replicate",probit,wos1895_ai_b,wos1895_form_b,wos1895_2,1,Daphnia magna,water flea,Watertox Bioassays Program of the International Development Research Center of Canada,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,herbicide,NO,NO,NA,environmental,acute,21,7.8,starved,24,YES,NA,170,NO,emulsifiable concentrate,YES,NA,2014,extracted part of the sample size from the referenced guideline. Was in spanish. Use deepL to translate p61.,Guy,30,30,0.27380788370348913,0.17112992731468069,0.56,0.35,NA,-0.2832237503100697,0.00909742893664545,1
324,wos1895,chlorpyrifos,1.22,LC50,0.24,0.29,CI_95,3,10,"3 replicates, 10 individuals per replicate",PirfosGlex,0.3,LC50,0.06,0.07,CI_95,3,10,"3 replicates, 10 individuals per replicate",probit,wos1895_ai_c,wos1895_form_c,wos1895_3,1,Daphnia magna,water flea,Watertox Bioassays Program of the International Development Research Center of Canada,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,herbicide,NO,NO,NA,environmental,acute,21,7.8,starved,24,YES,NA,170,NO,liquid formulation,YES,NA,2014,extracted part of the sample size from the referenced guideline. Was in spanish. Use deepL to translate p61.,Guy,30,30,0.1417933683464497,0.03422598546293614,0.29,0.07,NA,-1.4028236630711013,0.026523791463301423,1
276,wos194,"2,4-dichlorophenoxyacetic acid",100,LD50,NA,NA,imputed,11,1,11 individuals housed separately,"2,4-Dichlorophenoxyacetic acid formulation",100,LD50,NA,NA,imputed,10,1,10 individuals housed separately,NA,wos194_ai_a,wos194_form_a,wos194_1,1,Mus musculus,mouse,ICR/Jcl,Mammalia,Chordata,Animalia,Terrestrial,adult,216,herbicide,NO,NO,female,oral-food,chronic,NA,NA,fed,1344,NO,NA,NA,YES,liquid formulation,YES,NA,2007,neither the ai or the formulation had an effect.,Guy,11,10,25.216338071078535,11.512066828633648,NA,NA,NA,0,0.0768391388381852,1
348,wos1991,permethrin,0.082,LC50,0.022,0.018,CI_95,32,1,"32 individuals, housed separetely, but in 4 blocks",Permanone,0.9,LC50,0.19,0.39,CI_95,32,1,"32 individuals, housed separetely, but in 4 blocks",probit,wos1991_ai_a,wos1991_form_a,wos1991_1,1,Acheta domesticus,house cricket,Big Apple Herpetological,Insecta,Arthropoda,Animalia,Terrestrial,adult,24,insecticide,NO,NO,NA,contact,acute,21,NA,NA,NA,NO,NA,NA,NO,emulsifiable concentrate,YES,NA,2010,NA,Guy,32,32,0.01078688646984482,0.1912220783290673,0.022,0.39,NA,2.3956755160600576,0.06244778311646344,1
349,wos1991,naled,0.038,LC50,0.004,0.007,CI_95,32,1,"32 individuals, housed separetely, but in 4 blocks",Trumpet,0.44,LC50,0.08,0.12,CI_95,32,1,"32 individuals, housed separetely, but in 4 blocks",probit,wos1991_ai_b,wos1991_form_b,wos1991_2,1,Acheta domesticus,house cricket,Big Apple Herpetological,Insecta,Arthropoda,Animalia,Terrestrial,adult,24,insecticide,NO,NO,NA,contact,acute,21,NA,NA,NA,NO,NA,NA,NO,emulsifiable concentrate,YES,NA,2010,NA,Guy,32,32,0.0034321911494960794,0.05883756256278993,0.007,0.12,NA,2.4491885671859213,0.02603935237807175,1
41,wos2030,trifluralin,9.76,LC50,0.843,0.843,SE,5,4,4 larvae per vessel,Treflan 4D,2.81,LC50,0.028,0.028,SE,5,4,4 larvae per vessel,logistic/log-logit models,wos2030_ai_a,wos2030_form_a,wos2030_1,1,Lithobates clamitans,green frog,Charles D. Sullivan,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,herbicide,NO,NO,NA,environmental,acute,25,NA,starved,25 (gosner stage),NO,NA,60,NO,emulsifiable concentrate,YES,NA,2012,NA,Guy,20,20,0.843,0.028,NA,NA,NA,-1.2451079170793466,0.007559576155973252,1
347,wos2071,glyphosate,1324,EC50,237,250,CI_95,10,9,"10 replicates, 9 eggs each",Roundup Biovert 360,18,EC50,15.2,48,CI_95,5,9,"5 replicates, 9 eggs each",Hill's model,wos2071_ai_a,wos2071_form_a,wos2071_1,1,Helix aspersa,NA,University of Franche-Comté,Gastropoda,Mollusca,Animalia,Terrestrial,embryo,480,herbicide,NO,NO,NA,contact,chronic,20,NA,NA,NA,NO,NA,NA,NO,soluble concentrate,YES,NA,2010,"there was a difference in pH between the ai and formulation. The ai was more acidic but was still far less toxic. Also, in this paper snails were shown to be very tolerant to pH fluctuations between 2.3-6.9. Furthermore, the sample size for glyphosate was a sum of 3 tests. The third test used slightly different concentrations. They summed it together and analysed in the paper and I'm extracting the approach they took.",Guy,90,45,125.8191645748992,23.816995276034383,250,48,NA,-4.298040978600789,1.7597999544364065,1
403,wos2085,chlorantraniliprole,6,LC50,2.3,3,CI_95,12,10,"4 replicates, 10 individuals, repeated 3 times",Altacor,8.5,LC50,1.9,3,CI_95,12,10,"4 replicates, 10 individuals, repeated 3 times",probit,wos2085_ai_a,wos2085_form_a,wos2085_1,1,Ceriodaphnia dubia,NA,Washington State University,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,NO,NA,environmental,acute,25,7.6,fed,24,NO,NA,90,NO,water-dispersible granule,YES,NA,2022,NA,Guy,120,120,1.5150750907413981,1.5150750907413981,3,3,NA,0.3483066942682158,0.0955335395754834,1
32,wos2103,malathion,38,LC50,2.89,10.25,CI_95,3,10,10 larvae per vessel,Koruma 25% WP,29,LC50,1.38,1.82,CI_95,3,10,10 larvae per vessel,probit,wos2103_ai_a,wos2103_form_a,wos2103_1,1,Rana ridibunda,marsh frog,Ege University Campus,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,insecticide,NO,NO,NA,environmental,acute,NA,NA,NA,21/22 (gosner stage),NO,NA,NA,NO,wettable powder,YES,NA,2008,NA,Guy,30,30,5.0116621570727915,0.8898756220363396,10.25,1.82,NA,-0.2702903297399117,0.018335468141673947,1
107,wos2111,glyphosate-ipa,162,IC50,12,15,CI_95,2,1,"2 replicates, fixed number of bacteria, luminiscence endpoint",Roundup,24.9,IC50,1,1.1,CI_95,2,1,"2 replicates, fixed number of bacteria, luminiscence endpoint",probit,wos2111_ai_a,wos2111_form_a,wos2111_1,1,Aliivibrio fischeri,NA,Azur Environmental,Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.25,herbicide,NO,NO,NA,environmental,acute,15,NA,NA,NA,YES,NA,NA,NO,soluble concentrate,YES,NA,2003,NA,Guy,2,2,1.1805256023692765,0.08657187750708029,15,1.1,NA,-1.8727285317617222,6.519122675011256e-5,1
108,wos2111,glyphosate-ipa,41,IC50,11.6,18.1,CI_95,3,1,"3 replicates, 20000 cells but absorbance endpoint",Roundup,5.81,IC50,3.45,2.33,CI_95,3,1,"3 replicates, 20000 cells but absorbance endpoint",probit,wos2111_ai_b,wos2111_form_b,wos2111_2,1,Selenastrum capricornutum,NA,"Culture Collection of Algae, University of Texas at Austin",Chlorophyceae,Chlorophyta,Plantae,Aquatic,NA,96,herbicide,NO,NO,NA,environmental,acute,25,7.5,NA,NA,YES,NA,NA,NO,soluble concentrate,YES,NA,2003,NA,Guy,3,3,4.206707149487738,0.8018309207587125,18.1,3.45,NA,-1.953991495840488,0.02957371530890958,1
109,wos2111,glyphosate-ipa,5.89,IC50,2.75,4.51,CI_95,3,1,"3 replicates, 20000 cells but absorbance endpoint",Roundup,1.85,IC50,1.52,8.64,CI_95,3,1,"3 replicates, 20000 cells but absorbance endpoint",probit,wos2111_ai_c,wos2111_form_c,wos2111_3,1,Skeletonema costatum,NA,"Culture Collection of Algae, University of Texas at Austin",Bacillariophyceae,Gyrista,Chromista ,Aquatic,NA,96,herbicide,NO,NO,NA,environmental,acute,20,8,NA,NA,YES,NA,NA,NO,soluble concentrate,YES,NA,2003,NA,Guy,3,3,1.0481905659773314,2.0080635232913844,4.51,8.64,NA,-1.158070358573262,1.2098495684047963,1
110,wos2111,glyphosate-ipa,386,IC50,290.8,1634,CI_95,3,1,"3 replicates, 2500 cells, cell count by haemocytometer endpoint",Roundup,29.5,IC50,18.2,36.5,CI_95,3,1,"3 replicates, 2500 cells, cell count by haemocytometer endpoint",probit,wos2111_ai_d,wos2111_form_d,wos2111_4,1,Tetrahymena pyriformis,NA,"Culture Collection of Algae and Chromista (Cumbria,UK).",Ciliatea ,Ciliophora,Chromista ,Aquatic,NA,40,herbicide,NO,NO,NA,environmental,acute,27,7.4,NA,NA,NO,NA,NA,NO,soluble concentrate,YES,NA,2003,NA,Guy,3,3,379.76571725209743,8.483138726867537,1634,36.5,NA,-2.5714471061190567,1.050651939646009,1
112,wos2111,glyphosate-ipa,415,LC50,76,93,CI_95,4,5,"4 replicates, 5 individuals",Roundup,5.39,LC50,0.58,0.66,CI_95,4,5,"4 replicates, 5 individuals",trimmed spearman–karber,wos2111_ai_f,wos2111_form_f,wos2111_6,1,Ceriodaphnia dubia,NA,"Aquatic Research Organisms (Hampton,NH,USA)",Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,herbicide,NO,NO,NA,environmental,acute,25,8.07,NA,NA,YES,NA,NA,NO,soluble concentrate,YES,NA,2003,NA,Guy,20,20,44.433316379773174,0.3153332130177451,93,0.66,NA,-4.343733135309793,0.014886251714015327,1
113,wos2111,glyphosate-ipa,49.3,LC50,10.9,13.8,CI_95,4,5,"4 replicates, 5 individuals",Roundup,1.77,LC50,0.44,0.57,CI_95,4,5,"4 replicates, 5 individuals",trimmed spearman–karber,wos2111_ai_g,wos2111_form_g,wos2111_7,1,Acartia tonsa,NA,Marine Biological Laboratory at Helsingør,Copepoda,Arthropoda,Animalia,Aquatic,adult,48,herbicide,NO,NO,NA,environmental,acute,20,8,NA,NA,YES,NA,NA,NO,soluble concentrate,YES,NA,2003,NA,Guy,20,20,6.5933308176437615,0.2723332294244162,13.8,0.57,NA,-3.3269445344629065,0.04155918847721701,1
244,wos2136,quintozene,707,LC50,341,659,CI_95,10,1,"10 individuals, housed separately",FFII,690.2,LC50,169.15,1623.16,CI_95,10,1,"10 individuals, housed separately",three parameter logistic,wos2136_ai_a,wos2136_form_a,wos2136_1,1,Oryzias latipes,japanese medaka,Carolina Biological Supply,Actinopterygii ,Chordata,Animalia,Aquatic,embryo,408,fungicide,NO,NO,NA,environmental,chronic,26,7.6,fed,NA,NO,NA,90,NO,granule,NO,YES,2008,NA,Guy,10,10,291.31486124723597,717.5275116571526,659,1623.16,NA,-0.024049255232669625,1.2505348504016391,1
356,wos214,s-metolachlor + benoxacor,174.5,IC50,20.1,20.1,SE,4,1,4 replicates,Dual Gold Safeneur,20.5,IC50,2,2,SE,4,1,4 replicates,NA,wos214_ai_a,wos214_form_a,wos214_1,1,Aliivibrio fischeri,NA,Azur Environmental,Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.25,herbicide,NO,NO,NA,environmental,acute,NA,NA,NA,NA,YES,NA,NA,NO,aqueous suspension concentrate,YES,NA,2013,NA,Guy,4,4,20.1,2,NA,NA,NA,-2.1414998554981195,0.022786015325873536,1
357,wos214,nicosulfuron,167.8,IC50,21.8,21.8,SE,4,1,4 replicates,Milagro,4.1,IC50,0.7,0.7,SE,4,1,4 replicates,NA,wos214_ai_b,wos214_form_b,wos214_2,1,Aliivibrio fischeri,NA,Azur Environmental,Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.25,herbicide,NO,NO,NA,environmental,acute,NA,NA,NA,NA,YES,NA,NA,NO,aqueous suspension concentrate,YES,NA,2013,NA,Guy,4,4,21.8,0.7,NA,NA,NA,-3.7117858203228438,0.046027630353350356,1
331,wos2172,glyphosate-ipa,343,LC50,NA,NA,imputed,4,5,"4 containers, 5 individuals",Roundup,3.1,LC50,0.3,0.3,CI_95,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_a,wos2172_form_aa,wos2172_1,1,Litoria moorei,NA,Mandurah District,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,44,YES,soluble concentrate,YES,NA,1999,"soft water. Explanation for wos2172. Where possible gly-IPA was matched with roundup and roundup biactive. If gly-ipa was not available, gly-tech was used instead. For touchdown, the ai was not gly-ipa but gly-trimesium. Therefore, gly-ipa vs touchdown comparisons were excluded. Some effect sizes were excluded as both ai and formulation had no effect but were tested over different concentration ranges.",Guy,20,20,10.60694123506604,0.14333327864442957,NA,0.3,NA,-4.706328335674839,0.0030941132109355025,1
332,wos2172,glyphosate-ipa,343,LC50,NA,NA,imputed,4,5,"4 containers, 5 individuals",Roundup,2.9,LC50,0.3,0.3,CI_95,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_a,wos2172_form_aa,wos2172_1,1,Litoria moorei,NA,Mandurah District,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,48,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,44,YES,soluble concentrate,YES,NA,1999,soft water,Guy,20,20,51.2983342421004,0.14333327864442957,NA,0.3,NA,-4.773019710173512,0.024810400417764698,2
333,wos2172,glyphosate,88.6,LC50,8.8,9.7,CI_95,4,5,"4 containers, 5 individuals",Touchdown,10.4,LC50,0.7,0.7,CI_95,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_b,wos2172_form_ab,wos2172_2,1,Litoria moorei,NA,Mandurah District,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,44,NO,soluble concentrate,YES,NA,1999,soft water,Guy,20,20,4.63444267616989,0.3344443168370024,9.7,0.7,NA,-2.142326051463708,0.0037702162735409857,1
334,wos2172,glyphosate-ipa,343,LC50,NA,NA,imputed,4,5,"4 containers, 5 individuals",Roundup Biactive,333,LC50,28,30,CI_95,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_a,wos2172_form_ac,wos2172_3,1,Litoria moorei,NA,Mandurah District,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,44,YES,soluble concentrate,YES,NA,1999,soft water,Guy,20,20,6.33412789469465,14.333327864442959,NA,30,NA,-0.02958795718549607,0.0021937265112874724,1
335,wos2172,glyphosate-ipa,343,LC50,NA,NA,imputed,4,5,"4 containers, 5 individuals",Roundup Biactive,328,LC50,32,35,CI_95,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_a,wos2172_form_ac,wos2172_3,1,Litoria moorei,NA,Mandurah District,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,48,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,44,YES,soluble concentrate,YES,NA,1999,soft water,Guy,20,20,0.596115362133701,16.72221584185012,NA,35,NA,-0.04471683878179622,0.002602222033997288,2
336,wos2172,glyphosate,127,LC50,37,53,CI_95,4,5,"4 containers, 5 individuals",Roundup,12.7,LC50,3.7,5.3,CI_95,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_c,wos2172_form_c,wos2172_4,1,Litoria moorei,NA,Mandurah District,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,NA,NO,soluble concentrate,YES,NA,1999,lake water,Guy,20,20,25.322212560515894,2.532221256051589,53,5.3,NA,-2.302585092994046,0.07951075069253505,1
337,wos2172,glyphosate,121,LC50,10,12,CI_95,4,5,"4 containers, 5 individuals",Roundup,11.6,LC50,1.3,1.5,CI_95,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_c,wos2172_form_c,wos2172_4,1,Litoria moorei,NA,Mandurah District,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,48,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,NA,NO,soluble concentrate,YES,NA,1999,lake water,Guy,20,20,5.733331145777184,0.716666393222148,12,1.5,NA,-2.3447854474844223,0.006062103726942378,2
338,wos2172,glyphosate,89.6,LC50,16,19,CI_95,5,1,"5 individuals per concentration, housed separately",Roundup,52.6,LC50,13.3,17.9,CI_95,5,1,"5 individuals per concentration, housed separately",Spearman-Karber,wos2172_ai_e,wos2172_form_e,wos2172_5,1,Crinia insignifera,NA,Perth,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,adult,24,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,NA,YES,NA,NA,NO,soluble concentrate,YES,NA,1999,aged tapwater,Guy,5,5,6.843283148091069,6.447093071096322,19,17.9,NA,-0.5326392002372204,0.020856272830243862,1
339,wos2172,glyphosate,83.6,LC50,16.2,20,CI_95,5,1,"5 individuals per concentration, housed separately",Roundup,49.4,LC50,8.9,10.8,CI_95,5,1,"5 individuals per concentration, housed separately",Spearman-Karber,wos2172_ai_e,wos2172_form_e,wos2172_5,1,Crinia insignifera,NA,Perth,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,adult,48,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,NA,YES,NA,NA,NO,soluble concentrate,YES,NA,1999,aged tapwater,Guy,5,5,7.2034559453590195,3.889866210493871,20,10.8,NA,-0.5260930958967791,0.013624873857428239,2
340,wos2172,glyphosate-ipa,373,LC50,NA,NA,imputed,4,5,"4 containers, 5 individuals",Roundup,8.6,LC50,0.8,0.9,CI_95,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_g,wos2172_form_g,wos2172_6,1,Heleioporus eyrei,NA,Perth,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,44,YES,soluble concentrate,YES,NA,1999,soft water,Guy,20,20,5.91946695547489,0.4299998359332888,NA,0.9,NA,-3.7698162163843536,0.0027518513294375606,1
341,wos2172,glyphosate-ipa,373,LC50,NA,NA,imputed,4,5,"4 containers, 5 individuals",Roundup,6.3,LC50,0.7,0.8,CI_95,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_g,wos2172_form_g,wos2172_6,1,Heleioporus eyrei,NA,Perth,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,48,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,44,YES,soluble concentrate,YES,NA,1999,soft water,Guy,20,20,150.50947765174743,0.3822220763851456,NA,0.8,NA,-4.081028786246328,0.16650172554945133,2
342,wos2172,glyphosate-ipa,466,LC50,NA,NA,imputed,4,5,"4 containers, 5 individuals",Roundup,3.6,LC50,0.3,0.5,CI_95,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_i,wos2172_form_i,wos2172_7,1,Crinia insignifera,NA,Perth,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,48,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,44,YES,soluble concentrate,YES,NA,1999,soft water,Guy,20,20,53.47445880814967,0.23888879774071597,NA,0.5,NA,-4.8632517886635815,0.017571418787669733,1
343,wos2172,glyphosate-ipa,400,LC50,NA,NA,imputed,4,5,"4 containers, 5 individuals",Roundup,4.6,LC50,0.5,0.6,CI_95,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_j,wos2172_form_ja,wos2172_8,1,Lymnodynastes dorsalis,NA,Perth,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,44,YES,soluble concentrate,YES,NA,1999,soft water,Guy,20,20,176.57002360064845,0.28666655728885915,NA,0.6,NA,-4.4654082436129325,0.1987397176421767,1
344,wos2172,glyphosate-ipa,400,LC50,NA,NA,imputed,4,5,"4 containers, 5 individuals",Roundup,3,LC50,0.2,0.2,CI_95,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_j,wos2172_form_ja,wos2172_8,1,Lymnodynastes dorsalis,NA,Perth,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,48,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,44,YES,soluble concentrate,YES,NA,1999,soft water,Guy,20,20,46.60727803923423,0.0955555190962864,NA,0.2,NA,-4.892852258439873,0.014591029481111174,2
345,wos2172,glyphosate-ipa,400,LC50,NA,NA,imputed,4,5,"4 containers, 5 individuals",Roundup Biactive,400,LC50,NA,NA,imputed,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_j,wos2172_form_jb,wos2172_9,1,Lymnodynastes dorsalis,NA,Perth,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,44,YES,soluble concentrate,YES,NA,1999,soft water,Guy,20,20,8.355961528053987,4.130399025844709,NA,NA,NA,0,5.430143073188577e-4,1
346,wos2172,glyphosate-ipa,400,LC50,NA,NA,imputed,4,5,"4 containers, 5 individuals",Roundup Biactive,400,LC50,NA,NA,imputed,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_j,wos2172_form_jb,wos2172_9,1,Lymnodynastes dorsalis,NA,Perth,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,48,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,44,YES,soluble concentrate,YES,NA,1999,soft water,Guy,20,20,46.70904929831443,0.2668986330741391,NA,NA,NA,0,0.013636290757704405,2
316,wos226,fipronil,398.29,LC50,22.02,40.5,CI_95,5,10,"5 replicates, 10 individuals",Termidor,379.47,LC50,24.34,26.01,CI_95,5,10,"5 replicates, 10 individuals",probit,wos226_ai_a,wos226_form_a,wos226_1,1,Pimephales promelas,fathead minnow,Aquatox Inc.,Actinopterygii ,Chordata,Animalia,Aquatic,larvae,24,insecticide,NO,NO,NA,environmental,acute,25,NA,NA,168,YES,NA,60.5,NO,aqueous suspension concentrate,YES,NA,2010,"No sample size. Requested. Used USEPA, “Methods for Measuring the Acute Toxicity of Effluents and Receiving Waters to Freshwater and Marine Organisms”. In here it says 2*10. However, they didn’t explicitly state that they used this document for the the LD50 work. Assume they did but ask for clarification.  They replied. 5*10.",Guy,50,50,20.153512668605483,12.943033691615522,40.5,26.01,NA,-0.04840484084137001,0.0037237382403335403,1
